Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
 Cloud-Aerosole MT-MG Functional Profiling	https://usegalaxy.eu	63478edcea3f449a	https://usegalaxy.eu/published/workflow?id=63478edcea3f449a	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	4	4		multiqc, bowtie2, featurecounts	RNA-Seq quantification, Validation, Sequencing quality control, Read summarisation, Read mapping		MIT			True	False
Cloud-Aerosole MT-MG Pre-Processing	https://usegalaxy.eu	1ef76b7b86e15792	https://usegalaxy.eu/published/workflow?id=1ef76b7b86e15792	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	6	6		trimmomatic, multiqc, fastqc	Validation, Statistical calculation, Sequencing quality control, Sequence composition calculation		MIT			True	False
Mgnify ML	https://usegalaxy.eu	011f701c5a55bfdf	https://usegalaxy.eu/published/workflow?id=011f701c5a55bfdf		name:microgalaxy	2023-10-10	2024-03-15	128	128		__BUILD_LIST__, interactive_tool_jupyter_notebook						True	False
Ecoli Comparison	https://usegalaxy.eu	0e492839192d26e0	https://usegalaxy.eu/published/workflow?id=0e492839192d26e0		assembly, name:microgalaxy	2023-12-14	2023-12-14	0	0		lastz_wrapper_2, tp_grep_tool, tp_sort_header_tool, cat1, Cut1, datamash_ops, Grep1, fasta_filter_by_length, fasta_compute_length, bedtools_intersectbed, bedtools_complementbed, tp_cat, Filter1, mergeCols1, bedtools_sortbed, collapse_dataset, random_lines1, addValue, tp_sed_tool, join1	Sequence alignment, Mapping, Read mapping					True	False
Comparative gene analysis	https://usegalaxy.eu	86900be4282d4b1d	https://usegalaxy.eu/published/workflow?id=86900be4282d4b1d	Anton Nekrutenko	vgp, genome-annotation, name:microgalaxy	2023-12-14	2023-12-14	0	0		Cut1, cat1, gops_intersect_1, collapse_dataset, Add_a_column1, bg_diamond, rbc_mafft, Filter1, tp_split_on_column, regexColumn1, rapidnj, bg_diamond_view, join1, tab2fasta	Sequence alignment analysis, Multiple sequence alignment, Phylogenetic tree generation					True	False
Apollo Load Test	https://usegalaxy.eu	3c233cc56d4df8b0	https://usegalaxy.eu/published/workflow?id=3c233cc56d4df8b0		genome-annotation, name:microgalaxy	2023-12-14	2023-12-14	0	0		list_organism, create_account, create_or_update, jbrowse, iframe	Genome visualisation					True	False
Flye-AMR workflow EMC/WMDI - v3.5  (imported from URL)	https://usegalaxy.eu	152223c8aed27357	https://usegalaxy.eu/published/workflow?id=152223c8aed27357		wmdi, name:microgalaxy	2023-12-14	2023-12-14	0	0		bandage_image, gff2bed1, PlasFlow, minimap2, tp_sort_header_tool, deeptools_bam_coverage, circos_wiggle_to_scatter, Cut1, Grep1, circos_gc_skew, tp_text_file_with_recurring_lines, circos, regex_replace, fasta_compute_length, trimmomatic, flye, tp_cat, circos_interval_to_tile, nanoplot, Add_a_column1, tbl2gff3, Filter1, jbrowse, medaka_consensus_pipeline, tp_easyjoin_tool, tp_head_tool, bg_column_arrange_by_header, prokka, staramr_search, ncbi_blastn_wrapper, tp_split_on_column, tp_cut_tool, fasta2tab, regex1, join1, tab2fasta	Genome annotation, Mapping assembly, Sequence analysis, Coding region prediction, Pairwise sequence alignment, Box-Whisker plot plotting, Sequence visualisation, Base-calling, Gene prediction, Antimicrobial resistance prediction, De-novo assembly, Variant calling, Genome assembly, Sequence assembly visualisation, Scatter plot plotting, Genome visualisation, Cross-assembly, Sequence assembly					True	False
From VCFs to SNP distance matrix	https://usegalaxy.eu	6d333ed886aab471	https://usegalaxy.eu/published/workflow?id=6d333ed886aab471		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		tb_variant_filter, bcftools_consensus, snp_dists, snp_sites, tp_cat						True	False
From Fastqs to VCFs and BAMs	https://usegalaxy.eu	3a8fde248a4d0383	https://usegalaxy.eu/published/workflow?id=3a8fde248a4d0383		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		trimmomatic, tb_variant_filter, __MERGE_COLLECTION__, snippy	Phylogenetic tree visualisation, Variant calling, Phylogenetic tree generation					True	False
From BAMs to drug resistance prediction with TB-profiler	https://usegalaxy.eu	d0d6dae0d1eecc21	https://usegalaxy.eu/published/workflow?id=d0d6dae0d1eecc21		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		__MERGE_COLLECTION__, samtools_view, tp_grep_tool, tp_replace_in_line, tb_profiler_profile, addName, tp_sed_tool, tp_cat	Antimicrobial resistance prediction					True	False
Compute Allel Frequency Table from paired reads	https://usegalaxy.eu	21a39ac4c1becb31	https://usegalaxy.eu/published/workflow?id=21a39ac4c1becb31		name:microgalaxy, hpylori	2023-12-13	2023-12-13	2	2		tp_awk_tool, bcftools_view, bcftools_norm, freebayes, vcf2tsv, snpSift_filter, bowtie2	Statistical calculation, Read mapping, Variant calling					True	False
Reference genome choice (indels, coverage, depth) for short reads	https://usegalaxy.eu	61fe08fb3d5e83f8	https://usegalaxy.eu/published/workflow?id=61fe08fb3d5e83f8		name:microgalaxy, hpylori	2023-10-27	2023-12-13	13	13		collapse_dataset, collection_element_identifiers, bcftools_norm, freebayes, samtools_coverage, samtools_depth, vcf2tsv, tp_cat, bowtie2	Statistical calculation, Read mapping, Variant calling					True	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.fr	f0776f7a890b523a	https://usegalaxy.fr/published/workflow?id=f0776f7a890b523a	Bérénice Batut	microbiome, name:microgalaxy	2025-12-08	2025-12-08	1	1		__MERGE_COLLECTION__, multiqc, collection_element_identifiers, __FLATTEN__, __RELABEL_FROM_FILE__, regex1, checkm2	Validation, Statistical calculation, Sequencing quality control, Sequence composition calculation, Sequence assembly validation		MIT			True	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.org	a8aee61c2cbaf6ea	https://usegalaxy.org/published/workflow?id=a8aee61c2cbaf6ea	Bérénice Batut	microbiome, name:microgalaxy	2025-12-08	2025-12-08	1	1		__MERGE_COLLECTION__, multiqc, collection_element_identifiers, __FLATTEN__, __RELABEL_FROM_FILE__, regex1, checkm2	Validation, Statistical calculation, Sequencing quality control, Sequence composition calculation, Sequence assembly validation		MIT			True	False
MGnify's amplicon pipeline v5.0 (release v0.1)	https://usegalaxy.org	8e863bbef37cc36b	https://usegalaxy.org/published/workflow?id=8e863bbef37cc36b	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-02-06	2025-04-25	1	1		__MERGE_COLLECTION__, tp_awk_tool, CONVERTER_gz_to_uncompressed, CONVERTER_uncompressed_to_gz, fastq_dl			Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.1)	https://usegalaxy.org	45f959d5bf505b15	https://usegalaxy.org/published/workflow?id=45f959d5bf505b15	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		collection_element_identifiers, __FILTER_FROM_FILE__, tp_awk_tool, __FILTER_EMPTY_DATASETS__, mapseq, bedtools_maskfastabed, biom_convert, taxonomy_krona_chart	Mapping, Visualisation, Formatting, k-mer counting		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.1)	https://usegalaxy.org	a71fcbc60caae8b6	https://usegalaxy.org/published/workflow?id=a71fcbc60caae8b6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastp, fastqc, mgnify_seqprep, trimmomatic, tp_find_and_replace, __UNZIP_COLLECTION__	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing, Nucleic acid design		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.1)	https://usegalaxy.org	5f878c4cc3bff68c	https://usegalaxy.org/published/workflow?id=5f878c4cc3bff68c	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastqc, trimmomatic, tp_find_and_replace	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing		Apache-2.0			True	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.org	3e703abaeb870f6f	https://usegalaxy.org/published/workflow?id=3e703abaeb870f6f	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		Cut1, Remove beginning1, collapse_dataset, Count1, bcftools_consensus, snpSift_extractFields, bcftools_norm, tp_cut_tool, CONVERTER_gz_to_uncompressed, table_compute, clair3, regexColumn1, samtools_coverage, minimap2, samtools_depth, tp_head_tool, Paste1, snpSift_filter	Pairwise sequence alignment, Variant calling		MIT			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.2)	https://usegalaxy.org	afb67b4b9952f57d	https://usegalaxy.org/published/workflow?id=afb67b4b9952f57d	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-06	2025-04-25	1	1		prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastqc, trimmomatic, tp_find_and_replace	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing		Apache-2.0			True	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.org	cb810cdaa4915f4b	https://usegalaxy.org/published/workflow?id=cb810cdaa4915f4b	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		Cut1, Remove beginning1, collapse_dataset, Count1, bcftools_consensus, snpSift_extractFields, bcftools_norm, tp_cut_tool, CONVERTER_gz_to_uncompressed, table_compute, clair3, regexColumn1, samtools_coverage, minimap2, samtools_depth, tp_head_tool, Paste1, snpSift_filter	Pairwise sequence alignment, Variant calling		MIT			True	False
MGnify's amplicon pipeline v5.0 (release v0.2)	https://usegalaxy.org	77de7101effbff3d	https://usegalaxy.org/published/workflow?id=77de7101effbff3d	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-03-13	2025-04-25	1	1		__MERGE_COLLECTION__, tp_awk_tool, CONVERTER_gz_to_uncompressed, CONVERTER_uncompressed_to_gz, fastq_dl			Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.2)	https://usegalaxy.org	8151be18aab3a3c6	https://usegalaxy.org/published/workflow?id=8151be18aab3a3c6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		collection_element_identifiers, __FILTER_FROM_FILE__, tp_awk_tool, __FILTER_EMPTY_DATASETS__, mapseq, bedtools_maskfastabed, biom_convert, taxonomy_krona_chart	Mapping, Visualisation, Formatting, k-mer counting		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.2)	https://usegalaxy.org	20b7ae4b517a80fd	https://usegalaxy.org/published/workflow?id=20b7ae4b517a80fd	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastp, fastqc, mgnify_seqprep, trimmomatic, tp_find_and_replace, __UNZIP_COLLECTION__	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing, Nucleic acid design		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.3)	https://usegalaxy.org	46f184a0e95f3c1c	https://usegalaxy.org/published/workflow?id=46f184a0e95f3c1c	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastqc, trimmomatic, tp_find_and_replace	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing		Apache-2.0			True	False
Nanopore Preprocessing (release v0.1)	https://usegalaxy.org	a8b9252fad5fe06a	https://usegalaxy.org/published/workflow?id=a8b9252fad5fe06a	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2025-03-20	2025-04-25	1	1		kraken2, Cut1, collapse_dataset, multiqc, nanoplot, Add_a_column1, Grep1, fastp, fastqc, bamtools_split_mapped, collection_column_join, regexColumn1, porechop, krakentools_extract_kraken_reads, minimap2, samtools_fastx, __FILTER_FAILED_DATASETS__	Validation, Pairwise sequence alignment, Box-Whisker plot plotting, Sequencing quality control, Sequence composition calculation, Taxonomic classification, Sequence contamination filtering, Data handling, Statistical calculation, Scatter plot plotting, Sequence alignment analysis, Aggregation, Visualisation		MIT			True	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.org.au	f05ed1e5c5dfffa9	https://usegalaxy.org.au/published/workflow?id=f05ed1e5c5dfffa9	Bérénice Batut	microbiome, name:microgalaxy	2025-12-08	2025-12-08	1	1		__MERGE_COLLECTION__, multiqc, collection_element_identifiers, __FLATTEN__, __RELABEL_FROM_FILE__, regex1, checkm2	Validation, Statistical calculation, Sequencing quality control, Sequence composition calculation, Sequence assembly validation		MIT			True	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.org.au	0e11619979c2830c	https://usegalaxy.org.au/published/workflow?id=0e11619979c2830c	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		Cut1, Remove beginning1, collapse_dataset, Count1, bcftools_consensus, snpSift_extractFields, bcftools_norm, tp_cut_tool, CONVERTER_gz_to_uncompressed, table_compute, clair3, regexColumn1, samtools_coverage, minimap2, samtools_depth, tp_head_tool, Paste1, snpSift_filter	Pairwise sequence alignment, Variant calling		MIT			True	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.org.au	76a0a3af8de11622	https://usegalaxy.org.au/published/workflow?id=76a0a3af8de11622	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		Cut1, Remove beginning1, collapse_dataset, Count1, bcftools_consensus, snpSift_extractFields, bcftools_norm, tp_cut_tool, CONVERTER_gz_to_uncompressed, table_compute, clair3, regexColumn1, samtools_coverage, minimap2, samtools_depth, tp_head_tool, Paste1, snpSift_filter	Pairwise sequence alignment, Variant calling		MIT			True	False
