Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.eu	6aa2891bd2b41f32	https://usegalaxy.eu/published/workflow?id=6aa2891bd2b41f32	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.eu	60e0b2a28a900178	https://usegalaxy.eu/published/workflow?id=60e0b2a28a900178	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
MGnify's amplicon pipeline v5.0 (release v0.2)	https://usegalaxy.eu	32219131f48494bf	https://usegalaxy.eu/published/workflow?id=32219131f48494bf	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-03-13	2025-04-25	1	1		__MERGE_COLLECTION__, fastq_dl, CONVERTER_gz_to_uncompressed, tp_awk_tool, CONVERTER_uncompressed_to_gz			Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.2)	https://usegalaxy.eu	fb806b88850f3427	https://usegalaxy.eu/published/workflow?id=fb806b88850f3427	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		mapseq, tp_awk_tool, bedtools_maskfastabed, __FILTER_FROM_FILE__, collection_element_identifiers, biom_convert, taxonomy_krona_chart, __FILTER_EMPTY_DATASETS__	Visualisation, Formatting, Mapping, k-mer counting		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.2)	https://usegalaxy.eu	9fddc44294236e8f	https://usegalaxy.eu/published/workflow?id=9fddc44294236e8f	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		mgnify_seqprep, cshl_fasta_formatter, multiqc, __UNZIP_COLLECTION__, fastp, trimmomatic, tp_find_and_replace, prinseq, fastqc, fastq_filter, fastq_to_fasta_python	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing, Validation, Sequence composition calculation, Nucleic acid design		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.3)	https://usegalaxy.eu	da19c0eaa757fa39	https://usegalaxy.eu/published/workflow?id=da19c0eaa757fa39	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		cshl_fasta_formatter, multiqc, trimmomatic, tp_find_and_replace, prinseq, fastqc, fastq_filter, fastq_to_fasta_python	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Sequence trimming, Sequence composition calculation, Read pre-processing, Validation		Apache-2.0			False	False
Copy of Metaproteomics_GTN shared by user engy.nasr	https://usegalaxy.eu	c6b6ba35e5b6500a	https://usegalaxy.eu/published/workflow?id=c6b6ba35e5b6500a		proteomics, name:microgalaxy	2025-02-14	2025-03-27	0	0		unipept, query_tabular, search_gui, peptide_shaker, sqlite_to_tabular	Prediction and recognition, Visualisation					False	False
pAllori WGS	https://usegalaxy.eu	4f245ac304ab76d9	https://usegalaxy.eu/published/workflow?id=4f245ac304ab76d9	Engy Nasr, Paul Zierep	name:pallori, name:microgalaxy, name:wgs	2024-07-16	2025-02-17	18	18		multiqc, __FLATTEN__, collection_column_join, ggplot2_heatmap, trimmomatic, Remove beginning1, shovill, Grouping1, regexColumn1, fastqc, abricate	Statistical calculation, Sequencing quality control, Sequence composition calculation, Antimicrobial resistance prediction, Genome assembly, Visualisation, Validation		MIT			False	False
MetaG: Preparation, Building and Annotation of Metagenomics Assembled Genomes 	https://usegalaxy.eu	667bac8d7453e5f1	https://usegalaxy.eu/published/workflow?id=667bac8d7453e5f1	Valerie C. Schiml, Magnus Ø. Arntzen, Bérénice Batut	name:microgalaxy, name:microbiome, name:mags	2024-09-30	2024-12-21	14	14		maxbin2, fasplit, fraggenescan, kofamscan, checkm_lineage_wf, hmmer_hmmscan, coverm_genome, tp_awk_tool, cat_bins, sort1, fastqc, tp_grep_tool, quast, interproscan, coverm_contig, tp_cat, trim_galore	Format validation, Gene functional annotation, Sequence trimming, Local alignment, Sequence assembly, Conversion, Sequence analysis, Taxonomic classification, Formatting, Primer removal, Database search, Data retrieval, Probabilistic sequence generation, Multiple sequence alignment, Protein feature detection, Statistical calculation, Sequence profile generation, Sequencing quality control, Sequence database search, Sequence assembly validation, Read pre-processing, Sequence generation, Validation, Visualisation, Gene prediction, Sequence composition calculation, Sequence motif recognition, Coding region prediction		MIT			True	False
ASaiM-MT: Metatranscriptomics Analysis of Microbes	https://usegalaxy.eu	096b75501c8e0888	https://usegalaxy.eu/published/workflow?id=096b75501c8e0888	Subina Mehta, Marie Crane, Emma Leith, Bérénice Batut, Saskia Hiltemann, Magnus Ø Arntzen, Benoit J. Kunath, Phillip B. Pope, Francesco Delogu, Ray Sajulga, Praveen Kumar, James E. Johnson, Timothy J. Griffin, Pratik D. Jagtap	asaim, metatranscriptomics, rna-seq, microbiome, name:microgalaxy	2024-12-20	2024-12-20	3	3		tp_sort_header_tool, fastq_paired_end_interlacer, graphlan, cutadapt, metaphlan2, combine_metaphlan2_humann2, humann2, fastqc, graphlan_annotate, group_humann2_uniref_abundances_to_go, format_metaphlan2_output, humann2_genefamilies_genus_level, multiqc, metaphlan2krona, bg_sortmerna, humann2_unpack_pathways, Grep1, Grouping1, export2graphlan, taxonomy_krona_chart, humann2_renorm_table	Statistical calculation, Sequencing quality control, Phylogenetic inference, Sequence trimming, Sequence similarity search, Read pre-processing, Visualisation, Validation, Formatting, Conversion, Taxonomic classification, Sequence composition calculation, Sequence comparison, Primer removal, Sequence alignment analysis, Phylogenetic tree visualisation, Phylogenetic tree editing		MIT			True	False
MAGs building with individual assembly	https://usegalaxy.eu	0563f58718be932d	https://usegalaxy.eu/published/workflow?id=0563f58718be932d	Bérénice Batut, Paul Zierep, Mina Hojat Ansari, Patrick Bühler	name:fairymags, name:microgalaxy	2024-12-20	2024-12-20	1	1		metabat2, concoct_merge_cut_up_clustering, collection_column_join, concoct_extract_fasta_bins, Fasta_to_Contig2Bin, __FLATTEN__, bowtie2, concoct_coverage_table, semibin, drep_dereplicate, samtools_sort, checkm_lineage_wf, coverm_genome, fastq_paired_end_joiner, das_tool, gtdbtk_classify_wf, quast, __UNZIP_COLLECTION__, concoct, checkm_plot, concoct_cut_up_fasta, maxbin2, multiqc, metabat2_jgi_summarize_bam_contig_depths, megahit	Read binning, Local alignment, Sequence assembly, Genome alignment, Taxonomic classification, Sequence clustering, Genome comparison, Genome annotation, Statistical calculation, Query and retrieval, Sequencing quality control, Sequence assembly validation, Visualisation, Validation, Sequence composition calculation, Genome assembly, Read mapping		MIT			False	False
MetaT: Metatranscriptomics data analysis	https://usegalaxy.eu	fd90652d475ed739	https://usegalaxy.eu/published/workflow?id=fd90652d475ed739	Valerie C. Schiml, Magnus Ø. Arntzen, Francesco Delogu, Praveen Kumar, Benoit Kunath, Bérénice Batut,  Subina Mehta, James E. Johnson,  Björn Grüning, Phillip B. Pope, Pratik D. Jagtap, Timothy J. Griffin	name:microgalaxy, metatranscriptomics, microbiome	2024-11-21	2024-12-20	6	6		collection_column_join, __UNZIP_COLLECTION__, bg_sortmerna, kallisto_quant, fastqc, trim_galore	Statistical calculation, Sequencing quality control, Sequence trimming, Sequence similarity search, Read pre-processing, Gene expression profiling, Sequence comparison, Sequence composition calculation, Primer removal, Sequence alignment analysis		MIT			True	False
Halophiles workup of Comparative gene analysis	https://usegalaxy.eu	a2c46deea34d9d80	https://usegalaxy.eu/published/workflow?id=a2c46deea34d9d80	Anton Nekrutenko	genome-annotation, name:microgalaxy	2024-12-03	2024-12-05	2	2		Filter1, collapse_dataset, rbc_mafft, rapidnj, tab2fasta, Add_a_column1, regexColumn1, bg_diamond_view, Cut1, gops_intersect_1, bg_diamond, join1, tp_split_on_column, cat1	Multiple sequence alignment, Sequence alignment analysis, Phylogenetic tree generation					True	False
Metaproteomics workflow	https://usegalaxy.eu	cefc49c13ff73231	https://usegalaxy.eu/published/workflow?id=cefc49c13ff73231	Timothy Griffin, Pratik Jagtap, James Johnson, Clemens Blank, Subina Mehta	name:metaproteomics, name:galaxyp, name:massspectrometry, name:microgalaxy	2024-11-21	2024-11-21	40	40		unipept, query_tabular, search_gui, peptide_shaker, sqlite_to_tabular	Prediction and recognition, Visualisation		MIT			True	False
Feature-Count Table Normalization	https://usegalaxy.eu	6239178d7cc4ac68	https://usegalaxy.eu/published/workflow?id=6239178d7cc4ac68	Johannes Effenberger	name:microgalaxy, normalization, softmax, relative-abundance, sigmoid, css, limma-tmm, limma-rle	2024-11-21	2024-11-21	5	5		__BUILD_LIST__, __EXTRACT_DATASET__, Grep1, map_param_value, __FILTER_EMPTY_DATASETS__			MIT			True	False
metaQuantome_datacreation_workflow	https://usegalaxy.eu	cd675ab32d3e7833	https://usegalaxy.eu/published/workflow?id=cd675ab32d3e7833	Subina Metha, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane	proteomics, name:microgalaxy	2024-11-21	2024-11-21	1	1		tp_replace_in_column, Filter1, unipept, query_tabular, search_gui, peptide_shaker, tp_replace_in_line, Remove beginning1, msconvert, regex1, Cut1, flashlfq	Filtering, Label-free quantification, Prediction and recognition, Formatting, Visualisation		MIT			True	False
metaquantome-function-worklow	https://usegalaxy.eu	e5a89ef7b5f1c1d9	https://usegalaxy.eu/published/workflow?id=e5a89ef7b5f1c1d9	Subina Mehta, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane, Praveen Kumar	proteomics, name:microgalaxy	2024-11-21	2024-11-21	3	3		metaquantome_viz, metaquantome_stat, metaquantome_expand, metaquantome_db, metaquantome_sample, metaquantome_filter	Quantification, Functional clustering, Differential protein expression analysis, Principal component visualisation, Query and retrieval, Heat map generation, Statistical inference, Visualisation, Indexing, Filtering		MIT			True	False
Cloud Aerosol MT-MG Contamination Filtering	https://usegalaxy.eu	c09159d7aad0f264	https://usegalaxy.eu/published/workflow?id=c09159d7aad0f264	Engy Nasr , Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	2	2		bowtie2, recentrifuge, fastq_to_tabular, filter_tabular, kraken2, seq_filter_by_id	Expression analysis, Cross-assembly, Taxonomic classification, Read mapping		MIT			True	False
 Cloud-Aerosole MT-MG Functional Profiling	https://usegalaxy.eu	63478edcea3f449a	https://usegalaxy.eu/published/workflow?id=63478edcea3f449a	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	4	4		bowtie2, featurecounts, multiqc	Sequencing quality control, Validation, RNA-Seq quantification, Read summarisation, Read mapping		MIT			True	False
Cloud-Aerosole MT-MG Pre-Processing	https://usegalaxy.eu	1ef76b7b86e15792	https://usegalaxy.eu/published/workflow?id=1ef76b7b86e15792	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	6	6		trimmomatic, multiqc, fastqc	Statistical calculation, Sequencing quality control, Sequence composition calculation, Validation		MIT			True	False
MAGs workflow	https://usegalaxy.eu	97312d273b6e8bd9	https://usegalaxy.eu/published/workflow?id=97312d273b6e8bd9		name:microgalaxy	2023-11-15	2024-07-11	14	14		metabat2, concoct_merge_cut_up_clustering, concoct_extract_fasta_bins, Fasta_to_Contig2Bin, samtools_sort, bowtie2, concoct_coverage_table, semibin, drep_dereplicate, fastq_paired_end_interlacer, checkm_lineage_wf, coverm_genome, das_tool, quast, __UNZIP_COLLECTION__, concoct, concoct_cut_up_fasta, maxbin2, metabat2_jgi_summarize_bam_contig_depths, megahit	Statistical calculation, Sequencing quality control, Read binning, Sequence assembly validation, Visualisation, Validation, Sequence assembly, Local alignment, Sequence composition calculation, Sequence clustering, Genome comparison, Genome assembly, Genome annotation, Read mapping					False	False
PathoGFAIR	https://usegalaxy.eu	0dce37adb369492c	https://usegalaxy.eu/published/workflow?id=0dce37adb369492c	Engy Nasr, Bérénice Batut, Paul Zierep	name:microgalaxy, name:iwc, name:pathogfair, name:nanopore, name:collection	2024-05-31	2024-07-03	93	93					MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation	https://usegalaxy.eu	376119528377a3ae	https://usegalaxy.eu/published/workflow?id=376119528377a3ae	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-04-03	2024-06-24	58	58		Count1, collection_column_join, tp_multijoin_tool, tp_sorted_uniq, newick_display, tp_replace_in_column, collapse_dataset, fasta_merge_files_and_filter_unique_sequences, regex1, __FILTER_EMPTY_DATASETS__, __FILTER_FAILED_DATASETS__, fasttree, tab2fasta, Remove beginning1, regexColumn1, bedtools_getfastabed, clustalw, Cut1, tp_split_on_column, ggplot2_heatmap, fasta2tab, Grouping1	Phylogenetic tree generation (from molecular sequences), Multiple sequence alignment, Phylogenetic tree analysis, Mapping, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Phylogenetic tree generation, Visualisation, Phylogenetic tree reconstruction		MIT			False	False
Allele-based Pathogen Identification	https://usegalaxy.eu	09c7069ae409c362	https://usegalaxy.eu/published/workflow?id=09c7069ae409c362	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2023-04-12	2024-06-24	72	72		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
Nanopore Preprocessing	https://usegalaxy.eu	a705370bc2c13d5c	https://usegalaxy.eu/published/workflow?id=a705370bc2c13d5c	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2023-04-12	2024-06-24	190	190		minimap2, collapse_dataset, kraken2, krakentools_extract_kraken_reads, multiqc, samtools_fastx, nanoplot, fastp, collection_column_join, Add_a_column1, Grep1, regexColumn1, fastqc, bamtools_split_mapped, Cut1, __FILTER_FAILED_DATASETS__, porechop	Sequence contamination filtering, Statistical calculation, Data handling, Sequencing quality control, Box-Whisker plot plotting, Scatter plot plotting, Pairwise sequence alignment, Visualisation, Validation, Aggregation, Taxonomic classification, Sequence composition calculation, Sequence alignment analysis		MIT			False	False
Taxonomy Profiling and Visualization with Phinch	https://usegalaxy.eu	b67b5ecd3305f830	https://usegalaxy.eu/published/workflow?id=b67b5ecd3305f830	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:gtn	2023-04-12	2024-06-19	8	8		interactive_tool_phinch, kraken_biom, kraken2	Genome annotation, Taxonomic classification		MIT			False	False
metaQuantome_datacreation_workflow	https://usegalaxy.eu	fc42cc9467c6ee8d	https://usegalaxy.eu/published/workflow?id=fc42cc9467c6ee8d		proteomics, name:microgalaxy	2023-12-14	2024-06-19	0	0		tp_replace_in_column, Filter1, unipept, query_tabular, search_gui, peptide_shaker, tp_replace_in_line, Remove beginning1, msconvert, regex1, Cut1, flashlfq	Filtering, Label-free quantification, Prediction and recognition, Formatting, Visualisation					False	False
Gene-based Pathogen Identification	https://usegalaxy.eu	585c21b7b1d864fc	https://usegalaxy.eu/published/workflow?id=585c21b7b1d864fc	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2023-04-13	2024-06-05	142	142		__BUILD_LIST__, fasta2tab, tab2fasta, split_file_to_collection, compose_text_param, tp_find_and_replace, collection_element_identifiers, bandage_image, flye, medaka_consensus_pipeline, abricate, param_value_from_file	Mapping assembly, Variant calling, Genome assembly, Sequence assembly, Sequence assembly visualisation, Cross-assembly, Antimicrobial resistance prediction, De-novo assembly, Base-calling		MIT			False	False
Taxonomy Profiling and Visualization with Krona	https://usegalaxy.eu	10101558b211a782	https://usegalaxy.eu/published/workflow?id=10101558b211a782	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2023-05-11	2024-06-05	58	58		krakentools_kreport2krona, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification, Aggregation		MIT			False	False
Pathogen-Detection-Nanopore-All-Samples-Analysis-Juyptool	https://usegalaxy.eu	c8bc4af6dd3b5d02	https://usegalaxy.eu/published/workflow?id=c8bc4af6dd3b5d02	Engy Nasr, Bérénice Batut	microbiome, nanopore, iwc, name:collection, name:microgalaxy	2022-11-29	2024-04-04	205	205		Count1, collection_column_join, tp_multijoin_tool, tp_sorted_uniq, newick_display, tp_replace_in_column, collapse_dataset, fasta_merge_files_and_filter_unique_sequences, regex1, __FILTER_EMPTY_DATASETS__, __FILTER_FAILED_DATASETS__, fasttree, tab2fasta, Remove beginning1, regexColumn1, bedtools_getfastabed, clustalw, Cut1, tp_split_on_column, ggplot2_heatmap, fasta2tab, Grouping1, interactive_tool_jupyter_notebook	Phylogenetic tree generation (from molecular sequences), Multiple sequence alignment, Phylogenetic tree analysis, Mapping, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Phylogenetic tree generation, Visualisation, Phylogenetic tree reconstruction		MIT			False	False
Mgnify ML	https://usegalaxy.eu	011f701c5a55bfdf	https://usegalaxy.eu/published/workflow?id=011f701c5a55bfdf		name:microgalaxy	2023-10-10	2024-03-15	128	128		__BUILD_LIST__, interactive_tool_jupyter_notebook						True	False
Normalization	https://usegalaxy.eu	0603f0898211f806	https://usegalaxy.eu/published/workflow?id=0603f0898211f806		name:microgalaxy	2023-09-25	2024-03-13	80	80		__BUILD_LIST__, __EXTRACT_DATASET__, Grep1, map_param_value, __FILTER_EMPTY_DATASETS__						False	False
WF1_Database_Generation_Workflow	https://usegalaxy.eu	7cfbf4b7bd3f30d3	https://usegalaxy.eu/published/workflow?id=7cfbf4b7bd3f30d3		name:clinicalmp, name:microgalaxy	2023-12-14	2023-12-14	1	1		fasta_merge_files_and_filter_unique_sequences, metanovo	Expression analysis, de Novo sequencing, Target-Decoy, Protein identification, Tag-based peptide identification					False	False
WF2_Discovery-Workflow	https://usegalaxy.eu	8af41219411062ad	https://usegalaxy.eu/published/workflow?id=8af41219411062ad		name:microgalaxy, name:clinicalmp	2023-12-14	2023-12-14	1	1		Filter1, fasta_merge_files_and_filter_unique_sequences, fasta_cli, query_tabular, search_gui, dbbuilder, fasta2tab, peptide_shaker, filter_tabular, Grep1, Remove beginning1, msconvert, maxquant, Grouping1, ident_params, Cut1, tp_cat	Statistical calculation, Protein quantification, Heat map generation, Clustering, Visualisation, Principal component plotting, Filtering, Standardisation and normalisation, Imputation, Formatting					False	False
WF3_VERIFICATION_WORKFLOW	https://usegalaxy.eu	d87fc6685e47d27d	https://usegalaxy.eu/published/workflow?id=d87fc6685e47d27d		name:microgalaxy, name:clinicalmp	2023-12-14	2023-12-14	1	1		Filter1, collapse_dataset, fasta_merge_files_and_filter_unique_sequences, query_tabular, dbbuilder, uniprotxml_downloader, Remove beginning1, Grouping1, pepquery2, Cut1, tp_cat						False	False
WF4_Quantitation_Workflow	https://usegalaxy.eu	a49275eb8b2b2ecb	https://usegalaxy.eu/published/workflow?id=a49275eb8b2b2ecb		name:clinicalmp, name:microgalaxy	2023-12-14	2023-12-14	1	1		Grep1, Cut1, maxquant, Grouping1	Statistical calculation, Protein quantification, Heat map generation, Clustering, Visualisation, Principal component plotting, Standardisation and normalisation, Imputation					False	False
WF5_Data_Interpretation_Worklow	https://usegalaxy.eu	755ede37d94dc456	https://usegalaxy.eu/published/workflow?id=755ede37d94dc456		name:microgalaxy, name:clinicalmp	2023-12-14	2023-12-14	1	1		Grep1, unipept, msstatstmt	Prediction and recognition, Visualisation					False	False
MetaG_extended	https://usegalaxy.eu	d57d41e306241396	https://usegalaxy.eu/published/workflow?id=d57d41e306241396		name:microgalaxy	2023-12-14	2023-12-14	1	1		maxbin2, fasplit, fraggenescan, kofamscan, checkm_lineage_wf, hmmer_hmmscan, coverm_genome, tp_awk_tool, cat_bins, sort1, fastqc, tp_grep_tool, quast, interproscan, coverm_contig, tp_cat, trim_galore	Format validation, Gene functional annotation, Sequence trimming, Local alignment, Sequence assembly, Conversion, Sequence analysis, Taxonomic classification, Formatting, Primer removal, Database search, Data retrieval, Probabilistic sequence generation, Multiple sequence alignment, Protein feature detection, Statistical calculation, Sequence profile generation, Sequencing quality control, Sequence database search, Sequence assembly validation, Read pre-processing, Sequence generation, Validation, Visualisation, Gene prediction, Sequence composition calculation, Sequence motif recognition, Coding region prediction					False	False
metaquantome-taxonomy-workflow	https://usegalaxy.eu	695f7defb516d80d	https://usegalaxy.eu/published/workflow?id=695f7defb516d80d		proteomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		metaquantome_viz, metaquantome_stat, metaquantome_expand, metaquantome_db, metaquantome_sample, metaquantome_filter	Quantification, Functional clustering, Differential protein expression analysis, Principal component visualisation, Query and retrieval, Heat map generation, Statistical inference, Visualisation, Indexing, Filtering					False	False
metaquantome-function-worklow	https://usegalaxy.eu	4c364c6be27981ba	https://usegalaxy.eu/published/workflow?id=4c364c6be27981ba		proteomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		metaquantome_viz, metaquantome_stat, metaquantome_expand, metaquantome_db, metaquantome_sample, metaquantome_filter	Quantification, Functional clustering, Differential protein expression analysis, Principal component visualisation, Query and retrieval, Heat map generation, Statistical inference, Visualisation, Indexing, Filtering					False	False
Metaproteomics_GTN	https://usegalaxy.eu	68967c922de149ae	https://usegalaxy.eu/published/workflow?id=68967c922de149ae		proteomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		unipept, query_tabular, search_gui, peptide_shaker, sqlite_to_tabular	Prediction and recognition, Visualisation					False	False
Ecoli Comparison	https://usegalaxy.eu	0e492839192d26e0	https://usegalaxy.eu/published/workflow?id=0e492839192d26e0		assembly, name:microgalaxy	2023-12-14	2023-12-14	0	0		tp_sort_header_tool, tp_sed_tool, datamash_ops, addValue, mergeCols1, join1, Filter1, collapse_dataset, tp_grep_tool, tp_cat, lastz_wrapper_2, random_lines1, bedtools_sortbed, fasta_filter_by_length, bedtools_complementbed, Cut1, cat1, fasta_compute_length, Grep1, bedtools_intersectbed	Sequence alignment, Mapping, Read mapping					True	False
Training: 16S rRNA Analysis with Nanopore Sequencing Reads	https://usegalaxy.eu	08eb5e55109c4d9c	https://usegalaxy.eu/published/workflow?id=08eb5e55109c4d9c		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		multiqc, fastp, fastqc, tp_replace_in_line, Remove beginning1, datamash_reverse, kraken2, taxonomy_krona_chart, porechop	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Taxonomic classification, Sequence composition calculation, Visualisation, Validation					False	False
Main Metatranscriptomics Analysis	https://usegalaxy.eu	7a08ecdf23e0c7a3	https://usegalaxy.eu/published/workflow?id=7a08ecdf23e0c7a3	Bérénice Batut, Pratik Jagtap, Subina Mehta, Ray Sajulga, Emma Leith, Praveen Kumar, Saskia Hiltemann, Paul Zierep	name:microgalaxy	2023-12-14	2023-12-14	0	0					MIT			False	False
Copy Of GTN Training - Antibiotic Resistance Detection	https://usegalaxy.eu	44e53ea319e07daa	https://usegalaxy.eu/published/workflow?id=44e53ea319e07daa		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		minimap2, staramr_search, unicycler, miniasm, PlasFlow, nanoplot, gfa_to_fa, bandage_image, racon	Mapping assembly, Scatter plot plotting, Box-Whisker plot plotting, Pairwise sequence alignment, Genome assembly, Aggregation, Sequence analysis, Sequence assembly visualisation, Antimicrobial resistance prediction, De-novo assembly					False	False
Identification of the micro-organisms in a beer using Nanopore sequencing	https://usegalaxy.eu	0590554db9794d13	https://usegalaxy.eu/published/workflow?id=0590554db9794d13	Bérénice Batut, Teresa Müller, Polina Polunina	metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		Filter1, fastp, fastqc, kraken2, krakentools_kreport2krona, taxonomy_krona_chart, porechop	Sequence contamination filtering, Statistical calculation, Sequencing quality control, Taxonomic classification, Sequence composition calculation, Visualisation, Aggregation		MIT			False	False
workflow-generate-dataset-for-assembly-tutorial	https://usegalaxy.eu	ce5c16ac23c4fbb1	https://usegalaxy.eu/published/workflow?id=ce5c16ac23c4fbb1		name:microgalaxy	2023-12-14	2023-12-14	0	0		bowtie2, random_lines1, ngsutils_bam_filter, filter_tabular, bamtools, cutadapt, bg_uniq, seqtk_subseq, fastqc, megahit, tp_cat	Sequence contamination filtering, Statistical calculation, Data handling, Sequencing quality control, Primer removal, Variant calling, Sequence trimming, Read pre-processing, Sequence file editing, Sequence composition calculation, Genome assembly, Formatting, Sequence alignment analysis, Read mapping					False	False
Metagenomics assembly tutorial workflow	https://usegalaxy.eu	62c47e3c9d4f3aa3	https://usegalaxy.eu/published/workflow?id=62c47e3c9d4f3aa3		name:microgalaxy	2023-12-14	2023-12-14	0	0		bowtie2, collection_column_join, megahit_contig2fastg, bandage_info, megahit, quast, metaspades, bandage_image	Sequence assembly visualisation, Sequence assembly validation, Genome assembly, Visualisation, Read mapping					False	False
"WGS Part In ""Analyses Of Metagenomics Data - The Global Picture"""	https://usegalaxy.eu	c2b7ec5aacfc6107	https://usegalaxy.eu/published/workflow?id=c2b7ec5aacfc6107		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		metaphlan2krona, metaphlan2, humann2, taxonomy_krona_chart, humann2_renorm_table, humann2_regroup_table	Visualisation					False	False
Taxonomic Profiling and Visualization of Metagenomic Data	https://usegalaxy.eu	4f0daf8e9dd54127	https://usegalaxy.eu/published/workflow?id=4f0daf8e9dd54127	Bérénice Batut	metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		metaphlan, kraken2, est_abundance, __UNZIP_COLLECTION__, interactive_tool_pavian, interactive_tool_phinch, kraken_biom, krakentools_kreport2krona, taxonomy_krona_chart	Statistical calculation, Taxonomic classification, Visualisation, Genome annotation, Aggregation		MIT			False	False
