Galaxy wrapper id	Description	To keep	Deprecated
suite_qiime2_core__tools		True	False
suite_snvphyl	SNVPhyl suite defining all dependencies for SNVPhyl	False	False
syndiva	SynDivA was developed to analyze the diversity of synthetic libraries of a Fibronectin domain.	False	False
t2ps	Draw phylogeny	True	False
t2t_report	Summarize taxonomy	True	False
t_coffee	T-Coffee	True	False
tapscan	Search for transcription associated proteins (TAPs)	False	False
tarfast5	produces a tar.gz archive of fast5 sequence files	False	False
targetfinder	Plant small RNA target prediction tool	False	False
tasmanian_mismatch	Analysis of positional mismatches	False	False
taxonkit	TaxonKit - A Practical and Efficient NCBI Taxonomy Toolkit		
taxonomy_filter_refseq	Filter RefSeq by taxonomy	False	False
taxonomy_krona_chart	Krona pie chart from taxonomic profile	True	False
taxpasta	standardise taxonomic profiles		
tb-profiler	Processes M. tuberculosis sequence data to infer strain type and identify known drug resistance markers.	True	False
tbl2gff3	Table to GFF3	False	False
te_finder	Transposable element insertions finder	False	False
telescope	Single locus resolution of Transposable ELEment expression.	False	False
tetoolkit	The TEToolkit suite improves the bioinformatic analysis of repetitive sequences, particularly transposable elements, in order to elucidate novel (and previously ignored) biological insights of their functions in development and diseases.	False	False
tetyper	Type a specific transposable element (TE) of interest from paired-end sequencing data.	False	False
tgsgapcloser	TGS-GapCloser uses error-prone long reads or preassembled contigs to fill N-gap in the genome assembly.	False	False
tiara	Tool for identification of eukaryotic sequences in the metagenomic datasets.		
tn93	Compute distances between sequences	False	False
tooldistillator	ToolDistillator extract and aggregate information from different tool outputs to JSON parsable files	True	False
tophat	Tophat for Illumina	False	False
tophat2	Tophat - fast splice junction mapper for RNA-Seq reads	False	False
transdecoder	TransDecoder finds coding regions within transcripts	False	False
transit	TRANSIT	True	False
translate_bed	Translate BED transcript CDS or cDNA in 3 frames	False	False
translate_bed_sequences	Perform 3 frame translation of BED file augmented with a sequence column	False	False
transtermhp	Finds rho-independent transcription terminators in bacterial genomes	True	False
trim_galore	Trim Galore adaptive quality and adapter trimmer	True	False
trinity	Trinity represents a method for the efficient and robust de novo reconstruction of transcriptomes from RNA-seq datahttps://github.com/trinityrnaseq/trinityrnaseq	False	False
trinotate	Trinotate is a comprehensive annotation suite designed for automatic functional annotation of de novo transcriptomes.	False	False
trna_prediction	Aragorn predicts tRNA and tmRNA in nucleotide sequences.	False	False
trycycler	Trycycler toolkit wrappers	True	False
tsebra	This tool has been developed to combine BRAKER predictions.	False	False
ucsc_axtchain	Chain together genome alignments		
ucsc_blat	Standalone blat sequence search command line tool	False	False
ucsc_chainnet	Make alignment nets out of chains		
ucsc_chainprenet	Remove chains that don't have a chance of being netted		
ucsc_chainsort	Sort chains. By default sorts by score.		
ucsc_custom_track	Build custom track for UCSC genome browser	False	False
ucsc_netfilter	Filter out parts of net		
ucsc_netsyntenic	Add synteny info to a net dataset		
umi_tools	UMI-tools extract - Extract UMIs from fastq	False	False
unicycler	Unicycler is a hybrid assembly pipeline for bacterial genomes.	True	False
unipept	Unipept retrieves metaproteomics information	True	False
uniprot_rest_interface	UniProt ID mapping and sequence retrieval	False	False
uniprotxml_downloader	Download UniProt proteome in XML or fasta format	True	False
usher	UShER toolkit wrappers	True	False
valet	A pipeline for detecting mis-assemblies in metagenomic assemblies.	True	False
validate_fasta_database	runs Compomics database identification tool on any FASTA database, and separates valid and invalid entries based on a series of checks.	False	False
vapor	Classify Influenza samples from raw short read sequence data	True	False
varvamp	Variable VirusAMPlicons (varVAMP) is a tool to design primers for highly diverse viruses	True	False
vcf2snvalignment	Generates multiple alignment of variant calls	False	False
vegan	an R package fo community ecologist	True	False
velvet	de novo genomic assembler specially designed for short read sequencing technologies	True	False
velvet_optimiser	Automatically optimize Velvet assemblies	True	False
venn_list	Draw Venn Diagram (PDF) from lists, FASTA files, etc	False	False
verify_map	Checks the mapping quality of all BAM(s)	False	False
verkko	Telomere-to-telomere assembly pipeline	False	False
vg	Variation graph data structures, interchange formats, alignment, genotyping, and variant calling methods	False	False
vibrant	Virus Identification By iteRative ANnoTation		
vienna_rna	ViennaRNA - Prediction and comparison of RNA secondary structures	False	False
vigiechiro	Tools created by the vigiechiro team to analyses and identify chiro sounds files.	False	False
virAnnot	virAnnot wrappers	True	False
virheat	generates a heatmap of allele frequencies from vcf files		
virsorter	VirSorter2 applies a multi-classifier, expert-guided approach to detect diverse DNA and RNA virus genomes.		
volcanoplot	Tool to create a Volcano Plot	False	False
vsearch	VSEARCH including searching, clustering, chimera detection, dereplication, sorting, masking and shuffling of sequences.	True	False
vsnp	The vSNP tools are critical components of several workflows that validate SNPs and produce annotatedSNP tables and corresponding phylogenetic trees.	False	False
vt	A tool set for short variant discovery in genetic sequence data.	False	False
wade	identify regions of interest	False	False
weather_app	provides simple weather in text format	False	False
weightedaverage	Assign weighted-average of the values of features overlapping an interval	False	False
windowmasker	Identify repetitive regions using WindowMasker	False	False
windowsplitter	Make windows	False	False
wtdbg	WTDBG is a fuzzy Bruijn graph (FBG) approach to long noisy reads assembly.	True	False
xarray	xarray (formerly xray) is an open source project and Python package that makes working withlabelled multi-dimensional arrays simple, efficient, and fun!xarray integrates with Dask to support parallel computations and streaming computation on datasetsthat don’t fit into memory.	False	False
xpore	Identification and quantification of differential RNA modifications from direct RNA sequencing	False	False
yac_clipper	Clips 3' adapters for small RNA sequencing reads.	False	False
yahs	Yet Another Hi-C scaffolding tool	False	False
zeiss_lmd_converter	Converts coordinates from a tabular file into a formatted text file readable by Zeiss laser-capture microdissection systems		
zoo_project_ogc_api_processes	This tool is a wrapper for OGC API Processes (OTB) coming from the Zoo Project (https://zoo-project.github.io/docs/intro.html) and was created using the OGC-API-Process2Galaxy tool (https://github.com/AquaINFRA/OGC-API-Process2Galaxy). Check the README in the repository for more information.	False	False
