Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
From VCFs to SNP distance matrix	https://usegalaxy.eu	6d333ed886aab471	https://usegalaxy.eu/published/workflow?id=6d333ed886aab471		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		snp_dists, bcftools_consensus, tb_variant_filter, tp_cat, snp_sites						True	False
From Fastqs to VCFs and BAMs	https://usegalaxy.eu	3a8fde248a4d0383	https://usegalaxy.eu/published/workflow?id=3a8fde248a4d0383		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		trimmomatic, snippy, tb_variant_filter, __MERGE_COLLECTION__	Variant calling, Phylogenetic tree generation, Phylogenetic tree visualisation					True	False
From BAMs to drug resistance prediction with TB-profiler	https://usegalaxy.eu	d0d6dae0d1eecc21	https://usegalaxy.eu/published/workflow?id=d0d6dae0d1eecc21		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		addName, samtools_view, tb_profiler_profile, tp_sed_tool, __MERGE_COLLECTION__, tp_cat, tp_grep_tool, tp_replace_in_line	Antimicrobial resistance prediction					True	False
Compute Allel Frequency Table from paired reads	https://usegalaxy.eu	21a39ac4c1becb31	https://usegalaxy.eu/published/workflow?id=21a39ac4c1becb31		name:microgalaxy, hpylori	2023-12-13	2023-12-13	2	2		bcftools_norm, vcf2tsv, bcftools_view, snpSift_filter, tp_awk_tool, freebayes, bowtie2	Read mapping, Variant calling, Statistical calculation					True	False
Reference genome choice (indels, coverage, depth) for short reads	https://usegalaxy.eu	61fe08fb3d5e83f8	https://usegalaxy.eu/published/workflow?id=61fe08fb3d5e83f8		name:microgalaxy, hpylori	2023-10-27	2023-12-13	13	13		samtools_coverage, bcftools_norm, vcf2tsv, collapse_dataset, samtools_depth, tp_cat, collection_element_identifiers, freebayes, bowtie2	Read mapping, Variant calling, Statistical calculation					True	False
MGnify's amplicon pipeline v5.0 (release v0.1)	https://usegalaxy.org	8e863bbef37cc36b	https://usegalaxy.org/published/workflow?id=8e863bbef37cc36b	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-02-06	2025-04-25	1	1		CONVERTER_gz_to_uncompressed, fastq_dl, CONVERTER_uncompressed_to_gz, __MERGE_COLLECTION__, tp_awk_tool			Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.1)	https://usegalaxy.org	45f959d5bf505b15	https://usegalaxy.org/published/workflow?id=45f959d5bf505b15	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		biom_convert, __FILTER_EMPTY_DATASETS__, __FILTER_FROM_FILE__, tp_awk_tool, taxonomy_krona_chart, collection_element_identifiers, mapseq, bedtools_maskfastabed	Visualisation, Mapping, Formatting, k-mer counting		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.1)	https://usegalaxy.org	a71fcbc60caae8b6	https://usegalaxy.org/published/workflow?id=a71fcbc60caae8b6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		fastqc, __UNZIP_COLLECTION__, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastp, mgnify_seqprep, tp_find_and_replace	Sequence contamination filtering, Read pre-processing, Validation, Sequence trimming, Sequence composition calculation, Statistical calculation, Nucleic acid design, Sequencing quality control		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.1)	https://usegalaxy.org	5f878c4cc3bff68c	https://usegalaxy.org/published/workflow?id=5f878c4cc3bff68c	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		fastqc, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, fastq_to_fasta_python, multiqc, tp_find_and_replace	Sequence contamination filtering, Sequence composition calculation, Read pre-processing, Statistical calculation, Validation, Sequence trimming, Sequencing quality control		Apache-2.0			True	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.org	3e703abaeb870f6f	https://usegalaxy.org/published/workflow?id=3e703abaeb870f6f	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		Cut1, CONVERTER_gz_to_uncompressed, samtools_coverage, bcftools_norm, snpSift_extractFields, clair3, collapse_dataset, tp_cut_tool, snpSift_filter, bcftools_consensus, samtools_depth, tp_head_tool, table_compute, Count1, Remove beginning1, minimap2, regexColumn1, Paste1	Variant calling, Pairwise sequence alignment		MIT			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.2)	https://usegalaxy.org	afb67b4b9952f57d	https://usegalaxy.org/published/workflow?id=afb67b4b9952f57d	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-06	2025-04-25	1	1		fastqc, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, fastq_to_fasta_python, multiqc, tp_find_and_replace	Sequence contamination filtering, Sequence composition calculation, Read pre-processing, Statistical calculation, Validation, Sequence trimming, Sequencing quality control		Apache-2.0			True	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.org	cb810cdaa4915f4b	https://usegalaxy.org/published/workflow?id=cb810cdaa4915f4b	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		Cut1, CONVERTER_gz_to_uncompressed, samtools_coverage, bcftools_norm, snpSift_extractFields, clair3, collapse_dataset, tp_cut_tool, snpSift_filter, bcftools_consensus, samtools_depth, tp_head_tool, table_compute, Count1, Remove beginning1, minimap2, regexColumn1, Paste1	Variant calling, Pairwise sequence alignment		MIT			True	False
MGnify's amplicon pipeline v5.0 (release v0.2)	https://usegalaxy.org	77de7101effbff3d	https://usegalaxy.org/published/workflow?id=77de7101effbff3d	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-03-13	2025-04-25	1	1		CONVERTER_gz_to_uncompressed, fastq_dl, CONVERTER_uncompressed_to_gz, __MERGE_COLLECTION__, tp_awk_tool			Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.2)	https://usegalaxy.org	8151be18aab3a3c6	https://usegalaxy.org/published/workflow?id=8151be18aab3a3c6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		biom_convert, __FILTER_EMPTY_DATASETS__, __FILTER_FROM_FILE__, tp_awk_tool, taxonomy_krona_chart, collection_element_identifiers, mapseq, bedtools_maskfastabed	Visualisation, Mapping, Formatting, k-mer counting		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.2)	https://usegalaxy.org	20b7ae4b517a80fd	https://usegalaxy.org/published/workflow?id=20b7ae4b517a80fd	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		fastqc, __UNZIP_COLLECTION__, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastp, mgnify_seqprep, tp_find_and_replace	Sequence contamination filtering, Read pre-processing, Validation, Sequence trimming, Sequence composition calculation, Statistical calculation, Nucleic acid design, Sequencing quality control		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.3)	https://usegalaxy.org	46f184a0e95f3c1c	https://usegalaxy.org/published/workflow?id=46f184a0e95f3c1c	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		fastqc, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, fastq_to_fasta_python, multiqc, tp_find_and_replace	Sequence contamination filtering, Sequence composition calculation, Read pre-processing, Statistical calculation, Validation, Sequence trimming, Sequencing quality control		Apache-2.0			True	False
Nanopore Preprocessing (release v0.1)	https://usegalaxy.org	a8b9252fad5fe06a	https://usegalaxy.org/published/workflow?id=a8b9252fad5fe06a	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2025-03-20	2025-04-25	1	1		Cut1, porechop, bamtools_split_mapped, collection_column_join, collapse_dataset, fastqc, Add_a_column1, Grep1, __FILTER_FAILED_DATASETS__, nanoplot, multiqc, minimap2, krakentools_extract_kraken_reads, fastp, regexColumn1, samtools_fastx, kraken2	Sequence contamination filtering, Scatter plot plotting, Data handling, Validation, Visualisation, Sequence composition calculation, Sequence alignment analysis, Box-Whisker plot plotting, Taxonomic classification, Aggregation, Statistical calculation, Pairwise sequence alignment, Sequencing quality control		MIT			True	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.org.au	0e11619979c2830c	https://usegalaxy.org.au/published/workflow?id=0e11619979c2830c	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		Cut1, CONVERTER_gz_to_uncompressed, samtools_coverage, bcftools_norm, snpSift_extractFields, clair3, collapse_dataset, tp_cut_tool, snpSift_filter, bcftools_consensus, samtools_depth, tp_head_tool, table_compute, Count1, Remove beginning1, minimap2, regexColumn1, Paste1	Variant calling, Pairwise sequence alignment		MIT			True	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.org.au	76a0a3af8de11622	https://usegalaxy.org.au/published/workflow?id=76a0a3af8de11622	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		Cut1, CONVERTER_gz_to_uncompressed, samtools_coverage, bcftools_norm, snpSift_extractFields, clair3, collapse_dataset, tp_cut_tool, snpSift_filter, bcftools_consensus, samtools_depth, tp_head_tool, table_compute, Count1, Remove beginning1, minimap2, regexColumn1, Paste1	Variant calling, Pairwise sequence alignment		MIT			True	False
