Suite ID	Tool IDs	Description	Suite first commit date	Homepage	Suite version	Suite conda package	Latest suite conda package version	Suite version status	ToolShed categories	EDAM operations	EDAM reduced operations	EDAM topics	EDAM reduced topics	Suite owner	Suite source	Suite parsed folder	bio.tool ID	bio.tool name	bio.tool description	biii ID	Number of tools on UseGalaxy.org (Main)	Number of tools on UseGalaxy.org.au	Number of tools on UseGalaxy.eu	Number of tools on UseGalaxy.fr	Number of tools on APOSTL	Number of tools on BioBix	Number of tools on CIRM-CFBP	Number of tools on ChemFlow	Number of tools on Coloc-stats	Number of tools on CorGAT	Number of tools on CropGalaxy	Number of tools on Dintor	Number of tools on FreeBioinfo	Number of tools on GASLINI	Number of tools on Galaxy@AuBi	Number of tools on Galaxy@Pasteur	Number of tools on GalaxyTrakr	Number of tools on Genomic Hyperbrowser	Number of tools on HyPhy HIV NGS Tools	Number of tools on IPK Galaxy Blast Suite	Number of tools on ImmPort Galaxy	Number of tools on InteractoMIX	Number of tools on Lebanese University Galaxy	Number of tools on MISSISSIPPI	Number of tools on Mandoiu Lab	Number of tools on MiModD NacreousMap	Number of tools on Oqtans	Number of tools on Palfinder	Number of tools on PepSimili	Number of tools on UseGalaxy.be	Number of tools on UseGalaxy.cz	Number of tools on UseGalaxy.no	Number of tools on Viral Variant Visualizer (VVV)	Suite users (last 5 years) (usegalaxy.eu)	Suite users (usegalaxy.eu)	Suite runs (last 5 years) (usegalaxy.eu)	Suite runs (usegalaxy.eu)	Suite users (last 5 years) (usegalaxy.org)	Suite users (usegalaxy.org)	Suite runs (last 5 years) (usegalaxy.org)	Suite runs (usegalaxy.org)	Suite users (last 5 years) (usegalaxy.org.au)	Suite users (usegalaxy.org.au)	Suite runs (last 5 years) (usegalaxy.org.au)	Suite runs (usegalaxy.org.au)	Suite users (last 5 years) (usegalaxy.fr)	Suite users (usegalaxy.fr)	Suite runs (last 5 years) (usegalaxy.fr)	Suite runs (usegalaxy.fr)	Suite runs on main servers	Suite runs (last 5 years) on main servers	Suite users on main servers	Suite users (last 5 years) on main servers	Related Workflows	Related Tutorials
fastq_groupmerge	fastq_groupmerge	A tool for merging fastq reads by metadata	2025-11-09	https://github.com/SantaMcCloud/fastq-groupmerge	1.0.2	fastq-groupmerge	1.0.2	Up-to-date	Metagenomics					iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fastq_groupmerge	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fastq_groupmerge					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fastq_manipulation	fastq_manipulation	Manipulate FASTQ reads on various attributes.	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_manipulation	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_manipulation					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	180	285	5124	6437	622	2173	5410	15997	86	164	3990	5357	15	15	503	503	28294	15027	2637	903	https://usegalaxy.eu/published/workflow?id=7734928ebc0a2654, https://usegalaxy.org.au/published/workflow?id=5926a7669eabb1c6, https://usegalaxy.org/published/workflow?id=41b181f1d763e419, https://workflowhub.eu/workflows/1673?version=1	transcriptomics/srna
fastq_masker_by_quality	fastq_masker_by_quality	FASTQ Masker by quality score	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_masker_by_quality	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_masker_by_quality					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	58	61	675	733	244	1008	2111	8416	13	21	398	577	8	8	34	34	9760	3218	1098	323	https://usegalaxy.org/published/workflow?id=958f78270fc8f55c, https://usegalaxy.org/published/workflow?id=aef91b21e3b72f70	sequence-analysis/Manage_AB1_Sanger
fastq_paired_end_deinterlacer	fastq_paired_end_deinterlacer	FASTQ de-interlacer on paired end reads.	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_deinterlacer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_deinterlacer					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	561	775	8915	13227	1973	2832	14532	22941	202	284	2045	3031	57	57	730	730	39929	26222	3948	2793	https://usegalaxy.org/published/workflow?id=ae81cc0e8263d03e, https://usegalaxy.org/published/workflow?id=b1b75a9323d25085, https://usegalaxy.org/published/workflow?id=c2c6779a8b1821e0	
fastq_paired_end_interlacer	fastq_paired_end_interlacer	FASTQ interlacer on paired end reads	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_interlacer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_interlacer					1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2968	3318	27989	31403	4447	5152	25343	30506	1649	1748	7253	8107	135	135	1103	1103	71119	61688	10353	9199	https://usegalaxy.eu/published/workflow?id=01dc0619e050dc91, https://usegalaxy.eu/published/workflow?id=096b75501c8e0888, https://usegalaxy.eu/published/workflow?id=4d32b1b3ac0a7161, https://usegalaxy.eu/published/workflow?id=56edd22d14392691, https://usegalaxy.eu/published/workflow?id=5f0faac42b0a5062, https://usegalaxy.eu/published/workflow?id=6d87481be47902e1, https://usegalaxy.eu/published/workflow?id=7ab70660e6235cf0, https://usegalaxy.eu/published/workflow?id=842e0ea7b1eb56af, https://usegalaxy.eu/published/workflow?id=87cc0cd143a12c41, https://usegalaxy.eu/published/workflow?id=9472be79da012999, https://usegalaxy.eu/published/workflow?id=95cb04ffb473623b, https://usegalaxy.eu/published/workflow?id=97312d273b6e8bd9, https://usegalaxy.eu/published/workflow?id=994e5ff1df7d6c9e, https://usegalaxy.eu/published/workflow?id=a8f829deb69b30ab, https://usegalaxy.eu/published/workflow?id=b14845359b702444, https://usegalaxy.eu/published/workflow?id=b7c2440621968526, https://usegalaxy.eu/published/workflow?id=cb2df493f5e334f7, https://usegalaxy.eu/published/workflow?id=d05c6f0f3205fbd2, https://usegalaxy.eu/published/workflow?id=dfc2c53ac3103eff, https://usegalaxy.eu/published/workflow?id=e423c80058601e78, https://usegalaxy.eu/published/workflow?id=ed0ad728cf21702b, https://usegalaxy.eu/published/workflow?id=f6e8a63283262518, https://usegalaxy.eu/published/workflow?id=fdca6c9d394986bf, https://usegalaxy.fr/published/workflow?id=c4f6062e51d0f45e, https://usegalaxy.fr/published/workflow?id=e6991d64e851b09e, https://usegalaxy.org.au/published/workflow?id=30430b75d05f54eb, https://usegalaxy.org.au/published/workflow?id=408a31694e9c85e6, https://usegalaxy.org.au/published/workflow?id=533dbb3242ee4255, https://usegalaxy.org.au/published/workflow?id=7fa13ccbf044edc5, https://usegalaxy.org.au/published/workflow?id=83e3ceceb1a92493, https://usegalaxy.org.au/published/workflow?id=874492eb776ba813, https://usegalaxy.org.au/published/workflow?id=8b6739a000780d99, https://usegalaxy.org.au/published/workflow?id=9b75924c483b5f6b, https://usegalaxy.org.au/published/workflow?id=aee5b5645c51cac3, https://usegalaxy.org.au/published/workflow?id=ee7a1615f187391d, https://usegalaxy.org.au/published/workflow?id=f25a05070bf97ded, https://usegalaxy.org.au/published/workflow?id=fb0986a952c35e0a, https://usegalaxy.org/published/workflow?id=0a57740c68e85e21, https://usegalaxy.org/published/workflow?id=1c7af480caf150bd, https://usegalaxy.org/published/workflow?id=3cf46c167ccb374f, https://usegalaxy.org/published/workflow?id=4e1ae78405034ad3, https://usegalaxy.org/published/workflow?id=51c485af11d90700, https://usegalaxy.org/published/workflow?id=7a33bc2d0970b502, https://usegalaxy.org/published/workflow?id=8d229c0f58a07ebe, https://usegalaxy.org/published/workflow?id=c30f6ca171896908, https://usegalaxy.org/published/workflow?id=c446105e87750aa2, https://usegalaxy.org/published/workflow?id=e2ab3d3219a648a7, https://usegalaxy.org/published/workflow?id=e745c45651d829b8, https://usegalaxy.org/published/workflow?id=f926e70bee242785, https://workflowhub.eu/workflows/1444?version=2, https://workflowhub.eu/workflows/1466?version=2, https://workflowhub.eu/workflows/1622?version=1, https://workflowhub.eu/workflows/365?version=1	assembly/general-introduction, microbiome/metatranscriptomics, microbiome/metatranscriptomics-short
fastq_paired_end_joiner	fastq_paired_end_joiner	FASTQ joiner on paired end reads	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_joiner	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_joiner					1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	570	793	12982	18847	1661	5991	21263	61308	152	243	1664	2619	25	25	236	236	83010	36145	7052	2408	https://usegalaxy.eu/published/workflow?id=0563f58718be932d, https://usegalaxy.eu/published/workflow?id=1e5f1d9a51032e44, https://usegalaxy.eu/published/workflow?id=2cf09adb1ed6c3ec, https://usegalaxy.eu/published/workflow?id=bab0322cc0346d81, https://usegalaxy.org/published/workflow?id=5df593510c7d944d, https://usegalaxy.org/published/workflow?id=6c7d320ad951f445, https://usegalaxy.org/published/workflow?id=8d3557a82f49528c, https://usegalaxy.org/published/workflow?id=c337e5265a8079d0, https://usegalaxy.org/published/workflow?id=e4f1cce653812a22, https://usegalaxy.org/published/workflow?id=eeffba361f12a22d	
fastq_paired_end_splitter	fastq_paired_end_splitter	FASTQ splitter on joined paired end reads	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_splitter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_paired_end_splitter					1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	515	636	4433	4974	1317	3616	27563	40409	209	281	865	1229	17	17	45	45	46657	32906	4550	2058	https://usegalaxy.org/published/workflow?id=f823b87dd06ba4ac	
fastq_quality_boxplot	cshl_fastq_quality_boxplot	Draw quality score boxplot	2017-07-10	http://hannonlab.cshl.edu/fastx_toolkit/	0.0.14	fastx_toolkit	0.0.14	Up-to-date	Fastq Manipulation, Graphics, Statistics					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_boxplot	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_boxplot					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	126	192	1189	1420	2021	9265	12840	61870	36	63	207	541	13	13	89	90	63921	14325	9533	2196	https://usegalaxy.org/published/workflow?id=3767c9c07462b777, https://usegalaxy.org/published/workflow?id=3c32ad1a07a66843, https://usegalaxy.org/published/workflow?id=4a9b0534b1c88609, https://usegalaxy.org/published/workflow?id=6ad3c2d8a14809ca, https://usegalaxy.org/published/workflow?id=8ea5aaa1cc088077, https://usegalaxy.org/published/workflow?id=b7e20495b47d5b97, https://usegalaxy.org/published/workflow?id=c29b08d56223c274, https://usegalaxy.org/published/workflow?id=eb4b32fcf4a9f64a	
fastq_quality_converter	cshl_fastq_quality_converter	Quality format converter (ASCII-Numeric)	2018-04-24	http://hannonlab.cshl.edu/fastx_toolkit/	0.0.14	fastx_toolkit	0.0.14	Up-to-date	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_converter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_converter					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	48	58	279	380	216	2253	1115	9736	14	30	1232	1623	4	4	21	21	11760	2647	2345	282	https://usegalaxy.org/published/workflow?id=3767c9c07462b777	
fastq_quality_filter	cshl_fastq_quality_filter	Filter by quality	2017-07-10	http://hannonlab.cshl.edu/fastx_toolkit/	0.0.14	fastx_toolkit	0.0.14	Up-to-date	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_filter	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_quality_filter					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	4665	5314	37994	40749	6202	14016	45014	145519	1994	2474	8377	11391	335	340	1344	1394	199053	92729	22144	13196	https://usegalaxy.eu/published/workflow?id=01dc0619e050dc91, https://usegalaxy.eu/published/workflow?id=055eae88be2d4dd7, https://usegalaxy.eu/published/workflow?id=13da0b6780007d12, https://usegalaxy.eu/published/workflow?id=1502fd3fa90d32d8, https://usegalaxy.eu/published/workflow?id=1d0f438faa441c4e, https://usegalaxy.eu/published/workflow?id=2a274e0e4ba45c77, https://usegalaxy.eu/published/workflow?id=2aac571c44e6a7c8, https://usegalaxy.eu/published/workflow?id=38c7fa2653c5a2ee, https://usegalaxy.eu/published/workflow?id=39bf638cd7b56fd6, https://usegalaxy.eu/published/workflow?id=4c736e255f4a740f, https://usegalaxy.eu/published/workflow?id=63749bd3045ccd4a, https://usegalaxy.eu/published/workflow?id=71cac07a151f9470, https://usegalaxy.eu/published/workflow?id=76a63b1710da5e60, https://usegalaxy.eu/published/workflow?id=9a1d17c12b139bda, https://usegalaxy.eu/published/workflow?id=a8d814a6d86e9661, https://usegalaxy.eu/published/workflow?id=bd74a116e3f8d5b8, https://usegalaxy.eu/published/workflow?id=c65d98740ca64104, https://usegalaxy.eu/published/workflow?id=ccec1752fcac5e3f, https://usegalaxy.eu/published/workflow?id=d3ae8c51061330f3, https://usegalaxy.eu/published/workflow?id=d5780c37232e3181, https://usegalaxy.eu/published/workflow?id=da3a6d229e422dde, https://usegalaxy.eu/published/workflow?id=db63d53712d2571b, https://usegalaxy.eu/published/workflow?id=dbcf7af09e036754, https://usegalaxy.eu/published/workflow?id=e47351e2edd93a1a, https://usegalaxy.eu/published/workflow?id=e6c5fb1d37d29ec0, https://usegalaxy.eu/published/workflow?id=e85c9385870aadcc, https://usegalaxy.eu/published/workflow?id=f0209559f3686fcc, https://usegalaxy.eu/published/workflow?id=f81534f6cf8733e7, https://usegalaxy.org.au/published/workflow?id=0ed947e76a69028b, https://usegalaxy.org.au/published/workflow?id=5a0fc3b91ae47788, https://usegalaxy.org.au/published/workflow?id=acaca80c4a0c76c8, https://usegalaxy.org.au/published/workflow?id=b46bc04e0418fdfa, https://usegalaxy.org.au/published/workflow?id=c622bd03677314aa, https://usegalaxy.org/published/workflow?id=02d49c5f0d9aa010, https://usegalaxy.org/published/workflow?id=0555313573cd1ee2, https://usegalaxy.org/published/workflow?id=0816aa5461c390d2, https://usegalaxy.org/published/workflow?id=08edef22fa132799, https://usegalaxy.org/published/workflow?id=0d6a4dfbccafd2a2, https://usegalaxy.org/published/workflow?id=0f43fdfe1824e9d7, https://usegalaxy.org/published/workflow?id=24ada8b98b04fedc, https://usegalaxy.org/published/workflow?id=26b2057a8bc0386c, https://usegalaxy.org/published/workflow?id=3e6d4ab34de7918c, https://usegalaxy.org/published/workflow?id=3f8e0395007c8e9e, https://usegalaxy.org/published/workflow?id=58a7a02dade085cf, https://usegalaxy.org/published/workflow?id=58a91a914e381dcf, https://usegalaxy.org/published/workflow?id=58ceaed0a42fe60a, https://usegalaxy.org/published/workflow?id=63adc811e3ae529d, https://usegalaxy.org/published/workflow?id=6c49d9c25ba4ddf5, https://usegalaxy.org/published/workflow?id=7a33bc2d0970b502, https://usegalaxy.org/published/workflow?id=7d005f30cd4853c4, https://usegalaxy.org/published/workflow?id=8356ee639055cbca, https://usegalaxy.org/published/workflow?id=947340358dd268ea, https://usegalaxy.org/published/workflow?id=9a1fb6ecff886358, https://usegalaxy.org/published/workflow?id=b6c0208e49cd2271, https://usegalaxy.org/published/workflow?id=cd3bce36b6ef073d, https://usegalaxy.org/published/workflow?id=d8afd017905d6702, https://workflowhub.eu/workflows/1481?version=1	introduction/galaxy-intro-short
fastq_stats	fastq_stats	FASTQ Summary Statistics by column	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_stats	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_stats					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	678	941	3662	5208	2614	14639	13510	84786	161	293	3484	4398	53	53	296	296	94688	20952	15926	3506	https://usegalaxy.eu/published/workflow?id=6d3ec4203b503810, https://usegalaxy.eu/published/workflow?id=e299721eec23b557, https://usegalaxy.org/published/workflow?id=0017c434354b6f6a, https://usegalaxy.org/published/workflow?id=055eb85c8ecf0ca3, https://usegalaxy.org/published/workflow?id=165c8a58baffe64c, https://usegalaxy.org/published/workflow?id=24adb067c82862fa, https://usegalaxy.org/published/workflow?id=2b3970d9b28810a1, https://usegalaxy.org/published/workflow?id=4339d5625c15ae78, https://usegalaxy.org/published/workflow?id=6f436066dffbc37d, https://usegalaxy.org/published/workflow?id=a57db139837dd24c, https://usegalaxy.org/published/workflow?id=ab23c641cfdefe0c, https://usegalaxy.org/published/workflow?id=b4dda054d2cf15b7, https://usegalaxy.org/published/workflow?id=b72edafe11293d93, https://usegalaxy.org/published/workflow?id=dcb73fce390b36b2, https://usegalaxy.org/published/workflow?id=e2fa6584853a0dee, https://usegalaxy.org/published/workflow?id=e35ac40c58953f74, https://usegalaxy.org/published/workflow?id=eb4b32fcf4a9f64a, https://usegalaxy.org/published/workflow?id=f201ce61becf9a80, https://usegalaxy.org/published/workflow?id=f3983646b6df24bf	
fastq_to_fasta	cshl_fastq_to_fasta	FASTQ to FASTA converter	2017-07-10	http://hannonlab.cshl.edu/fastx_toolkit/	0.0.14	fastx_toolkit	0.0.14	Up-to-date	Fasta Manipulation, Convert Formats					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_to_fasta	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastq_to_fasta					1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	2014	2152	50989	55713	3019	7213	46867	109930	530	837	10769	18067	211	211	3227	3227	186937	111852	10413	5774	https://usegalaxy.eu/published/workflow?id=1b43449ed8481892, https://usegalaxy.eu/published/workflow?id=58955868b504c60d, https://usegalaxy.org/published/workflow?id=9a1fb6ecff886358, https://workflowhub.eu/workflows/1723?version=1, https://workflowhub.eu/workflows/2038?version=1	ecology/eDNA-taxonomic-analysis, sequence-analysis/Manage_AB1_Sanger
fastq_to_tabular	fastq_to_tabular	FASTQ to Tabular converter	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_to_tabular	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_to_tabular					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	314	388	13805	20661	637	1959	14158	34744	78	113	6297	7058	27	27	2036	2036	64499	36296	2487	1056	https://usegalaxy.eu/published/workflow?id=4643edf74f3eaec3, https://usegalaxy.eu/published/workflow?id=5e1b048040ea7535, https://usegalaxy.eu/published/workflow?id=8c7958cb05fba814, https://usegalaxy.eu/published/workflow?id=9382f9bbbdddb5ad, https://usegalaxy.eu/published/workflow?id=acb9131e84de1ae0, https://usegalaxy.eu/published/workflow?id=bdc7cfaac0db2eab, https://usegalaxy.eu/published/workflow?id=c09159d7aad0f264, https://usegalaxy.fr/published/workflow?id=41264142d3c00016, https://usegalaxy.fr/published/workflow?id=8b1678200a1d157a, https://usegalaxy.org.au/published/workflow?id=79ca45e45d76871f, https://usegalaxy.org/published/workflow?id=14f62361a15f8a24, https://usegalaxy.org/published/workflow?id=1e1a299825f27f11, https://usegalaxy.org/published/workflow?id=24ada8b98b04fedc, https://usegalaxy.org/published/workflow?id=4266aa248d5b1ea4, https://usegalaxy.org/published/workflow?id=5004f1087f5e87db, https://usegalaxy.org/published/workflow?id=5de035c08af915ea, https://usegalaxy.org/published/workflow?id=b6c0208e49cd2271, https://usegalaxy.org/published/workflow?id=bb9ee8e05f7042a9, https://workflowhub.eu/workflows/1629?version=1, https://workflowhub.eu/workflows/1630?version=1, https://workflowhub.eu/workflows/1635?version=1	contributing/create-new-tutorial, sequence-analysis/Manage_AB1_Sanger, single-cell/scrna-data-ingest
fastq_trimmer	fastq_trimmer	FASTQ Trimmer by quality	2019-06-21	https://github.com/galaxyproject/sequence_utils	1.2	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_trimmer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/fastq_trimmer					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	603	788	10307	12822	1895	9246	22836	96214	118	245	2064	3428	16	16	156	156	112620	35363	10295	2632	https://usegalaxy.eu/published/workflow?id=b681f7b677b23168, https://usegalaxy.org.au/published/workflow?id=79572be1bf642251, https://usegalaxy.org.au/published/workflow?id=a3efc48b5992374e, https://usegalaxy.org.au/published/workflow?id=b518ee5540ed01fd, https://usegalaxy.org.au/published/workflow?id=d0933b5040adf902, https://usegalaxy.org.au/published/workflow?id=d1b604a5441dc4b0, https://usegalaxy.org/published/workflow?id=14410527253c6f40, https://usegalaxy.org/published/workflow?id=1b385fd45ee48614, https://usegalaxy.org/published/workflow?id=462261c5e22635f0, https://usegalaxy.org/published/workflow?id=48dd684196c65735, https://usegalaxy.org/published/workflow?id=61d324b1eca6300e, https://usegalaxy.org/published/workflow?id=81183f40d2f3e395, https://usegalaxy.org/published/workflow?id=8356ee639055cbca, https://usegalaxy.org/published/workflow?id=9a1fb6ecff886358, https://usegalaxy.org/published/workflow?id=ada910fc3a68757a, https://usegalaxy.org/published/workflow?id=eb20150175a6ab03, https://usegalaxy.org/published/workflow?id=fcce98489c8ca7a3	
