Title	Year	Journal
Epigenetic Gene-Regulatory Loci in Alu Elements Associated with Autism Susceptibility in the Prefrontal Cortex of ASD	2023	International Journal of Molecular Sciences
Oral and fecal microbiota perturbance in cocaine users: Can rTMS-induced cocaine abstinence support eubiosis restoration?	2023	iScience
InSpectra - A platform for identifying emerging chemical threats.	2023	Journal of hazardous materials
Characterization of Escherichia coli Isolates from Agricultural Water on Kansas and Missouri Fresh Produce Farms by Whole-Genome Sequencing	2023	Food Protection Trends
Non-canonical RNA substrates of Drosha lack many of the conserved features found in primary microRNA stem-loops	2023	Scientific Reports
Antimicrobial resistance and genomic characterization of Salmonella enterica isolates from chicken meat	2023	Frontiers in Microbiology
Protocol for mapping double-stranded DNA break sites across the genome with translocation capture sequencing.	2023	STAR protocols
Pioneer colonizers: Bacteria that alter the chicken intestinal morphology and development of the microbiota	2023	Frontiers in Physiology
Assessment of Amikacin- and Capreomycin-Related Adverse Drug Reactions in Patients with Multidrug-Resistant Tuberculosis and Exploring the Role of Genetic Factors	2023	Journal of Personalized Medicine
Enterococcal Linear Plasmids Adapt to Enterococcus faecium and Spread within Multidrug-Resistant Clades	2023	Antimicrobial Agents and Chemotherapy
"External
 DNA
 contamination and efficiency of bleach decontamination for arthropod diet analysis"	2023	Environmental DNA
Exploring biogenic chalcones as DprE1 inhibitors for antitubercular activity via in silico approach	2023	Journal of Molecular Modeling
A hybrid approach to assess the structural impact of long noncoding RNA mutations uncovers key NEAT1 interactions in colorectal cancer	2023	IUBMB Life
Genotyping and antifungal susceptibility testing of Sporothrix brasiliensis isolates from Southern Brazil	2023	Mycoses
Evaluation of Physicochemical and Microbial Properties of Extracts from Wine Lees Waste of Matelica’s Verdicchio and Their Applications in Novel Cosmetic Products	2023	Antioxidants
Uropathogenic Escherichia coli population structure and antimicrobial susceptibility in Norfolk, UK	2023	Journal of Antimicrobial Chemotherapy
Transcriptional Control of hgcAB by an ArsR-Like Regulator in Pseudodesulfovibrio mercurii ND132	2023	Applied and Environmental Microbiology
T-ALL Proliferation Relies on Glutamine Uptake and EAAT1-dependent Conversion of Glutamine to Aspartate and Nucleotides	2023	bioRxiv
Acute toxic effects of microcystin-LR on crayfish (Procambarus clarkii): Insights from antioxidant system, histopathology and intestinal flora	2023	Environmental Science and Pollution Research
Arabidopsis cell suspension culture and RNA sequencing reveal regulatory networks underlying plant programmed cell death	2023	bioRxiv
Neurodesk: An accessible, flexible, and portable data analysis environment for reproducible neuroimaging	2023	Research Square
Tn‐seq identifies Ralstonia solanacearum genes required for tolerance of plant immunity induced by exogenous salicylic acid	2023	Molecular Plant Pathology
The CGG triplet repeat binding protein 1 counteracts DNA secondary structure-induced transcription-replication conflicts	2023	bioRxiv
Sex-biased gene expression in nutrient-sensing pathways	2023	Proceedings of the Royal Society B: Biological Sciences
Comparative phylogenetic analysis of vitellogenin in species of cyst and root-knot nematodes	2023	Nematology
Bubbleless Air Shapes Biofilms and Facilitates Natural Organic Matter Transformation in Biological Activated Carbon.	2023	Environmental science & technology
Omics and imaging combinatorial approach reveals butyrate-induced inflammatory effects in the zebrafish gut	2023	Animal Microbiome
Maternal effects drive intestinal development beginning in the embryonic period on the basis of maternal immune and microbial transfer in chickens	2023	Microbiome
Fecal microbiota transplantation in Parkinson's disease—A randomized repeat-dose, placebo-controlled clinical pilot study	2023	Frontiers in Neurology
Autotrophic denitrification supported by sphalerite and oyster shells: Chemical and microbiome analysis.	2023	Bioresource technology
Genome Sequencing and Characterization of an Avian Orthoavulavirus 1 VG/GA-like Isolate with a Unique Fusion Cleavage Site Motif	2023	Avian Diseases
Molecular Cytogenetics in Domestic Bovids: A Review	2023	Animals : an Open Access Journal from MDPI
Pipeline to Design Inbred Lines and F1 Hybrids of Leaf Chicory (Radicchio) Using Male Sterility and Genotyping-by-Sequencing	2023	Plants
Mining Lepeophtheirus salmonis RNA-Seq data for qPCR reference genes and their application in Caligus elongatus.	2023	Experimental parasitology
Characterization of Virulent T4-Like Acinetobacter baumannii Bacteriophages DLP1 and DLP2	2023	Viruses
Evaluation of the Oral Bacterial Genome and Metabolites in Patients with Wolfram Syndrome	2023	International Journal of Molecular Sciences
The first evidence of blaCTX-M-55, QnrVC5, and novel insight into the genome of MDR Vibrio vulnificus isolated from Asian sea bass (Lates calcarifer) identified by resistome analysis	2023	Aquaculture
Adaptation of transgene mRNA translation boosts the anticancer efficacy of oncolytic HSV1	2023	Journal for Immunotherapy of Cancer
DIET-like mutualism of Geobacter and methanogens at specific electrode potential boosts production of both methane and hydrogen from propionate.	2023	Water research
Advantages of analysing both pairwise SNV-distance and differing SNVs between Mycobacterium tuberculosis isolates for recurrent tuberculosis cause determination	2023	Microbial Genomics
The transcriptional mechanism responding to air particulate matter in Laurus nobilis (L.)	2023	Environmental and Experimental Botany
Phenotypic plasticity evolves at multiple biological levels in response to environmental predictability in a long-term experiment with a halotolerant microalga	2023	PLOS Biology
RNAseq profiling of blood from patients with coronary artery disease: Signature of a T cell imbalance	2023	Journal of Molecular and Cellular Cardiology Plus
CDEMI: Characterizing differences in microbial composition and function in microbiome data.	2023	Computational and structural biotechnology journal
Smallpox vaccination‐elicited antibodies cross‐neutralize 2022‐Monkeypox virus Clade II	2023	Journal of Medical Virology
How does particulate matter affect plant transcriptome and microbiome?	2023	Environmental and Experimental Botany
Botryosphaeriaceae gene machinery: Correlation between diversity and virulence.	2023	Fungal biology
Online learning to train users of muons and neutrons at ISIS	2023	Journal of Physics: Conference Series
Dietary Supplementation with Milk Lipids Leads to Suppression of Developmental and Behavioral Phenotypes of Hyperexcitable Drosophila Mutants	2023	Neuroscience
MRPS36 provides a structural link in the eukaryotic 2-oxoglutarate dehydrogenase complex	2023	Open Biology
SCD5 Regulation by VHL Affects Cell Proliferation and Lipid Homeostasis in ccRCC	2023	Cells
Metagenomic Analyses Reveal that Mesophilic Anaerobic Digestion Substantially Reduces the Abundance of Antibiotic Resistance Genes and Mobile Genetic Elements in Dairy Manures	2023	SSRN Electronic Journal
IL-8 Secreted by Gastric Epithelial Cells Infected with Helicobacter pylori CagA Positive Strains Is a Chemoattractant for Epstein–Barr Virus Infected B Lymphocytes	2023	Viruses
Shifts from cooperative to individual-based predation defense determine microbial predator-prey dynamics	2023	The ISME Journal
Isolation and characterization of a novel Tenacibaculum species and a corresponding bacteriophage from a Mediterranean fish hatchery: Description of Tenacibaculum larymnensis sp. nov. and Tenacibaculum phage Larrie	2023	Frontiers in Microbiology
Adaptations of Pseudoxylaria towards a comb-associated lifestyle in fungus-farming termite colonies	2023	The ISME Journal
Control of vegetative reproduction in Marchantia polymorpha by the KAI2-ligand signaling pathway	2023	Current Biology
Ten simple rules for providing bioinformatics support within a hospital	2023	BioData Mining
Population genomics-guided engineering of phenazine biosynthesis in Pseudomonas chlororaphis	2023	bioRxiv
Changes in annual transcriptome dynamics of a clone of Japanese cedar (Cryptomeria japonica D. Don) planted under different climate conditions	2023	PLOS ONE
Genome-wide mapping of the Escherichia coli PhoB regulon reveals many transcriptionally inert, intragenic binding sites	2023	bioRxiv
Antarctic Ardley Island terrace — An ideal place to study the marine to terrestrial succession of microbial communities	2023	Frontiers in Microbiology
Draft genome assemblies of the avian louse Brueelia nebulosa and its associates using long-read sequencing from an individual specimen	2023	G3: Genes|Genomes|Genetics
Xenopus laevis lack the critical sperm factor PLCζ	2023	bioRxiv
Co-expression analysis of lncRNA and mRNA identifies potential adipogenesis regulatory non-coding RNAs involved in the transgenerational effects of tributyltin	2023	PLOS ONE
Characterization of the microbiota dynamics associated with Moniliophthora roreri, causal agent of cocoa frosty pod rot disease, reveals new viral species	2023	Frontiers in Microbiology
Mining Chromodoris quadricolor symbionts for biosynthesis of novel secondary metabolites.	2023	Marine genomics
Genome-wide deposition of 6-methyladenine in human DNA reduces the viability of HEK293 cells and directly influences gene expression	2023	Communications Biology
Novel Species of Brucella Causing Human Brucellosis, French Guiana	2023	Emerging Infectious Diseases
Comparative Genomic Analysis Reveals the Functional Traits and Safety Status of Lactic Acid Bacteria Retrieved from Artisanal Cheeses and Raw Sheep Milk	2023	Foods
Comparative Genome-Wide Analysis of Two Caryopteris x Clandonensis Cultivars: Insights on the Biosynthesis of Volatile Terpenoids	2023	Plants
Selection of Novel Reference Genes by RNA-Seq and Their Evaluation for Normalising Real-Time qPCR Expression Data of Anthocyanin-Related Genes in Lettuce and Wild Relatives	2023	International Journal of Molecular Sciences
Single-molecule footprinting identifies context-dependent regulation of enhancers by DNA methylation.	2023	Molecular cell
Uncovering a Complex Virome Associated with the Cacao Pathogens Ceratocystis cacaofunesta and Ceratocystis fimbriata	2023	Pathogens
Recognition of Differentially Expressed Molecular Signatures and Pathways Associated with COVID-19 Poor Prognosis in Glioblastoma Patients	2023	International Journal of Molecular Sciences
PREVALENCE OF BARTONELLA SPP., HAEMOTROPIC MYCOPLASMA SPP. AND OTHERS VECTOR-BORNE PATHOGENS IN PRIVATE-OWNED DOGS AND CATS, EGYPT.	2023	Acta tropica
Rise and fall of SARS-CoV-2 variants in Rotterdam: Comparison of wastewater and clinical surveillance	2023	The Science of the Total Environment
A Highly Effective Bacteriophage-1252 to Control Multiple Serovars of Salmonella enterica	2023	Foods
Cytosine Deaminase Base Editing to Restore COL7A1 in Dystrophic Epidermolysis Bullosa Human: Murine Skin Model	2023	JID Innovations
Critical Role of the Transcription Factor AKNA in T-Cell Activation: An Integrative Bioinformatics Approach	2023	International Journal of Molecular Sciences
Prebiotic Consumption Alters Microbiota but Not Biological Markers of Stress and Inflammation or Mental Health Symptoms in Healthy Adults: A Randomized, Controlled, Crossover Trial.	2023	The Journal of nutrition
Adipocyte-specific FXR-deficiency protects adipose tissue from oxidative stress and insulin resistance and improves glucose homeostasis	2023	Molecular Metabolism
The Planemo toolkit for developing, deploying, and executing scientific data analyses in Galaxy and beyond	2023	Genome Research
The Foundational Data Initiative for Parkinson Disease: Enabling efficient translation from genetic maps to mechanism	2023	Cell Genomics
Draft Genome Sequence of an Isolate of Genotype VII Newcastle Disease Virus Isolated from an Outbreak in Fighting Cock in Peru	2023	Microbiology Resource Announcements
Impact of Pipe Material and Temperature on Drinking Water Microbiome and Prevalence of Legionella, Mycobacterium, and Pseudomonas Species	2023	Microorganisms
Development and Application of a Short Tandem Repeat Multiplex Typing Assay for Candida tropicalis	2023	Microbiology Spectrum
Kar4 is Required for the Normal Pattern of Meiotic Gene Expression	2023	bioRxiv
The function and evolution of a genetic switch controlling sexually dimorphic eye differentiation in honeybees	2023	Nature Communications
Eomes restricts Brachyury functions at the onset of mammalian gastrulation	2023	bioRxiv
Environmental and molecular regulation of asexual reproduction in the sea anemone Nematostella vectensis	2023	Royal Society Open Science
Combining time-resolved transcriptomics and proteomics data for Adverse Outcome Pathway refinement in ecotoxicology.	2023	The Science of the total environment
Impact of Bioaugmentation on the Bioremediation of Saline-Produced Waters Supplemented with Anaerobic Digestate	2023	Sustainability
In Silico Identification and Characterization of Satellite DNAs in 23 Drosophila Species from the Montium Group	2023	Genes
Genomic, Transcriptomic, and Proteomic Depiction of Induced Pluripotent Stem Cells–Derived Smooth Muscle Cells As Emerging Cellular Models for Arterial Diseases	2023	Hypertension
Lysine methyltransferase Kmt2d regulates naive CD8+ T cell activation-induced survival	2023	Frontiers in Immunology
Sediment bacterial and fungal communities exhibit distinct responses to microplastic types and sizes in Taihu lake.	2023	Environmental pollution
Upper respiratory tract microbiota is associated with small airway function and asthma severity	2023	BMC Microbiology
Characterizing the gut microbiome changes with aging in a novel Alzheimer’s disease rat model	2023	Aging (Albany NY)
Identification and taxonomy of Streptomyces justiciae strain RA-WS2: a novel setomimycin producing actinobacterium	2023	3 Biotech
Analysis of biofilm formation in nosocomial Stenotrophomonas maltophilia isolates collected in Bulgaria: An 11-year study (2011-2022).	2023	Acta microbiologica et immunologica Hungarica
Senescence in dahlia flowers is regulated by a complex interplay between flower age and floret position	2023	Frontiers in Plant Science
Genomic characterization and assessment of pathogenic potential of Legionella spp. isolates from environmental monitoring	2023	Frontiers in Microbiology
A bioinformatics screen reveals Hox and chromatin remodeling factors at the Drosophila histone locus	2023	bioRxiv
Loss of CAMK2G affects intrinsic and motor behavior but has minimal impact on cognitive behavior	2023	Frontiers in Neuroscience
Modeling bile duct ischemia and reoxygenation injury in human cholangiocyte organoids for screening of novel cholangio-protective agents	2023	eBioMedicine
Multimodal epigenetic changes and altered NEUROD1 chromatin binding in the mouse hippocampus underlie FOXG1 syndrome	2023	Proceedings of the National Academy of Sciences of the United States of America
Unknown Metabolite Identification Using Machine Learning Collision Cross-Section Prediction and Tandem Mass Spectrometry.	2023	Analytical chemistry
IL-10-producing Th1 cells possess a distinct molecular signature in malaria	2023	The Journal of Clinical Investigation
Dataset of the complete genome of Streptomyces cavourensis strain 2BA6PGT isolated from sediment from the bottom of the salt lake Verkhnee Beloe (Buryatia, Russia)	2023	Data in Brief
Metabolic profiling of silymarin constituents in urine and feces of healthy volunteers: A 90-day study	2023	Journal of Functional Foods
Soil Microbial Community Responses to Different Management Strategies in Almond Crop	2023	Journal of Fungi
A MOPEVAC multivalent vaccine induces sterile protection against New World arenaviruses in non-human primates	2023	Nature Microbiology
FOXP3 Isoforms Expression in Cervical Cancer: Evidence about the Cancer-Related Properties of FOXP3Δ2Δ7 in Keratinocytes	2023	Cancers
Loss of the Immunomodulatory Transcription Factor BATF2 in Humans Is Associated with a Neurological Phenotype	2023	Cells
Transcriptomic Analysis of Glycosylation and Neuroregulatory Pathways in Rodent Models in Response to Psychedelic Molecules	2023	International Journal of Molecular Sciences
Comparative Evaluation of Reproducibility of Phage-Displayed Peptide Selections and NGS Data, through High-Fidelity Mapping of Massive Peptide Repertoires	2023	International Journal of Molecular Sciences
TriTrypDB: An integrated functional genomics resource for kinetoplastida	2023	PLOS Neglected Tropical Diseases
Hfq protein and GcvB small RNA tailoring of oppA target mRNA to levels allowing translation activation by MicF small RNA in Escherichia coli	2023	RNA Biology
Antifungal Drug Concentration Impacts the Spectrum of Adaptive Mutations in Candida albicans	2023	Molecular Biology and Evolution
Genome sequence analysis and characterization of Bacillus altitudinis B12, a polylactic acid- and keratin-degrading bacterium	2022	Molecular Genetics and Genomics
Cross Cultivation on Homologous/Heterologous Plant-Based Culture Media Empowers Host-Specific and Real Time In Vitro Signature of Plant Microbiota	2022	Diversity
Role of Adenylyl Cyclase Type 7 in Functions of BV-2 Microglia	2022	International Journal of Molecular Sciences
In vivo investigation of Lcr35® anti-candidiasis properties in Caenorhabditis elegans reveals the involvement of highly conserved immune pathways	2022	Frontiers in Microbiology
Metagenomic characterization of the maternal prenatal gastrointestinal microbiome by pregravid BMI	2022	Obesity (Silver Spring, Md.)
ITS Metabarcoding Reveals the Effects of Oregano Essential Oil on Fusarium oxysporum and Other Fungal Species in Soil Samples	2022	Plants
Computational Exploration of Anti-cancer Potential of Flavonoids against Cyclin-Dependent Kinase 8: An In Silico Molecular Docking and Dynamic Approach	2022	ACS Omega
Recurrent RNA edits in human preimplantation potentially enhance maternal mRNA clearance	2022	Communications Biology
The bacteria of Yangtze finless porpoise (Neophocaena asiaeorientalis asiaeorientalis) are site-specific and distinct from freshwater environment	2022	Frontiers in Microbiology
Analysis of Gene Expression Heterogeneity Reveals Therapeutic Targets and Novel Regulators of Metastasis	2022	bioRxiv
Integrating transcriptomic datasets across neurological disease identifies unique myeloid subpopulations driving disease‐specific signatures	2022	Glia
A panel of blood-derived miRNAs with a stable expression pattern as a potential pan-cancer detection signature	2022	Frontiers in Molecular Biosciences
Transcriptome responses of the aphid vector Myzus persicae are shaped by identities of the host plant and the virus	2022	bioRxiv
Heightened cocaine-seeking in male rats associates with a distinct transcriptomic profile in the medial prefrontal cortex	2022	Frontiers in Pharmacology
Automated Cache for Container Executables	2022	ArXiv
A Genome Resource for Ciborinia camelliae, the Causal Agent of Camellia Flower Blight.	2022	Molecular plant-microbe interactions : MPMI
Amyotrophic Lateral Sclerosis-Associated Persistent Organic Pollutant cis-Chlordane Causes GABAA-Independent Toxicity to Motor Neurons, Providing Evidence toward an Environmental Component of Sporadic Amyotrophic Lateral Sclerosis.	2022	ACS chemical neuroscience
"An environmental
 DNA
 metabarcoding approach versus a visual survey for reefs of Koh Pha‐ngan in Thailand"	2022	Environmental DNA
Stage-specific and cell type-specific requirements of ikzf1 during haematopoietic differentiation in zebrafish	2022	Scientific Reports
Performing in spite of starvation: How Saccharomyces cerevisiae maintains robust growth when facing famine zones in industrial bioreactors	2022	Microbial Biotechnology
Host Genetics and Environment Shape the Composition of the Gastrointestinal Microbiome in Nonhuman Primates	2022	Microbiology Spectrum
Impact of a biorepair treatment on the diversity of calcifying bacterial communities at the surface of cracked concrete walls	2022	Applied Microbiology and Biotechnology
Acute postoperative pain and dorsal root ganglia transcriptomic signatures following total knee arthroplasty (TKA) in rats: An experimental study	2022	PLOS ONE
Discovery and biosynthetic assessment of 'Streptomyces ortus' sp. nov. isolated from a deep-sea sponge	2022	Microbial Genomics
Tris(4‐chlorophenyl)methane and tris(4‐chlorophenyl)methanol disrupt pancreatic organogenesis and gene expression in zebrafish embryos	2022	Birth Defects Research
Genome-wide identification of the VOZ transcription factors in tomato (Solanum lycopersicum): their functions during fruit ripening and their responses to salinity stress	2022	The Journal of Horticultural Science and Biotechnology
Deficiency in hyaluronan synthase 3 attenuates ruptures in a murine model of abdominal aortic aneurysms by reduced aortic monocyte infiltration	2022	bioRxiv
Non-cell-autonomous small RNA silencing in Arabidopsis female gametes	2022	Current Biology
Prx4 acts as DAMP in shrimp, enhancing bacterial resistance via the toll pathway and prophenoloxidase activation	2022	iScience
Micronutrient Biosynthesis Potential of Spontaneous Grain Fermentation Microbiomes	2022	International Journal of Environmental Research and Public Health
Evolutionarily conserved gene expression patterns for affective disorders revealed using cross-species brain transcriptomic analyses in humans, rats and zebrafish	2022	Scientific Reports
Ten quick tips for sequence-based prediction of protein properties using machine learning	2022	PLOS Computational Biology
Interplay Between the Histone Variant H2A.Z and the Epigenome in Pancreatic Cancer.	2022	Archives of medical research
Variability of Human rDNA and Transcription Activity of the Ribosomal Genes	2022	International Journal of Molecular Sciences
Multiple Novel Human Norovirus Recombinants Identified in Wastewater in Pretoria, South Africa by Next-Generation Sequencing	2022	Viruses
TRPV4 activation increases the expression of CD207 (Langerin) of monocyte-derived Langerhans cells, without affecting their maturation.	2022	The Journal of investigative dermatology
Embryogenesis of a calanoid copepod analyzed by transcriptomics.	2022	Comparative biochemistry and physiology. Part D, Genomics & proteomics
At the threshold of symbiosis: the genome of obligately endosymbiotic ‘Candidatus Nebulobacter yamunensis’ is almost indistinguishable from that of a cultivable strain	2022	Microbial Genomics
New Wolbachia pipientis Genotype Increasing Heat Stress Resistance of Drosophila melanogaster Host Is Characterized by a Large Chromosomal Inversion	2022	International Journal of Molecular Sciences
ARGs-OAP v3.0: Antibiotic-Resistance Gene Database Curation and Analysis Pipeline Optimization	2022	Engineering
Low microbiome diversity in threatened amphibians from two biodiversity hotspots	2022	Animal Microbiome
Mutational basis of Meropenem resistance in Pseudomonas aeruginosa	2022	Bulletin of Russian State Medical University
Glia of C. elegans coordinate a protective organismal heat shock response independent of the neuronal thermosensory circuit	2022	Science Advances
Epigenetic priming of immune/inflammatory pathways activation and abnormal activity of cell cycle pathway in a perinatal model of white matter injury	2022	Cell Death & Disease
Genetics and Nutrition Drive the Gut Microbiota Succession and Host-Transcriptome Interactions through the Gilthead Sea Bream (Sparus aurata) Production Cycle	2022	Biology
Efficient Selection of Enhancers and Promoters from MIA PaCa-2 Pancreatic Cancer Cells by ChIP-lentiMPRA	2022	International Journal of Molecular Sciences
Characterization of silk genes in Ephestia kuehniella and Galleria mellonella revealed duplication of sericin genes and highly divergent sequences encoding fibroin heavy chains	2022	Frontiers in Molecular Biosciences
Targeted and explorative profiling of kallikrein proteases and global proteome biology of pancreatic ductal adenocarcinoma, chronic pancreatitis, and normal pancreas highlights disease-specific proteome remodelling	2022	Neoplasia (New York, N.Y.)
Amoxicillin and thiamphenicol treatments may influence the co-selection of resistance genes in the chicken gut microbiota	2022	Scientific Reports
Ear mite infection restructures otic microbial networks in conservation–reliant Santa Catalina Island foxes (Urocyon littoralis catalinae)	2022	Molecular Ecology
Single-cell multiomics reveals the complexity of TGFβ signalling to chromatin in iPSC-derived kidney organoids	2022	Communications Biology
E. faecalis acquires resistance to antimicrobials and insect immunity via common mechanisms	2022	bioRxiv
Transcriptomic Landscape and Functional Characterization of Human Induced Pluripotent Stem Cell-Derived Limbal Epithelial Progenitor Cells	2022	Cells
Integrated Multi-omics Analyses of NFKB1 patients B cells points towards an up regulation of NF-κB network inhibitors	2022	bioRxiv
Host-Mediated Copper Stress Is Not Protective against Streptococcus pneumoniae D39 Infection	2022	Microbiology Spectrum
Specialized Metabolism of Gordonia Genus: An Integrated Survey on Chemodiversity Combined with a Comparative Genomics-Based Analysis	2022	BioTech
Loss of NF1 in Melanoma Confers Sensitivity to SYK Kinase Inhibition	2022	Cancer Research
IMA genome‑F17	2022	IMA Fungus
Norepinephrine transporter defects lead to sympathetic hyperactivity in Familial Dysautonomia models	2022	Nature Communications
Oral microbiomes of patients with infective endocarditis (IE): a comparative pilot study of IE patients, patients at risk for IE and healthy controls	2022	Journal of Oral Microbiology
Vibrio type III secretion system 2 is not restricted to the Vibrionaceae and encodes differentially distributed repertoires of effector proteins	2022	Microbial Genomics
Whole-Genome Sequences of Human Monkeypox Virus Strains from Two 2022 Global Outbreak Cases in Western New York State	2022	Microbiology Resource Announcements
Metagenome-assembled genome extraction and analysis from microbiomes using KBase	2022	Nature Protocols
Functional and Safety Characterization of Weissella paramesenteroides Strains Isolated from Dairy Products through Whole-Genome Sequencing and Comparative Genomics	2022	Dairy
Single-cell and bulk RNA sequencing reveal ligands and receptors associated with worse overall survival in serous ovarian cancer	2022	Cell Communication and Signaling : CCS
A Live Cell Protein Complementation Assay for ORFeome-Wide Probing of Human HOX Interactomes	2022	Cells
The genome of the brackish-water malaria vector Anopheles aquasalis	2022	bioRxiv
Food process ontology requirements	2022	Semantic Web
CpG dinucleotide enrichment in the influenza A virus genome as a live attenuated vaccine development strategy	2022	PLOS Pathogens
RASCL: Rapid Assessment of Selection in CLades through molecular sequence analysis	2022	PLOS ONE
The complete mitochondrial genome of the zebra seabream Diplodus cervinus (Perciformes, Sparidae) from the Mediterranean Sea	2022	Mitochondrial DNA. Part B, Resources
MSMetaEnhancer: A Python package for mass spectra metadata annotation	2022	J. Open Source Softw.
Two R2R3-MYB transcription factors, CsMYB33 and CsMYB78 are involved in the regulation of anthocyanin biosynthesis in Cannabis sativa L.	2022	Industrial Crops and Products
Microbial community structure and function in paddy soil as affected by water-saving irrigation mode	2022	European Journal of Soil Biology
Elevated CO2 aggravated polystyrene microplastics effects on the rice-soil system under field conditions.	2022	Environmental pollution
Nucleic acid aptamers as aptasensors for plant biology.	2022	Trends in plant science
Tuning the 3D microenvironment of reprogrammed tubule cells enhances biomimetic modeling of polycystic kidney disease.	2022	Biomaterials
Reproducibility efforts as a teaching tool: A pilot study	2022	PLOS Computational Biology
Identification of genomic binding sites and direct target genes for the transcription factor DDIT3/CHOP.	2022	Experimental cell research
Microbiology of an abandoned Pb-Zn mine: impact on environmental metal contamination	2022	Environmental Advances
Molecular epidemiology of Trichophyton infections among canines from Northern India.	2022	Journal de mycologie medicale
Krüppel-like factor 4 regulates the cytolytic effector function of exhausted CD8 T cells	2022	Science Advances
Developing New Tools to Fight Human Pathogens: A Journey through the Advances in RNA Technologies	2022	Microorganisms
Epstein-Barr Virus-Induced Genes and Endogenous Retroviruses in Immortalized B Cells from Patients with Multiple Sclerosis	2022	Cells
Arabidopsis thaliana Accessions from the Chernobyl Exclusion Zone Show Decreased Sensitivity to Additional Acute Irradiation	2022	Plants
Extracellular matrix drives tumor organoids toward desmoplastic matrix deposition and mesenchymal transition.	2022	Acta biomaterialia
Best genome sequencing strategies for annotation of complex immune gene families in wildlife	2022	GigaScience
Evolutionary Analysis of Placental Orthologues Reveals Two Ancient DNA Virus Integrations	2022	Journal of Virology
Genetic variants associated with circulating liver injury markers in Mexican Americans, a population at risk for non-alcoholic fatty liver disease	2022	Frontiers in Genetics
A proteomic analysis shows the stimulation of light reactions and inhibition of the Calvin cycle in the skin chloroplasts of ripe red grape berries	2022	Frontiers in Plant Science
Transcriptomic analysis of the human placenta reveals trophoblast dysfunction and augmented Wnt signalling associated with spontaneous preterm birth	2022	Frontiers in Cell and Developmental Biology
Fluopyram activates systemic resistance in soybean	2022	Frontiers in Plant Science
Novel insights related to the rise of KPC-producing Enterobacter cloacae complex strains within the nosocomial niche	2022	Frontiers in Cellular and Infection Microbiology
Disease outbreaks select for mate choice and coat color in wolves	2022	Science
High diversity of benthic cyanobacterial mats on coral reefs of Koh Tao, Gulf of Thailand	2022	Coral Reefs
Developing and adult reef fish show rapid light‐induced plasticity in their visual system	2022	Molecular Ecology
First Ever Whole Genome Sequencing and De Novo Assembly of the Freshwater Angelfish, Pterophyllum scalare	2022	microPublication Biology
A comprehensive transcriptomic comparison of hepatocyte model systems improves selection of models for experimental use	2022	Communications Biology
DASF: A data analytics software framework for distributed environments	2022	J. Open Source Softw.
Comparison of meiotic transcriptomes of three maize inbreds with different origins reveals differences in cell cycle and recombination	2022	BMC Genomics
Dietary xenobiotics, (poly)phenols and fibers: Exploring associations with gut microbiota in socially vulnerable individuals	2022	Frontiers in Nutrition
Complete Genome Sequence of Terrisporobacter glycolicus Strain WW3900, Isolated from Influent Wastewater at a Research Center with Multiple-Species Research Animal Facilities	2022	Microbiology Resource Announcements
Incrementally building FAIR Digital Objects with Specimen Data Refinery workflows	2022	Research Ideas and Outcomes
The first transcriptomic analyses of fruits and cladodes for comparison between three species of Opuntia	2022	Genetic Resources and Crop Evolution
Differences in gene expression in field populations of Wolbachia-infected Aedes aegypti mosquitoes with varying release histories in northern Australia	2022	PLOS Neglected Tropical Diseases
Expanding the synthetic biology toolbox with a library of constitutive and repressible promoters	2022	bioRxiv
Epigenetic nature of Arabidopsis thaliana telomeres	2022	Plant Physiology
Monochloramine Induces Release of DNA and RNA from Bacterial Cells: Quantification, Sequencing Analyses, and Implications.	2022	Environmental science & technology
Dietary-derived vitamin B12 protects Caenorhabditis elegans from thiol-reducing agents	2022	BMC Biology
Mortality by ribosomal sequencing (MoRS) provides a window into taxon-specific cell lysis	2022	The ISME Journal
Transcriptome-wide modulation by Sargassum vulgare and Acanthophora spicifera extracts results in a prime-triggered plant signalling cascade in tomato and sweet pepper	2022	AoB Plants
Unravelling the DNA sequences carried by Streptomyces coelicolor membrane vesicles	2022	Scientific Reports
Toward practical transparent verifiable and long-term reproducible research using Guix	2022	Scientific Data
Biochemical methane potential and active microbial communities during anaerobic digestion of biodegradable plastics at different inoculum-substrate ratios.	2022	Journal of environmental management
EGFL7 drives the evolution of resistance to EGFR inhibitors in lung cancer by activating NOTCH signaling	2022	Cell Death & Disease
Lime-treated urine improves sunflower growth without shifting soil bacterial communities	2022	Applied Soil Ecology
De novo variants are a common cause of genetic hearing loss.	2022	Genetics in medicine : official journal of the American College of Medical Genetics
Phosphorylated histone variant γH2Av is associated with chromatin insulators in Drosophila	2022	PLoS Genetics
Occurrence of RNA post-transcriptional modifications in plant viruses and viroids and their correlation with structural and functional features	2022	Virus Research
Proanthocyanidin biosynthesis in the developing wheat seed coat investigated by chemical and RNA‐Seq analysis	2022	Plant Direct
3D biocomposite culture enhances differentiation of dopamine-like neurons from SH-SY5Y cells: A model for studying Parkinson's disease phenotypes.	2022	Biomaterials
RAGE antagonism with azeliragon improves xenograft rejection by T cells in humanized mice.	2022	Clinical immunology
Active microbial communities during biodegradation of biodegradable plastics by mesophilic and thermophilic anaerobic digestion.	2022	Journal of hazardous materials
