Suite ID	Suite owner	Description	To keep	Deprecated
rnashapes	rnateam	Compute secondary structures of RNA	False	False
rnasnp	rnateam	RNAsnp Efficient detection of local RNA secondary structure changes induced by SNPs	False	False
rnaz	bgruening	RNAz is a program for predicting structurally conserved and thermodynamically stable RNA secondary structures in multiple sequence alignments.	False	False
roary	iuc	Roary the pangenome pipeline	True	False
rrna	rnateam	Identification of ribosomal RNA genes in metagenomic fragments.	True	False
rsem	artbio	transcript quantification from RNA-Seq data	False	False
rseqc	nilesh	an RNA-seq quality control package	True	False
ruvseq	iuc	Remove Unwanted Variation from RNA-Seq Data	False	False
sailfish	bgruening	Sailfish is a tool for transcript quantification from RNA-seq data	False	False
salmon	bgruening	Salmon is a wicked-fast program to produce a highly-accurate, transcript-level quantification estimates from RNA-seq and single-cell data.	False	False
salmon_kallisto_mtx_to_10x	ebi-gxa	Transforms .mtx matrix and associated labels into a format compatible with tools expecting old-style 10X data	False	False
salsa	iuc	A tool to scaffold long read assemblies with Hi-C	False	False
sample_seqs	peterjc	Sub-sample sequences files (e.g. to reduce coverage)	False	False
samtools_depad	peterjc	Re-align a SAM/BAM file with a padded reference (using samtools depad)	False	False
samtools_depth	peterjc	Coverage depth via samtools	False	False
samtools_idxstats	peterjc	BAM mapping statistics (using samtools idxstats)	False	False
sarscov2formatter	iuc	sarscov2formatter custom script	False	False
sarscov2summary	iuc	sarscov2summary custom script	False	False
sashimi_plot	artbio	Generates a sashimi plot from bam files.	False	False
scanpy_scripts	ebi-gxa	scanpy-scripts, command-line wrapper scripts around Scanpy.	False	False
scater	iuc	Scater (Single-Cell Analysis Toolkit for gene Expression data in R) is acollection of tools for doing various analyses of single-cell RNA-seq geneexpression data, with a focus on quality control and visualization.	False	False
schicexplorer	iuc	scHiCExplorer: Set of programs to process, analyze and visualize scHi-C data.	False	False
scikit_bio	iuc	scikit-bio: an open-source, BSD-licensed, python package providing data structures, algorithms, and educational resources for bioinformatics	False	False
scoary	iuc	Scoary calculates the assocations between all genes in the accessory genome and the traits.	True	False
sdmpredictors	ecology	Terrestrial and marine predictors for species distribution modelling.	False	False
seaborn	iuc	Seaborn is a Python data visualization library based on Matplotlib.		
selectsequencesfrommsa	rnateam	SelectSequences - selects representative entries from a multiple sequence alignment in clustal format	False	False
semibin	iuc	SemiBin: Semi-supervised Metagenomic Binning Using Siamese Neural Networks	True	False
seq2hla	iuc	Precision HLA typing and expression from RNAseq data	False	False
seq_composition	peterjc	Sequence composition	False	False
seq_filter_by_id	peterjc	Filter sequences by ID	False	False
seq_filter_by_mapping	peterjc	Filter sequencing reads using SAM/BAM mapping files	False	False
seq_length	peterjc	Compute sequence length (from FASTA, QUAL, FASTQ, SFF, etc)	False	False
seq_primer_clip	peterjc	Trim off 5' or 3' primers	False	False
seq_rename	peterjc	Rename sequences with ID mapping from a tabular file	False	False
seq_select_by_id	peterjc	Select sequences by ID	False	False
seqcomplexity	iuc	Sequence complexity for raw reads	False	False
seqkit	iuc	A cross-platform and ultrafast toolkit for FASTA/Q file manipulation	True	False
seqprep	iuc	Tool for merging paired-end Illumina reads and trimming adapters.	True	False
seqsero2	iuc	Salmonella serotype prediction from genome sequencing data	True	False
seqtk	iuc	Toolkit for processing sequences in FASTA/Q formats	False	False
seqtk_nml	nml	Tool to downsample fastq reads	False	False
seqwish	iuc	Alignment to variation graph inducer	False	False
seurat	iuc	Seurat - R toolkit for single cell genomics	False	False
sfold	iuc	Predict the probable RNA secondary structures through structure ensemble sampling	False	False
shasta	iuc	Fast de novo assembly of long read sequencing data	False	False
shorah_amplicon	iuc	Reconstruct haplotypes using ShoRAH in amplicon mode	False	False
short_reads_figure_high_quality_length	devteam	Histogram of high quality score reads	False	False
short_reads_figure_score	devteam	Build base quality distribution	False	False
shovill	iuc	Faster de novo assembly pipeline based around Spades	True	False
sickle	iuc	A windowed adaptive trimming tool for FASTQ files using quality	False	False
simpleweather	iuc	provides simple weather in text format	False	False
sina	iuc	SINA reference based multiple sequence alignment	False	False
sistr_cmd	nml	SISTR in silico serotyping tool	True	False
sixgill	galaxyp	Six-frame Genome-Inferred Libraries for LC-MS/MS	False	False
slamdunk	iuc	Slamdunk maps and quantifies SLAMseq reads	False	False
sleuth	iuc	Sleuth is a program for differential analysis of RNA-Seq data.	False	False
small_rna_clusters	artbio	clusters small rna reads in alignment BAM files	False	False
small_rna_maps	artbio	Generates small read maps from alignment BAM files	False	False
small_rna_signatures	artbio	Computes the tendency of small RNAs to overlap with each other.	False	False
smallgenomeutilities	iuc	Set of utilities for manipulating small viral genome data.	True	False
smalt	nml	SMALT aligns DNA sequencing reads with a reference genome.	True	False
smart_domains	earlhaminst	SMART domains	False	False
smudgeplot	galaxy-australia	Inference of ploidy and heterozygosity structure using whole genome sequencing	False	False
snap	iuc	SNAP is a general purpose gene finding program suitable for both eukaryotic and prokaryotic genomes.	True	False
sniffles	iuc	Galaxy wrapper for sniffles	False	False
snipit	iuc	Summarise snps relative to a reference sequence	False	False
snippy	iuc	Contains the snippy tool for characterising microbial snps	True	False
snv_matrix	nml	Generate matrix of SNV distances	False	False
socru	iuc	Order and orientation of complete bacterial genomes	False	False
sonneityping	iuc	Scripts for parsing Mykrobe predict results for Shigella sonnei.	True	False
sortmerna	rnateam	SortMeRNA is a software designed to rapidly filter ribosomal RNA fragments from metatransriptomic data produced by next-generation sequencers.	True	False
spades	iuc	SPAdes is an assembly toolkit containing various assembly pipelines. It implements the following 4 stages: assembly graph construction, k-bimer adjustment, construction of paired assembly graph and contig construction.	True	False
spaln	iuc	Spaln (space-efficient spliced alignment) maps and aligns a set of cDNA or protein sequences onto a whole genomic sequence.	False	False
spapros	iuc	Select and evaluate probe sets for targeted spatial transcriptomics.	False	False
spatyper	nml	Determines SPA type based on repeats in a submitted staphylococcal protein A fasta file.	False	False
spectrast2spectrast_irt	galaxyp	Filter from spectraST files to swath input files	False	False
spectrast2tsv	galaxyp	Filter from spectraST files to swath input files	False	False
spocc_occ	ecology	Get species occurences data	False	False
spolpred	nml	A program for predicting the spoligotype from raw sequence reads	False	False
spotyping	iuc	SpoTyping allows fast and accurate in silico Mycobacterium spoligotyping from sequence reads	True	False
squirrel	iuc	QC and Phylogenetic analysis of MPXV	True	False
sr_bowtie	artbio	bowtie wrapper tool to align small RNA sequencing reads	True	False
sr_bowtie_dataset_annotation	artbio	Maps iteratively small RNA sequencing datasets to reference sequences.	False	False
srs_tools	ecology	Compute biodiversity indicators for remote sensing data from Sentinel 2	False	False
srst2	iuc	SRST2 Short Read Sequence Typing for Bacterial Pathogens	True	False
srst2	nml	Short Read Sequence Typing for Bacterial Pathogens	True	False
sshmm	rnateam	ssHMM is an RNA sequence-structure motif finder for RNA-binding protein data, such as CLIP-Seq data	False	False
stacks	iuc	Stacks is a software pipeline for building loci from short-read sequences, such as RAD-seq	False	False
stacks2	iuc	Stacks is a software pipeline for building loci from short-read sequences, such as RAD-seq	False	False
star_fusion	iuc	STAR Fusion detects fusion genes in RNA-Seq data after running RNA-STAR	False	False
staramr	nml	Scan genome contigs against the ResFinder, PlasmidFinder, and PointFinder antimicrobial resistance databases.	False	True
staramr	iuc	Scan genome contigs against the ResFinder, PlasmidFinder, and PointFinder antimicrobial resistance databases.	True	False
stoceps	ecology	Tools to analyse STOC data.	False	False
stringmlst	nml	Rapid and accurate identification of the sequence type (ST)	True	False
structure	iuc	for using multi-locus genotype data to investigate population structure.	True	False
structure_to_gspan	rnateam	Convert RNA structure to GSPAN graphs	False	False
structureharvester	iuc	for parsing STRUCTURE outputs and for performing the Evanno method	False	False
substitution_rates	devteam	Estimate substitution rates for non-coding regions	False	False
substitutions	devteam	Fetch substitutions from pairwise alignments	False	False
suite_cell_types_analysis	ebi-gxa	Tools for analysis of predictions from scRNAseq cell type classification tools, see https://github.com/ebi-gene-expression-group/cell-types-analysis	False	False
suite_dropletutils	ebi-gxa	De-composed DropletUtils functionality tools, based on https://github.com/ebi-gene-expression-group/dropletutils-scripts and DropletUtils 1.0.3	False	False
suite_ebi_expression_atlas	ebi-gxa	Tools for interacting with the EMBL-EBI Expression Atlas resource https://www.ebi.ac.uk/gxa/home https://www.ebi.ac.uk/gxa/sc/home	False	False
suite_garnett	ebi-gxa	De-composed Garnett functionality tools, see https://github.com/ebi-gene-expression-group/garnett-cli and r-garnett 0.2.8	False	False
suite_human_cell_atlas_tools	ebi-gxa	Tools for interacting with the Human Cell Atlas resource https://prod.data.humancellatlas.org/explore/projects	False	False
suite_monocle3	ebi-gxa	De-composed monocle3 functionality tools, based on https://github.com/ebi-gene-expression-group/monocle-scripts and monocle3 0.1.2.	False	False
suite_plasmid_profiler	nml	Plasmid Profiler suite defining all dependencies for Plasmid Profiler	False	False
suite_pretext	iuc	Process genome contacts maps processing images.	False	False
suite_pyscenic	ebi-gxa	PySCENIC scripts based on usage at https://pyscenic.readthedocs.io/	False	False
suite_qiime2_core	q2d2		True	False
suite_sc3	ebi-gxa	De-composed SC3 functionality tools, based on https://github.com/ebi-gene-expression-group/bioconductor-sc3-scripts and SC3 1.8.0.	False	False
suite_scater	ebi-gxa	De-composed Scater functionality tools, based on https://github.com/ebi-gene-expression-group/bioconductor-scater-scripts and Scater 1.8.4.	False	False
suite_scmap	ebi-gxa	De-composed scmap functionality tools, based on https://github.com/ebi-gene-expression-group/scmap-cli and scmap 1.6.0.	False	False
suite_scpred	ebi-gxa	De-composed scPred functionality tools, see https://github.com/ebi-gene-expression-group/scpred-cli and r-scPred 1.0	False	False
suite_seurat	ebi-gxa	De-composed Seurat functionality tools, based on https://github.com/ebi-gene-expression-group/r-seurat-scripts and Seurat 2.3.1	False	False
suite_snvphyl_1_2_3	nml	SNVPhyl suite defining all dependencies for SNVPhyl	False	False
syndiva	iuc	SynDivA was developed to analyze the diversity of synthetic libraries of a Fibronectin domain.	False	False
syri	iuc	Synteny and Rearrangement Identifier	True	False
t2ps	devteam	Draw phylogeny	True	False
t2t_report	devteam	Summarize taxonomy	True	False
t_coffee	earlhaminst	T-Coffee	True	False
tapscan	bgruening	Search for transcription associated proteins (TAPs)	False	False
tarfast5	artbio	produces a tar.gz archive of fast5 sequence files	False	False
targetfinder	rnateam	Plant small RNA target prediction tool	False	False
tasmanian_mismatch	iuc	Analysis of positional mismatches	False	False
taxonkit	iuc	TaxonKit - A Practical and Efficient NCBI Taxonomy Toolkit	True	False
taxonomy_filter_refseq	iuc	Filter RefSeq by taxonomy	False	False
taxonomy_krona_chart	crs4	Krona pie chart from taxonomic profile	True	False
taxpasta	iuc	standardise taxonomic profiles	True	False
tbl2gff3	iuc	Table to GFF3	False	False
tbprofiler	iuc	Processes M. tuberculosis sequence data to infer strain type and identify known drug resistance markers.	True	False
te_finder	iuc	Transposable element insertions finder	False	False
telescope_assign	iuc	Single locus resolution of Transposable ELEment expression.	False	False
terrabyte_ogc_api_processes	ecology	This tool is a wrapper for OGC API Processes (OTB) coming from terrabyte (https://docs.terrabyte.lrz.de/).		
tetoolkit	iuc	The TEToolkit suite improves the bioinformatic analysis of repetitive sequences, particularly transposable elements, in order to elucidate novel (and previously ignored) biological insights of their functions in development and diseases.	False	False
tetyper	iuc	Type a specific transposable element (TE) of interest from paired-end sequencing data.	False	False
tgsgapcloser	bgruening	TGS-GapCloser uses error-prone long reads or preassembled contigs to fill N-gap in the genome assembly.	False	False
thermo_raw_file_converter	galaxyp	Thermo RAW file converter	False	False
tiara	bgruening	Tool for identification of eukaryotic sequences in the metagenomic datasets.	True	False
tmhmm_and_signalp	peterjc	TMHMM, SignalP, Promoter, RXLR motifs, WoLF PSORT and PSORTb	False	False
tn93	iuc	Compute distances between sequences	False	False
tooldistillator	iuc	ToolDistillator extract and aggregate information from different tool outputs to JSON parsable files	True	False
tophat	devteam	Tophat for Illumina	False	False
tophat2	devteam	Tophat - fast splice junction mapper for RNA-Seq reads	False	False
tracy	iuc	A suite tools for basecalling, alignment, assembly and deconvolution of Sanger chromatograms using tracy.	False	False
transdecoder	iuc	TransDecoder finds coding regions within transcripts	False	False
transit	iuc	TRANSIT	False	False
translate_bed	galaxyp	Translate BED transcript CDS or cDNA in 3 frames	False	False
translate_bed_sequences	galaxyp	Perform 3 frame translation of BED file augmented with a sequence column	False	False
transtermhp	iuc	Finds rho-independent transcription terminators in bacterial genomes	True	False
treebest_best	earlhaminst	TreeBeST best	True	False
trim_galore	bgruening	Trim Galore adaptive quality and adapter trimmer	True	False
trimal	iuc	Tool for automated alignment trimming	False	False
trimns	iuc	TrimNs is used to trim and remove fake cut sites from bionano hybrid scaffold data in the VGP pipeline	False	False
trinity	iuc	Trinity represents a method for the efficient and robust de novo reconstruction of transcriptomes from RNA-seq datahttps://github.com/trinityrnaseq/trinityrnaseq	False	False
trinotate	iuc	Trinotate is a comprehensive annotation suite designed for automatic functional annotation of de novo transcriptomes.	False	False
trna_prediction	bgruening	Aragorn predicts tRNA and tmRNA in nucleotide sequences.	False	False
trycycler	iuc	Trycycler toolkit wrappers	True	False
tsebra	iuc	This tool has been developed to combine BRAKER predictions.	True	False
ucsc_axtchain	iuc	Chain together genome alignments	False	False
ucsc_blat	yating-l	Standalone blat sequence search command line tool	False	False
ucsc_chainantirepeat	iuc	Remove repeated chains	False	False
ucsc_chainnet	iuc	Make alignment nets out of chains	False	False
ucsc_chainprenet	iuc	Remove chains that don't have a chance of being netted	False	False
ucsc_chainsort	iuc	Sort chains. By default sorts by score.	False	False
ucsc_custom_track	devteam	Build custom track for UCSC genome browser	False	False
ucsc_netfilter	iuc	Filter out parts of net	False	False
ucsc_netsyntenic	iuc	Add synteny info to a net dataset	False	False
umi-tools	iuc	UMI-tools extract - Extract UMIs from fastq	False	False
unicycler	iuc	Unicycler is a hybrid assembly pipeline for bacterial genomes.	True	False
unipept	galaxyp	Unipept retrieves metaproteomics information	True	False
uniprot_rest_interface	bgruening	UniProt ID mapping and sequence retrieval	False	False
uniprotxml_downloader	galaxyp	Download UniProt proteome in XML or fasta format	True	False
usher	iuc	UShER toolkit wrappers	True	False
valet	iuc	A pipeline for detecting mis-assemblies in metagenomic assemblies.	True	False
validate_fasta_database	galaxyp	runs Compomics database identification tool on any FASTA database, and separates valid and invalid entries based on a series of checks.	False	False
vapor	iuc	Classify Influenza samples from raw short read sequence data	True	False
varvamp	iuc	Variable VirusAMPlicons (varVAMP) is a tool to design primers for highly diverse viruses	True	False
vcf2snvalignment	nml	Generates multiple alignment of variant calls	False	False
vegan	iuc	an R package fo community ecologist	True	False
velvet	devteam	de novo genomic assembler specially designed for short read sequencing technologies	True	False
velvetoptimiser	simon-gladman	Automatically optimize Velvet assemblies	False	True
venn_list	peterjc	Draw Venn Diagram (PDF) from lists, FASTA files, etc	False	False
verify_map	nml	Checks the mapping quality of all BAM(s)	False	False
verkko	iuc	Telomere-to-telomere assembly pipeline	False	False
vg	iuc	Variation graph data structures, interchange formats, alignment, genotyping, and variant calling methods	False	False
vibrant	ufz	Virus Identification By iteRative ANnoTation	True	False
viennarna	rnateam	ViennaRNA - Prediction and comparison of RNA secondary structures	False	False
vigiechiro	ecology	Tools created by the vigiechiro team to analyses and identify chiro sounds files.	False	False
virannot	iuc	virAnnot wrappers	True	False
virheat	iuc	generates a heatmap of allele frequencies from vcf files	False	False
virsorter	ufz	VirSorter2 applies a multi-classifier, expert-guided approach to detect diverse DNA and RNA virus genomes.	True	False
volcanoplot	iuc	Tool to create a Volcano Plot	False	False
vrhyme	bgruening	Tool for dereplication and binning virus genomes from metagenomes.		
vsearch	iuc	VSEARCH including searching, clustering, chimera detection, dereplication, sorting, masking and shuffling of sequences.	True	False
vsnp	iuc	The vSNP tools are critical components of several workflows that validate SNPs and produce annotatedSNP tables and corresponding phylogenetic trees.	False	False
vt	bgruening	A tool set for short variant discovery in genetic sequence data.	False	False
wade	nml	identify regions of interest	False	False
weightedaverage	devteam	Assign weighted-average of the values of features overlapping an interval	False	False
windowmasker	iuc	Identify repetitive regions using WindowMasker	False	False
windowsplitter	devteam	Make windows	False	False
wordcloud	bgruening	A little word cloud generator in Python.	False	False
wtdbg	bgruening	WTDBG is a fuzzy Bruijn graph (FBG) approach to long noisy reads assembly.	True	False
xarray	ecology	xarray (formerly xray) is an open source project and Python package that makes working withlabelled multi-dimensional arrays simple, efficient, and fun!xarray integrates with Dask to support parallel computations and streaming computation on datasetsthat don’t fit into memory.	False	False
xpore	artbio	Identification and quantification of differential RNA modifications from direct RNA sequencing	False	False
yac_clipper	artbio	Clips 3' adapters for small RNA sequencing reads.	False	False
yahs	iuc	Yet Another Hi-C scaffolding tool	False	False
zeiss_lmd_converter	galaxyp	Converts coordinates from a tabular file into a formatted text file readable by Zeiss laser-capture microdissection systems	False	False
zoo_project_ogc_api_processes	ecology	This tool is a wrapper for OGC API Processes (OTB) coming from the Zoo Project (https://zoo-project.github.io/docs/intro.html) and was created using the OGC-API-Process2Galaxy tool (https://github.com/AquaINFRA/OGC-API-Process2Galaxy). Check the README in the repository for more information.	False	False
