Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Date of first commit of the suite	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on CIRM-CFBP	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CropGalaxy	Tools available on Dintor	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	Tools available on Viral Variant Visualizer (VVV)	No. of tool users (5 years) (usegalaxy.eu)	No. of tool users (all time) (usegalaxy.eu)	Tool usage (5 years) (usegalaxy.eu)	Tool usage (all time) (usegalaxy.eu)	No. of tool users (5 years) (usegalaxy.org)	No. of tool users (all time) (usegalaxy.org)	Tool usage (5 years) (usegalaxy.org)	Tool usage (all time) (usegalaxy.org)	No. of tool users (5 years) (usegalaxy.org.au)	No. of tool users (all time) (usegalaxy.org.au)	Tool usage (5 years) (usegalaxy.org.au)	Tool usage (all time) (usegalaxy.org.au)	No. of tool users (5 years) - all main servers	No. of tool users (all time) - all main servers	Tool usage (5 years) - all main servers	Tool usage (all time) - all main servers	Reviewed	Deprecated	To keep
mapping_quality_stats	mapqstatistics	Collects and shows the distribution of MAPQ values in a BAM alignment file								To update	http://artbio.fr	Sequence Analysis, Statistics	mapping_quality_stats	2022-06-15	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/mapping_quality_stats	https://github.com/ARTbio/tools-artbio/tree/main/tools/mapping_quality_stats	0.22.0	r-optparse	1.3.2			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
masigpro	masigpro	Identify significantly differential expression profiles in time-course microarray experiments	masigpro	masigpro		maSigPro	Regression based approach to find genes for which there are significant gene expression profile differences between experimental groups in time course microarray and RNA-Seq experiments.	Regression analysis	Gene expression, Molecular genetics, Microarray experiment, RNA-Seq	To update	https://www.bioconductor.org/packages/release/bioc/html/maSigPro.html	Transcriptomics, RNA, Statistics	masigpro	2017-05-09	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/masigpro	https://github.com/galaxyproject/tools-iuc/tree/main/tools/masigpro	1.49.3	coreutils	8.25	Regression analysis	Gene expression, Microarray experiment, RNA-Seq	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	471	582	35	40	589	589	80	80	0	0	0	0	1060	1171	115	120	False		
matchms	matchms_add_key, matchms_convert, matchms_filtering, matchms_fingerprint_similarity, matchms_formatter, matchms_metadata_export, matchms_metadata_match, matchms_metadata_merge, matchms_networking, matchms_remove_key, matchms_remove_spectra, matchms_spectral_similarity, matchms_split, matchms_subsetting	Searching, filtering and converting mass spectral libraries.	matchms	matchms		Matchms	Tool to import, process, clean, and compare mass spectrometry data.	Spectral library search, Format validation, Filtering	Metabolomics	Up-to-date	https://github.com/matchms/matchms	Metabolomics	matchms	2023-12-12	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/matchms	https://github.com/RECETOX/galaxytools/tree/master/tools/matchms	0.27.0	matchms	0.27.0	Spectral library search, Format validation, Filtering	Metabolomics	2	14	14	11	2	14	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1620	1620	70	70	27	27	8	8	1685	1685	12	12	3332	3332	90	90	False		
mdanalysis	mdanalysis_angle, mdanalysis_dihedral, mdanalysis_distance, mdanalysis_endtoend, mdanalysis_extract_rmsd, mdanalysis_hbonds, mdanalysis_cosine_analysis, mdanalysis_ramachandran_protein, mdanalysis_ramachandran_plot, mdanalysis_rdf	MDAnalysis is a package for analyzing trajectories from molecular dynamics (MD) simulations								To update	https://github.com/MDAnalysis/mdanalysis	Computational chemistry	mdanalysis	2018-10-08	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/mdanalysis	1.0.0	mdanalysis				10	5	10	0	10	5	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	10	0	3209	3268	318	326	182	182	51	51	397	397	39	39	3788	3847	408	416	False		
mdfileconverter	md_converter	A tool for interconverting between different MD structure and trajectory file formats.								To update		Molecular Dynamics, Computational chemistry	md_converter	2018-10-13	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tools/mdfileconverter	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/mdfileconverter	1.9.7	mdtraj				1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	26720	26762	251	253	784	784	54	54	977	977	53	53	28481	28523	358	360	False		
mdslicer	md_slicer	A tool for slicing trajectory files using MDTraj.								To update		Molecular Dynamics, Computational chemistry	md_converter	2019-10-07	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tools/mdslicer	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/mdslicer	1.9.9	mdtraj				1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	174	174	19	19	6	6	4	4	441	441	7	7	621	621	30	30	False		
mdtraj	traj_selections_and_merge	MDTraj is a python library that allows users to manipulate molecular dynamics (MD) trajectories								To update	https://github.com/mdtraj/mdtraj	Computational chemistry	mdtraj	2020-06-24	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/mdtraj	1.9.7	mdtraj				1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36	36	8	8	63	63	4	4	0	0	0	0	99	99	12	12	False		
metfrag	metfrag	[Metabolomics][LC-MS][MS/MS] MetFrag - Perform metfrag analysis (can work with the output from msPurity)								To update	https://github.com/computational-metabolomics/metfrag-galaxy	Metabolomics		2019-08-01	computational-metabolomics	https://github.com/computational-metabolomics/metfrag-galaxy	https://github.com/computational-metabolomics/metfrag-galaxy/tree/master/tools/metfrag	2.4.5+galaxy3	metfrag	2.4.5			0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	192	192	20	20	0	0	0	0	0	0	0	0	192	192	20	20	False		
metfrag-vis	metfrag_vis	[Metabolomics][LC-MS][MS/MS] This tool summarises the results generated by MetFrag								To update	https://github.com/computational-metabolomics/metfrag-galaxy	Metabolomics		2020-06-30	computational-metabolomics	https://github.com/computational-metabolomics/metfrag-galaxy	https://github.com/computational-metabolomics/metfrag-galaxy/tree/master/tools/metfrag-vis	2.4.5+galaxy0	metfrag	2.4.5			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	50	14	14	0	0	0	0	0	0	0	0	50	50	14	14	False		
metilene	metilene	Differential DNA methylation calling								To update		RNA, Statistics	metilene	2015-12-14	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/metilene	https://github.com/bgruening/galaxytools/tree/master/tools/metilene	0.2.6.1	metilene	0.2.8			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3209	4572	312	442	479	479	79	79	315	315	51	51	4003	5366	442	572	False		
mfassignr	mfassignr_findRecalSeries, mfassignr_histnoise, mfassignr_isofiltr, mfassignr_kmdnoise, mfassignr_mfassign, mfassignr_mfassignCHO, mfassignr_recal, mfassignr_recallist, mfassignr_snplot	The MFAssignR package was designed for multi-element molecular formula (MF) assignment of ultrahigh resolution mass spectrometry measurements	mfassignr	mfassignr		MFAssignR	Molecular formula assignment software for ultrahigh resolution mass spectrometry analysis of environmental complex mixtures.Ultrahigh resolution mass spectrometry is widely used for nontargeted analysis of complex environmental and biological mixtures, such as dissolved organic matter, due to its unparalleled ability to provide accurate mass measurements.	Visualisation	Proteomics experiment, Molecular interactions, pathways and networks, Workflows	Up-to-date	https://github.com/RECETOX/MFAssignR	Metabolomics	MFAssignR	2024-08-08	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/mfassignr	https://github.com/RECETOX/galaxytools/tree/master/tools/mfassignr	1.1.1	r-mfassignr	1.1.1	Visualisation	Proteomics experiment, Molecular interactions, pathways and networks, Workflows	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	8	8	0	0	0	0	0	0	0	0	10	10	8	8	False		
misc	target_screen, use_theoretical_mz_annotations									To update	https://github.com/RECETOX/galaxytools	Metabolomics		2024-02-16	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/misc	https://github.com/RECETOX/galaxytools/tree/master/tools/misc	1.0.0	pandas				0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	2	2	0	0	0	0	0	0	0	0	6	6	2	2	False		
mixmodel4repeated_measures	mixmodel4repeated_measures	[Metabolomics][W4M][Statistics] Mixed models - Analysis of variance for repeated measures using mixed model								To update	http://workflow4metabolomics.org	Metabolomics	mixmodel4repeated_measures	2022-05-16	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/mixmodel4repeated_measures	3.1.0	r-lme4				0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
monocle3	monocle3_create, monocle3_diffExp, monocle3_learnGraph, monocle3_orderCells, monocle3_partition, monocle3_plotCells, monocle3_preprocess, monocle3_reduceDim, monocle3_topmarkers	De-composed monocle3 functionality tools, based on https://github.com/ebi-gene-expression-group/monocle-scripts and monocle3 0.1.2.								To update		Transcriptomics, RNA, Statistics, Sequence Analysis	suite_monocle3	2019-09-09	ebi-gxa	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/main/tools/tertiary-analysis/monocle3	0.1.4	monocle3-cli	0.0.9			9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3610	3610	559	559	1728	1728	434	434	0	0	0	0	5338	5338	993	993	False		
ms2deepscore	ms2deepscore_config_generator, ms2deepscore_similarity, ms2deepscore_training	Mass spectra similarity scoring using a trained ms2deepscore model.	ms2deepscore	ms2deepscore		MS2DeepScore	MS2DeepScore is a deep learning similarity measure for mass fragmentation spectrum comparisons. MS2DeepScore provides a Siamese neural network that is trained to predict molecular structural similarities (Tanimoto scores) from pairs of mass spectrometry spectra.	Spectrum calculation, Spectral library search, Network analysis	Proteomics experiment, Machine learning, Metabolomics, Small molecules, Compound libraries and screening	To update	https://github.com/matchms/ms2deepscore	Metabolomics	ms2deepscore	2024-08-15	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/ms2deepscore	https://github.com/RECETOX/galaxytools/tree/master/tools/ms2deepscore	2.0.0	ms2deepscore	2.2.0	Spectrum calculation, Spectral library search, Network analysis	Proteomics experiment, Machine learning, Metabolomics, Small molecules, Compound libraries and screening	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
ms2snoop	ms2snoop	[W4M][Utils] Extraction et nettoyage des spectre MS1/2 post-traitement MSPurity.								To update	http://workflow4metabolomics.org	Metabolomics	ms2snoop	2022-03-15	workflow4metabolomics		https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/ms2snoop	2.2.1	r-base				0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
msPurity	mspurity_averagefragspectra, mspurity_combineannotations, mspurity_createdatabase, mspurity_createmsp, mspurity_dimspredictpuritysingle, mspurity_filterfragspectra, mspurity_flagremove, mspurity_frag4feature, mspurity_puritya, mspurity_purityx, mspurity_spectralmatching	[Metabolomics][LC-MS][DIMS][MS/MS] msPurity -  R package for precursor ion purity assessments, data processing and spectral matching for LC-MS(/MS) and DI-MS(/MS) data								Up-to-date	https://github.com/computational-metabolomics/mspurity-galaxy	Metabolomics		2019-05-24	computational-metabolomics	https://github.com/computational-metabolomics/mspurity-galaxy	https://github.com/computational-metabolomics/mspurity-galaxy/tree/master/tools/msPurity	1.28.0	bioconductor-mspurity	1.28.0			0	0	10	11	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	848	848	91	91	0	0	0	0	0	0	0	0	848	848	91	91	False		
msmetaenhancer	msmetaenhancer		msmetaenhancer	msmetaenhancer		MSMetaEnhancer	Tool for mass spectra metadata annotation.	Annotation, Standardisation and normalisation	Metabolomics, Compound libraries and screening, Data submission, annotation and curation	Up-to-date	https://github.com/RECETOX/MSMetaEnhancer	Metabolomics		2022-04-22	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/msmetaenhancer	https://github.com/RECETOX/galaxytools/tree/master/tools/msmetaenhancer	0.4.0	msmetaenhancer	0.4.0	Annotation, Standardisation and normalisation	Metabolomics, Compound libraries and screening, Data submission, annotation and curation	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	203	203	10	10	0	0	0	0	48	48	1	1	251	251	11	11	False		
msp_merge	msp_merge									To update	https://github.com/RECETOX/galaxytools	Metabolomics		2022-05-05	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/msp_merge	https://github.com/RECETOX/galaxytools/tree/master/tools/msp_merge	0.1.0	matchms	0.27.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
msp_split	msp_split	[Metabolomics][LC-MS][DIMS][MS/MS] msPurity -  R package for precursor ion purity assessments, data processing and spectral matching for LC-MS(/MS) and DI-MS(/MS) data								To update	https://github.com/computational-metabolomics/mspurity-galaxy	Metabolomics		2019-09-24	tomnl	https://github.com/computational-metabolomics/mspurity-galaxy	https://github.com/computational-metabolomics/mspurity-galaxy/tree/master/tools/utils/msp_split	0.0.2					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
multigsea	multigsea	GSEA-based pathway enrichment analysis for multi-omics data	multiGSEA	multiGSEA		multiGSEA	A GSEA-based pathway enrichment analysis for multi-omics data.multiGSEA: a GSEA-based pathway enrichment analysis for multi-omics data, BMC Bioinformatics 21, 561 (2020).Combining GSEA-based pathway enrichment with multi omics data integration.	Gene-set enrichment analysis, Aggregation, Pathway analysis	Metabolomics, Molecular interactions, pathways and networks, Proteomics, Transcriptomics, Small molecules	Up-to-date	https://bioconductor.org/packages/devel/bioc/html/multiGSEA.html	Transcriptomics, Proteomics, Statistics	multigsea	2023-06-07	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/multigsea	https://github.com/galaxyproject/tools-iuc/tree/main/tools/multigsea	1.12.0	bioconductor-multigsea	1.12.0	Gene-set enrichment analysis, Aggregation, Pathway analysis	Metabolomics, Molecular interactions, pathways and networks, Proteomics, Transcriptomics, Small molecules	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	106	106	25	25	0	0	0	0	0	0	0	0	106	106	25	25	False		
multiqc	multiqc	MultiQC aggregates results from bioinformatics analyses across many samples into a single report	multiqc	multiqc		MultiQC	MultiQC aggregates results from multiple bioinformatics analyses across many samples into a single report. It searches a given directory for analysis logs and compiles a HTML report. It's a general use tool, perfect for summarising the output from numerous bioinformatics tools.	Validation, Sequencing quality control	Sequencing, Bioinformatics, Sequence analysis, Genomics	To update	http://multiqc.info/	Fastq Manipulation, Statistics, Visualization	multiqc	2020-04-28	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/multiqc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/multiqc	1.24.1	multiqc	1.25.1	Sequencing quality control	Sequencing, Bioinformatics, Sequence analysis, Genomics	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	182221	192389	19343	20494	163961	182413	26449	29758	40663	41855	5974	6157	386845	416657	51766	56409	False		
mzmine	mzmine_batch	mass-spectrometry data processing, with the main focus on LC-MS data	mzmine	mzmine		MZmine	Toolbox for visualization and analysis of LC-MS data in netCDF or mzXML.	Natural product identification, Standardisation and normalisation, Peptide database search, Deisotoping, Clustering, Filtering, Chromatographic alignment, Peak detection, Peptide identification, Chromatogram visualisation, Mass spectrum visualisation, Structure visualisation, Plotting, Heat map generation	Proteomics, Metabolomics, Proteomics experiment, Small molecules	Up-to-date	http://mzmine.github.io/	Metabolomics	mzmine_batch	2023-10-21	iuc	https://github.com/workflow4metabolomics/tools-metabolomics/blob/master/tools/mzmine/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/mzmine	3.9.0	mzmine	3.9.0	Natural product identification, Standardisation and normalisation, Peptide database search, Deisotoping, Clustering, Filtering, Chromatographic alignment, Peak detection, Peptide identification, Chromatogram visualisation, Mass spectrum visualisation, Structure visualisation, Plotting, Heat map generation	Proteomics, Metabolomics, Proteomics experiment, Small molecules	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	5	5	0	0	0	0	0	0	0	0	9	9	5	5	False		
mzml_validator	mzml_validator	mzML Validator checks if mzML file validates against XML Schema Definition of HUPO Proteomics Standard Initiative.								To update	https://github.com/RECETOX/galaxytools	Metabolomics, Proteomics		2023-01-12	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/mzml_validator	https://github.com/RECETOX/galaxytools/tree/master/tools/mzml_validator	0.1.0+galaxy2	lxml				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
mzxmlshaper	mzxmlshaper	Convert mzML, mzXML or netCDF files to mzML or mzXML								To update	https://rdrr.io/bioc/mzR/	Metabolomics	mzxmlshaper	2024-09-20	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/mzxmlshaper	1.0.0+galaxy0	r-base				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
nmr_annotation	NmrAnnotation	[Metabolomics][W4M][NMR] NMR Annotation - Annotation of complex mixture NMR spectra and metabolite proportion estimation								To update	http://workflow4metabolomics.org	Metabolomics	nmr_annotation	2019-07-30	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/nmr_annotation	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/nmr_annotation	3.0.0	r-batch	1.1_4			0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	49	49	5	5	0	0	0	0	0	0	0	0	49	49	5	5	False		
nmr_annotation2d	2DNmrAnnotation	[Metabolomics][W4M][NMR] NMR Annotation2D - Automatic annotation of bi-dimensional NMR spectra								To update	http://workflow4metabolomics.org	Metabolomics	2dnmrannotation	2021-01-21	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/tools-metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/nmr_annotation2d	2.0.0	r-batch	1.1_4			0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
nmr_preprocessing	NMR_Preprocessing, NMR_Read	[Metabolomics][W4M][NMR] NMR Preprocessing - Preprocessing of 1D NMR spectra from FID to baseline correction								To update	http://workflow4metabolomics.org	Metabolomics	nmr_preprocessing	2019-07-29	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/nmr_preprocessing	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/nmr_preprocessing		r-batch	1.1_4			0	2	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	142	142	8	8	0	0	0	0	335	341	9	9	477	483	17	17	False		
normalization	normalization	[Metabolomics][W4M][ALL] Normalization (operation applied on each individual spectrum) of preprocessed data								To update	http://workflow4metabolomics.org	Metabolomics	normalization	2019-07-30	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/normalization	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/normalization	1.0.7	r-batch	1.1_4			0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	152	162	39	40	0	0	0	0	233	236	12	12	385	398	51	52	False		
numeric_clustering	numeric_clustering	Clustering tool for numberic values								To update	http://scikit-learn.org/stable/index.html	Statistics	numeric_clustering	2015-12-19	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/numeric_clustering	https://github.com/bgruening/galaxytools/tree/master/tools/numeric_clustering	0.9	anaconda				0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	391	486	5	11	0	0	0	0	0	0	0	0	391	486	5	11	False		
openlabcds2csv	openlabcds2csv	"Creates a summary of several ""Internal Standard Report"" OpenLabCDS results."								To update		Metabolomics	openlabcds2csv	2021-10-28	genouest		https://github.com/genouest/galaxy-tools/tree/master/tools/openlabcds2csv	0.1.0	openjdk				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
openmm	pdbfixer	OpenMM is a toolkit for molecular simulation using high performance GPU code.								To update	https://github.com/openmm	Molecular Dynamics, Computational chemistry	openmm	2022-03-25	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/openmm	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/openmm	1.8.1	pdbfixer				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	491	491	52	52	0	0	0	0	0	0	0	0	491	491	52	52	False		
packmol	packmol	PACKMOL is a package for creating starting structures for Molecular Dynamics simulations								To update	http://m3g.iqm.unicamp.br/packmol/home.shtml	Molecular Dynamics, Computational chemistry	packmol	2018-10-04	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/buildtools/packmol	18.169.1	packmol				1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	282	295	32	33	420	420	8	8	0	0	0	0	702	715	40	41	False		
pandas_rolling_window	pandas_rolling_window	Rolling window calculations								To update	https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.DataFrame.rolling.html	Statistics	pandas_rolling_window	2019-05-20	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/pandas_rolling_window	https://github.com/bgruening/galaxytools/tree/master/tools/pandas_rolling_window	0.1	numpy				1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	261	275	12	12	63	63	22	22	0	0	0	0	324	338	34	34	False		
partialr_square	partialRsq	Compute partial R square								To update		Statistics	partialr_square	2014-04-01	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/partialr_square	https://github.com/galaxyproject/tools-devteam/tree/main/tools/partialr_square	1.0.0	R				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	142	8	42	0	0	0	0	55	142	8	42	False		
pathifier	pathifier	pathifier								Up-to-date	https://	Transcriptomics, Statistics	pathifier	2019-11-08	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/pathifier	https://github.com/ARTbio/tools-artbio/tree/main/tools/pathifier	1.40.0	bioconductor-pathifier	1.40.0			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	245	245	10	10	0	0	0	0	0	0	0	0	245	245	10	10	False		
pathview	pathview	Pathview is a tool set for pathway based data integration and visualization.	pathview	pathview		pathview	Tool set for pathway based data integration and visualization that maps and renders a wide variety of biological data on relevant pathway graphs. It downloads the pathway graph data, parses the data file, maps user data to the pathway, and render pathway graph with the mapped data. In addition, it integrates with pathway and gene set (enrichment) analysis tools for large-scale and fully automated analysis.	Pathway or network analysis, Pathway or network visualisation	Molecular interactions, pathways and networks, Systems biology, Data visualisation	To update	https://bioconductor.org/packages/release/bioc/html/pathview.html	Statistics, RNA, Micro-array Analysis	pathview	2019-08-26	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pathview	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pathview	1.34.0	bioconductor-pathview	1.42.0	Pathway or network analysis, Pathway or network visualisation	Molecular interactions, pathways and networks, Systems biology, Data visualisation	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	6204	6211	1261	1261	6667	6667	1143	1143	1160	1160	189	189	14031	14038	2593	2593	False		
