Galaxy wrapper id	Total tool usage (usegalaxy.eu)	No. of tool users (2022-2023) (usegalaxy.eu)	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu	https://usegalaxy.fr
antismash	14596.0	279.0	antismash	Antismash allows the genome-wide identification, annotation and analysis of secondary metabolite biosynthesis gene clusters	antismash	antismash		antiSMASH	Rapid genome-wide identification, annotation and analysis of secondary metabolite biosynthesis gene clusters in bacterial and fungal genomes. It integrates and cross-links with a large number of in silico secondary metabolite analysis tools that have been published earlier.	Sequence clustering, Gene prediction, Differential gene expression analysis	Molecular interactions, pathways and networks, Gene and protein families	To update	https://antismash.secondarymetabolites.org	Sequence Analysis	antismash	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/antismash	https://github.com/bgruening/galaxytools/tree/master/tools/antismash	6.1.1	antismash	7.1.0	(1/1)	(1/1)	(1/1)	(0/1)
atactk_trim_adapters	257.0	26.0	atactk_trim_adapters	Trim adapters from paired-end HTS reads.								To update	https://github.com/ParkerLab/atactk/	Fastq Manipulation	atactk_trim_adapters	rnateam	https://github.com/bgruening/galaxytools/blob/master/tools/trim_adapters	https://github.com/bgruening/galaxytools/tree/master/tools/atactk_trim_adapters	0.1.6	atactk	0.1.9	(0/1)	(0/1)	(1/1)	(0/1)
augustus	8864.0	516.0	augustus	AUGUSTUS is a program that predicts genes in eukaryotic genomic sequences.								To update	http://bioinf.uni-greifswald.de/augustus/	Sequence Analysis	augustus	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/augustus	https://github.com/bgruening/galaxytools/tree/master/tools/augustus	3.1.0	augustus	3.5.0	(1/1)	(1/1)	(1/1)	(1/1)
bamhash	169.0	15.0	bamhash	Hash BAM and FASTQ files to verify data integrity								Up-to-date	https://github.com/DecodeGenetics/BamHash	Sequence Analysis	bamhash	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bamhash	https://github.com/bgruening/galaxytools/tree/master/tools/bamhash	1.1	bamhash	1.1	(0/1)	(0/1)	(1/1)	(0/1)
barcode_collapse			barcode_collapse	Paired End randomer aware duplicate removal algorithm								To update	https://github.com/YeoLab/gscripts	RNA, Sequence Analysis	barcode_collapse	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/barcode_collapse	https://github.com/bgruening/galaxytools/tree/master/tools/barcode_collapse	0.1.0	pysam	0.22.0	(0/1)	(0/1)	(0/1)	(0/1)
bigwig_to_bedgraph	5749.0	200.0	bigwig_to_bedgraph	Convert from bigWig to bedGraph format								To update		Convert Formats	bigwig_to_bedgraph	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bigwig_to_bedgraph	https://github.com/bgruening/galaxytools/tree/master/tools/bigwig_to_bedgraph	0.1.0	ucsc_tools		(0/1)	(0/1)	(1/1)	(0/1)
biomodelsML			biomodels_biomd0000001066, biomodels_biomd0000001076	Wrappers for tools to bring BioModels AI models into Galaxy.								To update	https://www.ebi.ac.uk/biomodels/	Machine Learning	biomodels	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools	https://github.com/bgruening/galaxytools/tree/master/tools/biomodelsML	1.1			(0/2)	(0/2)	(2/2)	(0/2)
bionano			bionano_scaffold	Bionano Solve is a set of tools for analyzing Bionano data								To update	https://bionanogenomics.com/	Assembly	bionano	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bionano	https://github.com/bgruening/galaxytools/tree/master/tools/bionano	3.7.0			(1/1)	(1/1)	(1/1)	(0/1)
bismark	13575.0	404.0	bismark_pretty_report, bismark_bowtie2, bismark_deduplicate, bismark_methylation_extractor	A tool to map bisulfite converted sequence reads and determine cytosine methylation states								To update	https://www.bioinformatics.babraham.ac.uk/projects/bismark/	Sequence Analysis, Next Gen Mappers	bismark	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bismark	https://github.com/bgruening/galaxytools/tree/master/tools/bismark	0.22.1	bismark	0.24.2	(0/4)	(4/4)	(4/4)	(4/4)
blobtoolkit	685.0	21.0	blobtoolkit	Identification and isolation non-target data in draft and publicly available genome assemblies.								To update	https://blobtoolkit.genomehubs.org/	Sequence Analysis, Assembly	blobtoolkit	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/blobtoolkit	https://github.com/bgruening/galaxytools/tree/master/tools/blobtoolkit	4.0.7			(0/1)	(1/1)	(1/1)	(0/1)
blockbuster	3009.0	34.0	blockbuster	Blockbuster detects blocks of overlapping reads using a gaussian-distribution approach.								To update	http://hoffmann.bioinf.uni-leipzig.de/LIFE/blockbuster.html	RNA, Sequence Analysis	blockbuster	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/blockbuster	https://github.com/bgruening/galaxytools/tree/master/tools/blockbuster	0.1.2	blockbuster	0.0.1.1	(1/1)	(1/1)	(1/1)	(0/1)
canu	13021.0	533.0	canu	Canu is a hierarchical assembly pipeline designed for high-noise single-molecule sequencing (such as the PacBio RS II/Sequel or Oxford Nanopore MinION).	canu	canu		CANU	De-novo assembly tool for long read chemistry like Nanopore data and PacBio data.	De-novo assembly	Genomics	Up-to-date	https://github.com/marbl/canu		canu	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/canu	https://github.com/bgruening/galaxytools/tree/master/tools/canu	2.2	canu	2.2	(0/1)	(1/1)	(1/1)	(1/1)
cellpose			cellpose	Cellpose is an anatomical segmentation algorithm								To update	https://github.com/MouseLand/cellpose	Imaging	cellpose	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/cellpose	https://github.com/bgruening/galaxytools/tree/master/tools/cellpose	3.0.1			(0/1)	(0/1)	(1/1)	(0/1)
cellprofiler			cp_cellprofiler, cp_color_to_gray, cp_convert_objects_to_image, cp_display_data_on_image, cp_enhance_or_suppress_features, cp_export_to_spreadsheet, cp_gray_to_color, cp_identify_primary_objects, cp_image_math, cp_mask_image, cp_measure_granularity, cp_measure_image_area_occupied, cp_measure_image_intensity, cp_measure_image_quality, cp_measure_object_intensity, cp_measure_object_size_shape, cp_measure_texture, cp_overlay_outlines, cp_relate_objects, cp_save_images, cp_common, cp_tile, cp_track_objects	cellProfiler wrapper	CellProfiler	CellProfiler	cellprofiler	CellProfiler	Tool for quantifying data from biological images, particularly in high-throughput experiments.	Quantification, Image analysis, Parsing	Imaging, Microarray experiment, Genotype and phenotype	To update		Imaging	cellprofiler	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools	https://github.com/bgruening/galaxytools/tree/master/tools/cellprofiler				(0/23)	(23/23)	(23/23)	(19/23)
cellprofiler_v4			cp_cellprofiler4	cellProfiler4 wrapper								To update		Imaging	cellprofiler4	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools	https://github.com/bgruening/galaxytools/tree/master/tools/cellprofiler_v4	4.2.6			(0/1)	(0/1)	(1/1)	(1/1)
chipseeker	15690.0	418.0	chipseeker	A tool for ChIP peak annotation and visualization								To update	https://bioconductor.org/packages/release/bioc/html/ChIPseeker.html	ChIP-seq, Genome annotation	chipseeker	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/chipseeker	https://github.com/bgruening/galaxytools/tree/master/tools/chipseeker	1.32.0	bioconductor-chipseeker	1.38.0	(1/1)	(1/1)	(1/1)	(0/1)
circexplorer	251.0	8.0	circexplorer	A combined strategy to identify circular RNAs (circRNAs and ciRNAs)								To update	https://github.com/YangLab/CIRCexplorer	Sequence Analysis, RNA	circexplorer	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/circexplorer	https://github.com/bgruening/galaxytools/tree/master/tools/circexplorer	1.1.9.0	circexplorer	1.1.10	(0/1)	(1/1)	(1/1)	(0/1)
combine_metaphlan_humann			combine_metaphlan_humann	Combine MetaPhlAn2 and HUMAnN2 outputs to relate genus/species abundances and gene families/pathways abundances	combine_metaphlan_and_humann	combine_metaphlan_and_humann		Combine Metaphlan and HUMAnN	This tool combine MetaPhlAn outputs and HUMANnN outputs	Aggregation	Metagenomics, Molecular interactions, pathways and networks	To update		Metagenomics	combine_metaphlan2_humann2	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/combine_metaphlan2_humann2	https://github.com/bgruening/galaxytools/tree/master/tools/combine_metaphlan_humann	0.3.0	python		(0/1)	(0/1)	(1/1)	(0/1)
compare_humann2_output	332.0	10.0	compare_humann2_output	Compare outputs of HUMAnN2 for several samples and extract similar and specific information	compare_humann2_outputs	compare_humann2_outputs		Compare HUMAnN2 outputs	This tool compare HUMANnN2 outputs with gene families or pathways and their relative abundances between several samples	Comparison	Metagenomics, Gene and protein families	To update		Metagenomics	compare_humann2_output	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/compare_humann2_output	https://github.com/bgruening/galaxytools/tree/master/tools/compare_humann2_output	0.2.0			(0/1)	(0/1)	(0/1)	(0/1)
cpat	134.0	21.0	cpat	Coding-potential assessment tool using an alignment-free logistic regression model.								Up-to-date	https://github.com/liguowang/cpat	Transcriptomics	cpat	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/cpat	https://github.com/bgruening/galaxytools/tree/master/tools/cpat	3.0.5	cpat	3.0.5	(1/1)	(1/1)	(1/1)	(1/1)
crt			crispr_recognition_tool	CRISPR Recognition Tool								To update		Sequence Analysis	crispr_recognition_tool	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/crt	https://github.com/bgruening/galaxytools/tree/master/tools/crt	1.2.0	crisper_recognition_tool	1.2	(0/1)	(0/1)	(1/1)	(0/1)
diff	235.0	30.0	diff	GNU diff tool that calculates the differences between two files.								To update	http://www.gnu.org/software/diffutils/	Text Manipulation	diff	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/diff	https://github.com/bgruening/galaxytools/tree/master/tools/diff	3.7	diffutils		(1/1)	(0/1)	(1/1)	(0/1)
diffbind	6264.0	250.0		Diffbind provides functions for  processing  ChIP-Seq  data.								To update	http://bioconductor.org/packages/release/bioc/html/DiffBind.html	ChIP-seq	diffbind	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/diffbind	https://github.com/bgruening/galaxytools/tree/master/tools/diffbind				(0/1)	(0/1)	(0/1)	(0/1)
edta	484.0	58.0	edta	The EDTA package was designed to filter out false discoveries in raw TE candidates and generate a high-quality non-redundant TE library for whole-genome TE annotations. 	edta	edta		The Extensive de novo TE Annotator (EDTA)	The EDTA package was designed to filter out false discoveries in raw TE candidates and generate a high-quality non-redundant TE library for whole-genome TE annotations. Selection of initial search programs were based on benckmarkings on the annotation performance using a manually curated TE library in the rice genome.	De-novo assembly, Deisotoping, Genome annotation	Workflows, Mobile genetic elements, Plant biology, Transcription factors and regulatory sites, Model organisms	To update	https://github.com/oushujun/EDTA	Variant Analysis	edta	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/edta	https://github.com/bgruening/galaxytools/tree/master/tools/edta		edta	2.2.0	(0/1)	(0/1)	(1/1)	(0/1)
epicseg	245.0	5.0	epicseg_segment	EpiCSeg is a tool for conducting chromatin segmentation.								To update	https://github.com/lamortenera/epicseg	Epigenetics	epicseg	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/epicseg	https://github.com/bgruening/galaxytools/tree/master/tools/epicseg	@VERSION_STRING@	epicseg	1.0	(0/1)	(0/1)	(1/1)	(0/1)
fastq_info	5765.0	679.0	fastq_info	FASTQ info allows to validate single or paired fastq files								To update	https://github.com/nunofonseca/fastq_utils	Fastq Manipulation	fastq_info	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/fastq_info	https://github.com/bgruening/galaxytools/tree/master/tools/fastq_info	0.25.1	fastq_utils	0.25.2	(1/1)	(0/1)	(1/1)	(0/1)
file_manipulation			bg_uniq	This tool returns all unique lines from a tab-separated file.								To update	https://github.com/bgruening/galaxytools/tree/master/tools/file_manipulation	Text Manipulation	unique	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/file_manipulation	https://github.com/bgruening/galaxytools/tree/master/tools/file_manipulation	0.4	python		(0/1)	(0/1)	(1/1)	(1/1)
find_subsequences	763.0	31.0	bg_find_subsequences									To update			find_subsequences	bgruening		https://github.com/bgruening/galaxytools/tree/master/tools/find_subsequences	0.3	biopython	1.70	(1/1)	(0/1)	(1/1)	(0/1)
flye	20904.0	1499.0	flye	Assembly of long and error-prone reads.	Flye	Flye		Flye	Flye is a de novo assembler for single molecule sequencing reads, such as those produced by PacBio and Oxford Nanopore Technologies. It is designed for a wide range of datasets, from small bacterial projects to large mammalian-scale assemblies. The package represents a complete pipeline: it takes raw PB / ONT reads as input and outputs polished contigs.	Genome assembly, De-novo assembly, Mapping assembly, Cross-assembly	Sequence assembly, Metagenomics, Whole genome sequencing, Genomics	Up-to-date	https://github.com/fenderglass/Flye/	Assembly	flye	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/flye	https://github.com/bgruening/galaxytools/tree/master/tools/flye	2.9.3	flye	2.9.3	(1/1)	(1/1)	(1/1)	(1/1)
footprint	57.0		footprint	Find transcription factor footprints								To update	https://ohlerlab.mdc-berlin.de/software/Reproducible_footprinting_139/	Epigenetics	footprint	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/footprint	https://github.com/bgruening/galaxytools/tree/master/tools/footprint	1.0.0	footprint	1.0.1	(0/1)	(0/1)	(1/1)	(0/1)
format_cd_hit_output	166.0	20.0	format_cd_hit_output	Format CD-hit output to rename representative sequences with cluster name and/or extract distribution inside clusters given a mapping file								To update		Fasta Manipulation	format_cd_hit_output	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_cd_hit_output/	https://github.com/bgruening/galaxytools/tree/master/tools/format_cd_hit_output	1.0.0+galaxy1			(0/1)	(0/1)	(1/1)	(0/1)
format_metaphlan2_output	5588.0	166.0	format_metaphlan2_output	Format MetaPhlAn2 output to extract abundance at different taxonomic levels	format_metaphlan2_output	format_metaphlan2_output		Format metaphlan2 output	This tool format output file of MetaPhlan2 containing community content (abundance) at all taxonomic levels (from kingdom to strains).	Formatting	Taxonomy, Metagenomics	To update		Metagenomics	format_metaphlan2_output	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_metaphlan2_output/	https://github.com/bgruening/galaxytools/tree/master/tools/format_metaphlan2_output	0.2.0			(0/1)	(0/1)	(1/1)	(0/1)
gfastats	8159.0	418.0	gfastats	Tool for generating sequence statistics and simultaneous genome assembly file manipulation.	gfastats	gfastats		gfastats	gfastats is a single fast and exhaustive tool for summary statistics and simultaneous genome assembly file manipulation. gfastats also allows seamless fasta/fastq/gfa conversion.	Data handling	Computational biology	Up-to-date	https://github.com/vgl-hub/gfastats	Sequence Analysis	gfastats	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/gfastats	https://github.com/bgruening/galaxytools/tree/master/tools/gfastats	1.3.6	gfastats	1.3.6	(1/1)	(1/1)	(1/1)	(0/1)
glimmer_hmm				GlimmerHMM is a new gene finder based on a Generalized Hidden Markov Model (GHMM)								To update	https://ccb.jhu.edu/software/glimmerhmm/	Sequence Analysis	glimmer_hmm	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/glimmer_hmm	https://github.com/bgruening/galaxytools/tree/master/tools/glimmer_hmm				(0/1)	(0/1)	(0/1)	(0/1)
gotohscan	71.0	1.0	rbc_gotohscan	Find subsequences in db								To update		Sequence Analysis	gotohscan	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/gotohscan	https://github.com/bgruening/galaxytools/tree/master/tools/gotohscan	1.3.0	gotohscan	1.3	(0/1)	(0/1)	(1/1)	(0/1)
graph_converter			graph_converter	Convert between different graph formats								To update		Convert Formats	graph_converter	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graph_converter	https://github.com/bgruening/galaxytools/tree/master/tools/graph_converter	0.1.0			(0/1)	(0/1)	(0/1)	(0/1)
graphclust	6.0		graphclust	GraphClust can be used for structural clustering of RNA sequences.								To update	http://www.bioinf.uni-freiburg.de/Software/GraphClust/	RNA	graphclust	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graphclust	https://github.com/bgruening/galaxytools/tree/master/tools/graphclust	0.1	GraphClust		(0/1)	(0/1)	(0/1)	(0/1)
graphmap			graphmap_align, graphmap_overlap	Mapper for long, error-prone reads.	graphmap	graphmap		graphmap	Splice-aware RNA-seq mapper for long reads | GraphMap - A highly sensitive and accurate mapper for long, error-prone reads http://www.nature.com/ncomms/2016/160415/ncomms11307/full/ncomms11307.html https://www.biorxiv.org/content/10.1101/720458v1	Sequence trimming, EST assembly, Read mapping	Gene transcripts, RNA-Seq, RNA splicing	To update	https://github.com/isovic/graphmap/	Assembly	graphmap	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	0.5.2	graphmap	0.6.3	(0/2)	(0/2)	(2/2)	(0/2)
hclust2			hclust2	Plots heatmaps								To update	https://bitbucket.org/nsegata/hclust2/	Data Visualization	hclust2	rnateam	https://github.com/yuanbit/galaxytools/tree/hclust2/tools/hclust2	https://github.com/bgruening/galaxytools/tree/master/tools/hclust2	0.99	hclust2	1.0.0	(0/1)	(0/1)	(0/1)	(0/1)
hictk			hictk	Convert cooler to juicebox_hic								To update	https://github.com/paulsengroup/hictk	Convert Formats, Epigenetics	hictk	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/hictk	https://github.com/bgruening/galaxytools/tree/master/tools/hictk	0.0.8	hictk	0.0.12	(0/1)	(0/1)	(1/1)	(0/1)
hicup			hicup2juicer, hicup_deduplicator, hicup_digester, hicup_filter, hicup_hicup, hicup_mapper, hicup_truncater	The HiCUP-Pipeline from the Bioinformatics Babraham Institute.								To update	https://www.bioinformatics.babraham.ac.uk/projects/hicup/read_the_docs/html/index.html	Epigenetics	hicup	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/hicup	https://github.com/bgruening/galaxytools/tree/master/tools/hicup	0.9.2			(7/7)	(0/7)	(7/7)	(0/7)
hifiasm	1410.0	297.0	hifiasm	A fast haplotype-resolved de novo assembler								Up-to-date	https://github.com/chhylp123/hifiasm	Assembly	hifiasm	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/hifiasm	https://github.com/bgruening/galaxytools/tree/master/tools/hifiasm	0.19.8	hifiasm	0.19.8	(1/1)	(1/1)	(1/1)	(1/1)
homer				Software for motif discovery and next generation sequencing analysis.								To update	http://homer.salk.edu/homer/	Sequence Analysis	homer	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/homer	https://github.com/bgruening/galaxytools/tree/master/tools/homer				(0/1)	(0/1)	(0/1)	(0/1)
illumina_methylation_analyser			illumina_methylation_analyser	Methylation analyzer for Illumina 450k DNA emthylation microarrays								To update	https://github.com/bgruening/galaxytools/tree/master/tools/illumina_methylation_analyser	Sequence Analysis	illumina_methylation_analyser	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/illumina_methylation_analyser	https://github.com/bgruening/galaxytools/tree/master/tools/illumina_methylation_analyser	0.1	Rscript		(0/1)	(0/1)	(0/1)	(0/1)
bia-ftplinks			bia_download	Tool to query ftp links for study from bioimage archive								To update		Imaging	bia_download	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools	https://github.com/bgruening/galaxytools/tree/master/tools/image_processing/bia-ftplinks	0.1.0	wget		(0/1)	(0/1)	(1/1)	(0/1)
graphicsmagick			graphicsmagick_image_compare, graphicsmagick_image_convert, graphicsmagick_image_montage	Contains tools based on GraphicsMagick								To update	http://www.graphicsmagick.org	Imaging	graphicsmagick	bgruening	https://github.com/bgruening/galaxytools/new/gm/tools/image_processing/image_processing/	https://github.com/bgruening/galaxytools/tree/master/tools/image_processing/graphicsmagick	1.3.43	graphicsmagick	1.3.26	(1/3)	(0/3)	(3/3)	(0/3)
imagej2			imagej2_adjust_threshold_binary, imagej2_analyze_particles_binary, imagej2_analyze_skeleton, imagej2_binary_to_edm, imagej2_bunwarpj_adapt_transform, imagej2_bunwarpj_align, imagej2_bunwarpj_compare_elastic, imagej2_bunwarpj_compare_elastic_raw, imagej2_bunwarpj_compare_raw, imagej2_bunwarpj_compose_elastic, imagej2_bunwarpj_compose_raw, imagej2_bunwarpj_compose_raw_elastic, imagej2_bunwarpj_convert_to_raw, imagej2_bunwarpj_elastic_transform, imagej2_bunwarpj_raw_transform, imagej2_create_image, imagej2_enhance_contrast, imagej2_find_edges, imagej2_find_maxima, imagej2_make_binary, imagej2_math, imagej2_noise, imagej2_shadows, imagej2_sharpen, imagej2_skeletonize3d, imagej2_smooth, imagej2_watershed_binary	ImageJ2 is a new version of ImageJ for the next generation of multidimensionalimage data, with a focus on scientific imaging.	imagej	imagej	imagej2	ImageJ2	It is a public domain Java image processing program, which was designed with an open architecture. Custom acquisition, analysis and processing plugins can be developed using ImageJ’s built-in editor and a Java compiler. User-written plugins make it possible to solve many image processing and analysis problems, from three-dimensional live-cell imaging, to radiological image processing, multiple imaging system data comparisons to automated hematology systems.	Image analysis, Image annotation, Visualisation	Imaging	To update	http://fiji.sc	Imaging	imagej2	imgteam	https://github.com/bgruening/galaxytools/tree/master/tools/image_processing/imagej2	https://github.com/bgruening/galaxytools/tree/master/tools/image_processing/imagej2				(0/27)	(0/27)	(27/27)	(0/27)
woundhealing			woundhealing_scratch_assay	Tool to automate quantification of wound healing in high-throughput microscopy scratch assays								Up-to-date	https://git.embl.de/grp-cba/wound-healing-htm-screen	Imaging	Wound healing scratch assay image analysis	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools	https://github.com/bgruening/galaxytools/tree/master/tools/image_processing/woundhealing	1.6.1	fiji-morpholibj	1.6.1	(0/1)	(0/1)	(1/1)	(0/1)
instagraal	139.0	14.0	instagraal	Large genome reassembly based on Hi-C data	instagraal	instagraal		instaGRAAL	Chromosome-level quality scaffolding of brown algal genomes using InstaGRAAL.Large genome reassembly based on Hi-C data, continuation of GRAAL.Large genome reassembly based on Hi-C data (continuation and partial rewrite of GRAAL) and post-scaffolding polishing libraries.This work is under continuous development/improvement - see GRAAL for information about the basic principles.sudo pip3 install -e git+https://github.com/koszullab/instagraal.git@master#egg=instagraal.Note to OS X users: There is currently no CUDA support on Mojave (10.14) and it is unclear when it is going to be added, if it is to be added at all. This means instaGRAAL (or indeed any CUDA-based application) will not work on Mojave. If you wish to run it on OS X, the only solution for now is to downgrade to High Sierra (10.13)	Genome assembly, Mapping assembly, Genetic mapping, Scaffolding	Sequence assembly, Mapping, Metagenomics, Statistics and probability, DNA binding sites	To update	https://github.com/koszullab/instaGRAAL	Assembly	instagraal	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/instagraal	https://github.com/bgruening/galaxytools/tree/master/tools/instagraal	0.1.6			(0/1)	(0/1)	(1/1)	(0/1)
iprscan5				Interproscan queries the interpro database and provides annotations.								To update	http://www.ebi.ac.uk/Tools/pfa/iprscan5/	Sequence Analysis	iprscan5	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/iprscan5	https://github.com/bgruening/galaxytools/tree/master/tools/iprscan5				(0/1)	(0/1)	(0/1)	(0/1)
itsx	868.0	38.0	itsx	ITSx is an open source software utility to extract the highly variable ITS1 and ITS2 subregions from ITS sequences.	ITSx	ITSx		ITSx	TSx is an open source software utility to extract the highly variable ITS1 and ITS2 subregions from ITS sequences, which is commonly used as a molecular barcode for e.g. fungi. As the inclusion of parts of the neighbouring, very conserved, ribosomal genes (SSU, 5S and LSU rRNA sequences) in the sequence identification process can lead to severely misleading results, ITSx identifies and extracts only the ITS regions themselves.	Sequence feature detection	Functional, regulatory and non-coding RNA, Microbiology	Up-to-date	https://microbiology.se/software/itsx/	Metagenomics	itsx	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/itsx	https://github.com/bgruening/galaxytools/tree/master/tools/itsx	1.1.3	itsx	1.1.3	(0/1)	(0/1)	(1/1)	(0/1)
jupyter_job			run_jupyter_job	Run jupyter notebook script in Galaxy								To update		Machine Learning	run_jupyter_job	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/jupyter_job	https://github.com/bgruening/galaxytools/tree/master/tools/jupyter_job	0.0.1			(0/1)	(0/1)	(0/1)	(0/1)
labels			bg_labels	remaps and annotates alignments								To update	https://github.com/bgruening/galaxytools/tree/master/tools/labels	Sequence Analysis	labels	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/labels	https://github.com/bgruening/galaxytools/tree/master/tools/labels	1.0.5.0	labels		(0/1)	(0/1)	(0/1)	(0/1)
lighter	152.0	9.0	lighter	Lighter is a kmer-based error correction method for whole genome sequencing data	lighter	lighter		Lighter	Kmer-based error correction method for whole genome sequencing data. Lighter uses sampling (rather than counting) to obtain a set of kmers that are likely from the genome. Using this information, Lighter can correct the reads containing sequence errors.	k-mer counting, Sequence read processing, Sequencing quality control, Sequencing error detection	Sequencing, Whole genome sequencing, DNA, Genomics	To update	https://github.com/mourisl/Lighter	Sequence Analysis, Fasta Manipulation	lighter	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/lighter	https://github.com/bgruening/galaxytools/tree/master/tools/lighter	1.0	lighter	1.1.2	(0/1)	(0/1)	(1/1)	(0/1)
mafft	143045.0	817.0	rbc_mafft_add, rbc_mafft	Multiple alignment program for amino acid or nucleotide sequences	MAFFT	MAFFT		MAFFT	MAFFT (Multiple Alignment using Fast Fourier Transform) is a high speed multiple sequence alignment program.	Multiple sequence alignment	Sequence analysis	To update	https://mafft.cbrc.jp/alignment/software/	RNA	mafft	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/mafft	https://github.com/bgruening/galaxytools/tree/master/tools/mafft	7.520	mafft	7.525	(2/2)	(2/2)	(2/2)	(2/2)
mavedb			mavedb_importer	data source for MaveDB								To update		Data Source	mavedb_importer	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/mave_tools/mavedb/	https://github.com/bgruening/galaxytools/tree/master/tools/mave_tools/mavedb	0.9			(0/1)	(0/1)	(1/1)	(0/1)
methtools			methtools_calling, r_correlation_matrix, methtools_destrand, methtools_dmr, methtools_filter, methtools_plot, smooth_running_window, methtools_tiling	tools for methylation analysis								To update	https://github.com/bgruening/galaxytools/tree/master/tools/methtools	Sequence Analysis	methtools	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/methtools	https://github.com/bgruening/galaxytools/tree/master/tools/methtools	0.1.1	methtools		(0/8)	(0/8)	(0/8)	(0/8)
methyldackel			pileometh	A tool for processing bisulfite sequencing alignments								To update	https://github.com/dpryan79/MethylDackel	Sequence Analysis	pileometh	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/methyldackel	https://github.com/bgruening/galaxytools/tree/master/tools/methyldackel	0.5.2	methyldackel	0.6.1	(1/1)	(1/1)	(1/1)	(0/1)
methylkit			methylkit	A method for DNA methylation analysis and annotation from high-throughput bisulfite sequencing.								To update	http://bioconductor.org/packages/release/bioc/html/methylKit.html	Epigenetics	methylkit	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/methylkit	https://github.com/bgruening/galaxytools/tree/master/tools/methylkit	0.99.2	bioconductor-methylkit	1.28.0	(0/1)	(0/1)	(0/1)	(1/1)
metilene	3966.0	103.0	metilene	Differential DNA methylation calling								To update		RNA, Statistics	metilene	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/metilene	https://github.com/bgruening/galaxytools/tree/master/tools/metilene	0.2.6.1	metilene	0.2.8	(1/1)	(1/1)	(1/1)	(1/1)
