Galaxy wrapper id	https://usegalaxy.eu usage	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu
iedb_api	12	iedb_api	Get epitope binding predictions from IEDB-API						To update	http://tools.immuneepitope.org/main/tools-api/	Data Source, Sequence Analysis	iedb_api	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/iedb_api	2.15.2	python		(0/1)	(0/1)	(1/1)
integron_finder	58	integron_finder	"""IntegronFinder identify integrons with high accuracy and sensitivity.It searches for attC sites using covariance models, for integron-integrases using HMM profiles, and for other features (promoters, attI site) using pattern matching"""	integron_finder	Integron Finder	A tool to detect Integron in DNA sequences.	Nucleic acid feature detection, Sequence motif recognition, Protein feature detection, Genome annotation	Functional genomics, Mobile genetic elements, Molecular biology, Sequence analysis	To update	https://github.com/gem-pasteur/Integron_Finder	Sequence Analysis	integronfinder	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/integron_finder	2.0.2	hmmer	3.4	(0/1)	(1/1)	(1/1)
interproscan	677	interproscan	Interproscan queries the interpro database and provides annotations.	interproscan_ebi	InterProScan (EBI)	Scan sequences against the InterPro protein signature databases.	Sequence motif recognition, Protein feature detection	Gene and protein families, Sequence analysis	To update	http://www.ebi.ac.uk/Tools/pfa/iprscan5/	Sequence Analysis	interproscan	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/interproscan	5.59-91.0	interproscan	5.59_91.0	(1/1)	(1/1)	(1/1)
iqtree	681	iqtree	Efficient phylogenomic software by maximum likelihood						To update	http://www.iqtree.org/	Phylogenetics	iqtree	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/iqtree/	2.1.2	iqtree	2.2.6	(1/1)	(1/1)	(1/1)
irissv	4	irissv	Refine insertion sequences						To update	https://github.com/mkirsche/Iris	Variant Analysis	irissv	iuc	https://github.com/galaxyproject/tools-iuc/tools/irissv/	1.0.4	samtools	1.19	(0/1)	(0/1)	(1/1)
isescan	50	isescan	"""ISEScan is a pipeline to identify IS (Insertion Sequence) elements in genome and metagenomebased on profile hidden Markov models constructed from manually curated IS elements."""	ISEScan	ISEScan	Automated identification of insertion sequence elements in prokaryotic genomes.	Structural variation detection	Genomics, DNA structural variation, Sequence analysis, Genetic variation	To update	https://github.com/xiezhq/ISEScan	Sequence Analysis	ISEScan	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/isescan	1.7.2.3	isescan	1.7.2.1	(0/1)	(1/1)	(1/1)
isoformswitchanalyzer	29	isoformswitchanalyzer	Statistical identification of isoform switching from RNA-seq derived quantification of novel and/or annotated full-length isoforms.	IsoformSwitchAnalyzeR	IsoformSwitchAnalyzeR	Enables identification of isoform switches with predicted functional consequences from RNA-seq data. Consequences can be chosen from a long list but includes protein domains gain/loss changes in NMD sensitivity etc. It directly supports import of data from Cufflinks/Cuffdiff, Kallisto, Salmon and RSEM but other transcript qunatification tools are easy to import as well.	Sequence comparison, Sequence analysis	Computational biology, Gene transcripts	To update	https://bioconductor.org/packages/devel/bioc/html/IsoformSwitchAnalyzeR.html	Transcriptomics, RNA, Statistics	isoformswitchanalyzer	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/isoformswitchanalyzer	1.20.0	bioconductor-isoformswitchanalyzer	2.2.0	(1/1)	(1/1)	(1/1)
jasminesv	3	jasminesv	Merge structural variants across samples						To update	https://github.com/mkirsche/Jasmine/	Variant Analysis	jasminesv	iuc	https://github.com/galaxyproject/tools-iuc/jasminesv/	1.0.11	jasminesv	1.1.5	(1/1)	(0/1)	(1/1)
jbrowse	2269	jbrowse_to_standalone, jbrowse	JBrowse Genome Browser integrated as a Galaxy Tool	jbrowse	JBrowse	Slick, speedy genome browser with a responsive and dynamic AJAX interface for visualization of genome data. Being developed by the GMOD project as a successor to GBrowse.	Genome visualisation	Genomics	Up-to-date	https://jbrowse.org	Sequence Analysis	jbrowse	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/jbrowse	1.16.11	jbrowse	1.16.11	(2/2)	(2/2)	(2/2)
jcvi_gff_stats	255	jcvi_gff_stats	Compute statistics from a genome annotation in GFF3 format (using JCVI Python utilities)						To update	https://github.com/tanghaibao/jcvi	Sequence Analysis	jcvi_gff_stats	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/jcvi_gff_stats	0.8.4	jcvi	1.3.9	(1/1)	(1/1)	(1/1)
jellyfish	91	jellyfish	Jellyfish is a tool for fast, memory-efficient counting of k-mers in DNA	Jellyfish	Jellyfish	A command-line algorithm for counting k-mers in DNA sequence.	k-mer counting	Sequence analysis, Genomics	To update	https://github.com/gmarcais/Jellyfish	Assembly	jellyfish	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/jellyfish		kmer-jellyfish	2.3.0	(0/1)	(1/1)	(1/1)
jq	21	jq	JQ is a lightweight and flexible command-line JSON processor						To update	https://stedolan.github.io/jq/	Text Manipulation	jq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/jq	1.0	jq	1.5	(1/1)	(1/1)	(1/1)
kc-align	19	kc-align	Kc-Align custom tool	kc-align	kc-align	A fast and accurate tool for performing codon-aware multiple sequence alignments	Multiple sequence alignment	Mapping	Up-to-date	https://github.com/davebx/kc-align	Sequence Analysis	kc_align	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/kc-align	1.0.2	kcalign	1.0.2	(1/1)	(0/1)	(1/1)
king	3	king	Kinship-based INference for Gwas						Up-to-date	http://people.virginia.edu/~wc9c/KING/	Variant Analysis	king	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/king/	2.2.7	king	2.2.7	(0/1)	(0/1)	(1/1)
kleborate	38	kleborate	Screen genome assemblies of Klebsiella pneumoniae and the Klebsiella pneumoniae species complex (KpSC)	kleborate	Kleborate	Genomic surveillance framework and global population structure for Klebsiella pneumoniae.Kleborate is a tool to screen genome assemblies of Klebsiella pneumoniae and the Klebsiella pneumoniae species complex (KpSC) for:.A manuscript describing the Kleborate software in full is currently in preparation. In the meantime, if you use Kleborate, please cite the preprint: Lam, MMC. et al. Genomic surveillance framework and global population structure for Klebsiella pneumoniae. bioRxiv (2020).	Multilocus sequence typing, Genome assembly, Virulence prediction	Public health and epidemiology, Metagenomics, Population genomics, Sequence assembly, Whole genome sequencing	Up-to-date	https://github.com/katholt/Kleborate/wiki	Metagenomics	kleborate	iuc	https://github.com/katholt/Kleborate	2.3.2	kleborate	2.3.2	(0/1)	(0/1)	(1/1)
kofamscan	33	kofamscan	Gene function annotation tool based on KEGG Orthology and hidden Markov model						Up-to-date	https://github.com/takaram/kofam_scan	Sequence Analysis	kofamscan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/kofamscan	1.3.0	kofamscan	1.3.0	(0/1)	(0/1)	(1/1)
kraken	404	kraken-filter, kraken-mpa-report, kraken-report, kraken-translate, kraken	Kraken is a system for assigning taxonomic labels to short DNAsequences, usually obtained through metagenomic studies. Previous attempts by otherbioinformatics software to accomplish this task have often used sequence alignmentor machine learning techniques that were quite slow, leading to the developmentof less sensitive but much faster abundance estimation programs. Kraken aims toachieve high sensitivity and high speed by utilizing exact alignments of k-mersand a novel classification algorithm.						To update	http://ccb.jhu.edu/software/kraken/	Metagenomics	kraken	devteam	https://github.com/galaxyproject/tools-iuc/blob/master/tool_collections/kraken/		kraken	1.1.1	(5/5)	(5/5)	(5/5)
kraken2	2367	kraken2	Kraken2 for taxonomic designation.						To update	http://ccb.jhu.edu/software/kraken/	Metagenomics	kraken2	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tool_collections/kraken2/kraken2/	2.1.1	kraken2	2.1.3	(1/1)	(1/1)	(1/1)
kraken_biom	182	kraken_biom	Create BIOM-format tables (http://biom-format.org) from Kraken output (http://ccb.jhu.edu/software/kraken/)						Up-to-date	https://github.com/smdabdoub/kraken-biom	Metagenomics	kraken_biom	iuc	https://github.com/smdabdoub/kraken-biom	1.2.0	kraken-biom	1.2.0	(0/1)	(1/1)	(1/1)
kraken_taxonomy_report	354	kraken_taxonomy_report	Kraken taxonomy report						To update	https://github.com/blankenberg/Kraken-Taxonomy-Report	Metagenomics	kraken_taxonomy_report	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/kraken_taxonomy_report	0.0.3	biopython	1.70	(1/1)	(0/1)	(1/1)
legsta	7	legsta	Performs in silico Legionella pneumophila sequence based typing.						Up-to-date	https://github.com/tseemann/legsta	Sequence Analysis	legsta	iuc	https://github.com/tseemann/legsta	0.5.1	legsta	0.5.1	(0/1)	(0/1)	(1/1)
length_and_gc_content	322	length_and_gc_content	Gets gene length and gc content from a fasta and a GTF file						To update	https://github.com/galaxyproject/tools-iuc/tree/master/tools/length_and_gc_content	Fasta Manipulation, Statistics, RNA, Micro-array Analysis	length_and_gc_content	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/length_and_gc_content	0.1.2	r-optparse	1.3.2	(1/1)	(1/1)	(1/1)
limma_voom	1012	limma_voom	Perform RNA-Seq differential expression analysis using limma voom pipeline	limma	limma	Data analysis, linear models and differential expression for microarray data.	RNA-Seq analysis	Molecular biology, Genetics	To update	http://bioconductor.org/packages/release/bioc/html/limma.html	Transcriptomics, RNA, Statistics	limma_voom	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/limma_voom	3.50.1	bioconductor-limma	3.58.1	(1/1)	(1/1)	(1/1)
lineagespot	2	lineagespot	Identification of SARS-CoV-2 related metagenomic mutations based on a single (or a list of) variant(s) file(s)	lineagespot	lineagespot	Lineagespot is a framework written in R, and aims to identify and assign different SARS-CoV-2 lineages based on a single variant file (i.e., variant calling format).	Variant calling	Metagenomics, Gene transcripts, Evolutionary biology, Sequencing, Genetic variation	To update	https://www.bioconductor.org/packages/release/bioc/html/lineagespot.html	Metagenomics, Sequence Analysis	lineagespot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/lineagespot	1.4.0	r-base		(0/1)	(0/1)	(1/1)
links	77	links	Scaffold genome assemblies with long reads.	links	LINKS	LINKS (Long Interval Nucleotide K-mer Scaffolder) is a genomics application for scaffolding genome assemblies with long reads, such as those produced by Oxford Nanopore Technologies Ltd. It can be used to scaffold high-quality draft genome assemblies with any long sequences (eg. ONT reads, PacBio reads, other draft genomes, etc). It is also used to scaffold contig pairs linked by ARCS/ARKS.	Scaffolding, Genome assembly, Read mapping, Read pre-processing, Sequence trimming	Sequence assembly, Mapping, Sequencing	Up-to-date	https://github.com/bcgsc/LINKS	Assembly	links	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/links	2.0.1	links	2.0.1	(0/1)	(1/1)	(1/1)
lumpy_sv	50	lumpy_prep, lumpy_sv	LUMPY - a general probabilistic framework for structural variant discovery						Up-to-date	http://layerlab.org/software/	Variant Analysis	lumpy_sv	iuc	https://github.com/arq5x/lumpy-sv	0.3.1	lumpy-sv	0.3.1	(0/2)	(0/2)	(2/2)
maaslin2	29	maaslin2	MaAsLin2 is comprehensive R package for efficiently determining multivariable association between microbial meta'omic features and clinical metadata.						Up-to-date	http://huttenhower.sph.harvard.edu/maaslin	Metagenomics	maaslin2	iuc	https://github.com/biobakery/Maaslin2	0.99.12	maaslin2	0.99.12	(0/1)	(0/1)	(1/1)
maker	419	maker, maker_map_ids	MAKER is a portable and easily configurable genome annotation pipeline.Its purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases.	maker	MAKER	Portable and easily configurable genome annotation pipeline. It’s purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases.	Genome annotation	Genomics, DNA, Sequence analysis	To update	http://www.yandell-lab.org/software/maker.html	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/maker	2.31.11	maker	3.01.03	(2/2)	(2/2)	(2/2)
map_param_value	9	map_param_value	Map a parameter value to another value						To update		Text Manipulation	map_param_value	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/map_param_value	0.2.0			(1/1)	(0/1)	(1/1)
mapseq	2	mapseq	fast and accurate sequence read classification tool designed to assign taxonomy and OTU classifications to ribosomal RNA sequences.						To update	https://github.com/jfmrod/MAPseq	Metagenomics	mapseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mapseq	2.1.1	perl		(0/1)	(0/1)	(1/1)
masigpro	13	masigpro	Identify significantly differential expression profiles in time-course microarray experiments	masigpro	maSigPro	Regression based approach to find genes for which there are significant gene expression profile differences between experimental groups in time course microarray and RNA-Seq experiments.	Regression analysis	Gene expression, Molecular genetics, Microarray experiment, RNA-Seq	To update	https://www.bioconductor.org/packages/release/bioc/html/maSigPro.html	Transcriptomics, RNA, Statistics	masigpro	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/masigpro	1.49.3	coreutils	8.25	(1/1)	(0/1)	(1/1)
maxbin2	118	maxbin2	clusters metagenomic contigs into bins	maxbin	MaxBin	Software for binning assembled metagenomic sequences based on an Expectation-Maximization algorithm.	Sequence assembly	Metagenomics, Sequence assembly, Microbiology	To update	https://downloads.jbei.org/data/microbial_communities/MaxBin/MaxBin.html	Metagenomics	maxbin2	mbernt	https://github.com/galaxyproject/tools-iuc/tree/master/tools/maxbin2/		maxbin2	2.2.7	(1/1)	(1/1)	(1/1)
mcl	10	mcl	The Markov Cluster Algorithm, a cluster algorithm for graphs	mcl	MCL	MCL is a clustering algorithm widely used in bioinformatics and gaining traction in other fields.	Clustering, Network analysis, Gene regulatory network analysis	Molecular interactions, pathways and networks	Up-to-date	https://micans.org/mcl/man/mcl.html	Sequence Analysis	mcl	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/mcl	22.282	mcl	22.282	(0/1)	(0/1)	(1/1)
megahit	548	megahit	An ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph.	megahit	MEGAHIT	Single node assembler for large and complex metagenomics NGS reads, such as soil. It makes use of succinct de Bruijn graph to achieve low memory usage, whereas its goal is not to make memory usage as low as possible.	Genome assembly	Metagenomics, Sequencing, Ecology, Sequence assembly	Up-to-date	https://github.com/voutcn/megahit	Sequence Analysis, Assembly, Metagenomics	megahit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/megahit	1.2.9	megahit	1.2.9	(1/1)	(1/1)	(1/1)
megahit_contig2fastg	54	megahit_contig2fastg	A subprogram within the Megahit toolkit for converting contigs to assembly graphs (fastg)	megahit	MEGAHIT	Single node assembler for large and complex metagenomics NGS reads, such as soil. It makes use of succinct de Bruijn graph to achieve low memory usage, whereas its goal is not to make memory usage as low as possible.	Genome assembly	Metagenomics, Sequencing, Ecology, Sequence assembly	To update	https://github.com/voutcn/megahit/blob/master/tools/toolkit.cpp	Sequence Analysis, Assembly, Metagenomics	megahit_contig2fastg	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/megahit_contig2fastg	1.1.3	megahit	1.2.9	(1/1)	(0/1)	(1/1)
meme_chip	287	meme_chip	Performs motif discovery, motif enrichment analysis and clustering on large nucleotide datasets.						To update	http://meme-suite.org/	ChIP-seq	meme_chip	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/meme_chip	4.11.2	graphicsmagick	1.3.26	(1/1)	(0/1)	(1/1)
merqury	244	merqury	Merqury is a tool for evaluating genomes assemblies based of k-mer operations.	merqury	Merqury	Reference-free quality, completeness, and phasing assessment for genome assemblies.Evaluate genome assemblies with k-mers and more.Often, genome assembly projects have illumina whole genome sequencing reads available for the assembled individual.Merqury provides a set of tools for this purpose.	Genome assembly, k-mer counting, Scaffolding, Phasing, De-novo assembly	Sequence assembly, Whole genome sequencing, Plant biology	Up-to-date	https://github.com/marbl/merqury	Assembly	merqury	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/merqury	1.3	merqury	1.3	(1/1)	(1/1)	(1/1)
meryl	350	meryl	Meryl a k-mer counter.	meryl	Meryl	Meryl is a tool for counting and working with sets of k-mers that was originally developed for use in the Celera Assembler and has since been migrated and maintained as part of Canu.	k-mer counting	Whole genome sequencing, Genomics, Sequence analysis, Sequencing	Up-to-date	https://github.com/marbl/meryl	Assembly	meryl	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/meryl	1.3	merqury	1.3	(1/1)	(1/1)	(1/1)
metabat2	154	metabat2_jgi_summarize_bam_contig_depths, metabat2	MetaBAT2 (Metagenome Binning based on Abundance and Tetranucleotide frequency) is an automated metagenome binningsoftware that integrates empirical probabilistic distances of genome abundance and tetranucleotide frequency.	MetaBAT_2	MetaBAT 2	"an adaptive binning algorithm for robust and efficient genome reconstruction from metagenome assemblies | MetaBAT2 clusters metagenomic contigs into different ""bins"", each of which should correspond to a putative genome | MetaBAT2 uses nucleotide composition information and source strain abundance (measured by depth-of-coverage by aligning the reads to the contigs) to perform binning"	Read binning, Sequence assembly, Genome annotation	Metagenomics, Sequence assembly, Metagenomic sequencing	Up-to-date	https://bitbucket.org/berkeleylab/metabat/src/master/	Metagenomics	metabat2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/metabat2/	2.15	metabat2	2.15	(1/2)	(1/2)	(2/2)
metaphlan	427	customize_metaphlan_database, extract_metaphlan_database, merge_metaphlan_tables, metaphlan	MetaPhlAn for Metagenomic Phylogenetic Analysis	metaphlan	MetaPhlAn	Computational tool for profiling the composition of microbial communities from metagenomic shotgun sequencing data.	Nucleic acid sequence analysis, Phylogenetic tree analysis	Metagenomics, Phylogenomics	Up-to-date	https://github.com/biobakery/MetaPhlAn	Metagenomics	metaphlan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/metaphlan/	4.0.6	metaphlan	4.0.6	(1/4)	(2/4)	(4/4)
migmap	7	migmap	mapper for full-length T- and B-cell repertoire sequencing	MiGMAP	MiGMAP	Mapper for full-length T- and B-cell repertoire sequencing.	Sequence analysis, Read mapping	Immunoproteins, genes and antigens, Sequence analysis	Up-to-date	https://github.com/mikessh/migmap	RNA, Sequence Analysis	migmap	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/migmap	1.0.3	migmap	1.0.3	(1/1)	(0/1)	(1/1)
minia	109	minia	Short-read assembler based on a de Bruijn graph	minia	Minia	Short-read assembler based on a de Bruijn graph, capable of assembling a human genome on a desktop computer in a day.	Genome assembly	Sequence assembly	Up-to-date	https://gatb.inria.fr/software/minia/	Assembly	minia	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/minia	3.2.6	minia	3.2.6	(0/1)	(1/1)	(1/1)
miniasm	178	miniasm	Miniasm - Ultrafast de novo assembly for long noisy reads (though having no consensus step)						To update	https://github.com/lh3/miniasm	Assembly	miniasm	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/miniasm	0.3_r179	miniasm	0.3	(1/1)	(1/1)	(1/1)
minimap2	1588	minimap2	A fast pairwise aligner for genomic and spliced nucleotide sequences	minimap2	Minimap2	Pairwise aligner for genomic and spliced nucleotide sequences	Pairwise sequence alignment	Mapping	Up-to-date	https://github.com/lh3/minimap2	Next Gen Mappers	minimap2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/minimap2	2.26	minimap2	2.26	(1/1)	(1/1)	(1/1)
miniprot	15	miniprot, miniprot_index	Align a protein sequence against a genome with affine gap penalty, splicing and frameshift.						Up-to-date	https://github.com/lh3/miniprot	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/miniprot	0.12	miniprot	0.12	(0/2)	(0/2)	(2/2)
mirnature	4	mirnature	Computational detection of canonical microRNAs						Up-to-date	https://github.com/Bierinformatik/miRNAture	RNA, Sequence Analysis	mirnature	iuc	https://github.com/Bierinformatik/miRNAture	1.1	mirnature	1.1	(0/1)	(0/1)	(1/1)
mitobim	66	mitobim	assemble mitochondrial genomes						Up-to-date	https://github.com/chrishah/MITObim	Assembly	mitobim	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mitobim	1.9.1	mitobim	1.9.1	(0/1)	(1/1)	(1/1)
mitos	58	mitos, mitos2	de-novo annotation of metazoan mitochondrial genomes	mitos	MITOS	De novo metazoan mitochondrial genome annotation.	Genome annotation	Zoology, Whole genome sequencing	To update	http://mitos.bioinf.uni-leipzig.de/	Sequence Analysis	mitos	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mitos	1.1.4	mitos	2.1.6	(1/2)	(1/2)	(2/2)
mlst	570	mlst, mlst_list	Scan contig files against PubMLST typing schemes	mlst	MLST	Multi Locus Sequence Typing from an assembled genome or from a set of reads.	Taxonomic classification	Immunoproteins, genes and antigens	To update	https://github.com/tseemann/mlst	Sequence Analysis	mlst	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mlst	2.22.0	mlst	2.23.0	(2/2)	(2/2)	(2/2)
moabs	19	moabs	MOABS for differential methylation analysis on Bisulfite sequencing data.						To update	https://github.com/sunnyisgalaxy/moabs	Epigenetics	moabs	iuc	https://github.com/sunnyisgalaxy/moabs	1.3.4.6	moabs	1.3.9.0	(0/1)	(0/1)	(1/1)
mosdepth	21	mosdepth	fast and flexible BAM/CRAM depth calculation						To update	https://github.com/brentp/mosdepth	SAM	mosdepth	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mosdepth	0.3.5	mosdepth	0.3.6	(0/1)	(0/1)	(1/1)
msaboot	34	msaboot	A multiple sequences alignment bootstrapping tool.						Up-to-date	https://github.com/phac-nml/msaboot	Fasta Manipulation	msaboot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/msaboot	0.1.2	msaboot	0.1.2	(1/1)	(0/1)	(1/1)
multigsea	2	multigsea	GSEA-based pathway enrichment analysis for multi-omics data	multiGSEA	multiGSEA	A GSEA-based pathway enrichment analysis for multi-omics data.multiGSEA: a GSEA-based pathway enrichment analysis for multi-omics data, BMC Bioinformatics 21, 561 (2020).Combining GSEA-based pathway enrichment with multi omics data integration.	Gene-set enrichment analysis, Aggregation, Pathway analysis	Metabolomics, Molecular interactions, pathways and networks, Proteomics, Transcriptomics, Small molecules	To update	https://bioconductor.org/packages/devel/bioc/html/multiGSEA.html	Transcriptomics, Proteomics, Statistics	multigsea	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/multigsea	1.8.0	bioconductor-multigsea	1.12.0	(0/1)	(0/1)	(1/1)
multiqc	8320	multiqc	MultiQC aggregates results from bioinformatics analyses across many samples into a single report	multiqc	MultiQC	MultiQC aggregates results from multiple bioinformatics analyses across many samples into a single report. It searches a given directory for analysis logs and compiles a HTML report. It's a general use tool, perfect for summarising the output from numerous bioinformatics tools.	Validation	Sequencing, Bioinformatics	To update	http://multiqc.info/	Fastq Manipulation, Statistics, Visualization	multiqc	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/multiqc	1.11	multiqc	1.19	(1/1)	(1/1)	(1/1)
nanoplot	2195	nanoplot	Plotting tool for long read sequencing data and alignments						To update	https://github.com/wdecoster/NanoPlot	Visualization	nanoplot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nanoplot/	1.41.0	nanoplot	1.42.0	(1/1)	(1/1)	(1/1)
ncbi_acc_download	688	ncbi_acc_download	Download sequences from GenBank/RefSeq by accession through the NCBI ENTREZ API						Up-to-date	https://github.com/kblin/ncbi-acc-download	Data Source	ncbi_acc_download	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ncbi_acc_download	0.2.8	ncbi-acc-download	0.2.8	(1/1)	(1/1)	(1/1)
necat	95	necat	Error correction and de-novo assembly for ONT Nanopore reads	necat	NECAT	NECAT is an error correction and de-novo assembly tool for Nanopore long noisy reads.	De-novo assembly	Sequence assembly	Up-to-date	https://github.com/xiaochuanle/NECAT	Assembly	necat	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/necat	0.0.1_update20200803	necat	0.0.1_update20200803	(0/1)	(0/1)	(1/1)
nextclade	169	nextalign, nextclade	Identify differences between your sequences and a reference sequence used by Nextstrain						To update	https://github.com/nextstrain/nextclade	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nextclade	2.7.0	nextalign	2.14.0	(1/2)	(1/2)	(2/2)
ngmlr	21	ngmlr	CoNvex Gap-cost alignMents for Long Reads	ngmlr	NGMLR	An algorithm to map third generation long-read sequencing data (PacBio and Oxford Nanopore) to a reference genome with a focus on reads that span structural variation.	DNA mapping, Sequence alignment, Genetic variation analysis	Sequencing, Mapping, DNA structural variation	Up-to-date	https://github.com/philres/ngmlr	Next Gen Mappers	ngmlr	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ngmlr	0.2.7	ngmlr	0.2.7	(0/1)	(0/1)	(1/1)
nonpareil	5	nonpareil	Estimate average coverage in metagenomic datasets						To update	http://nonpareil.readthedocs.io	Metagenomics	nonpareil	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/nonpareil	3.1.1	nonpareil	3.4.1	(1/1)	(0/1)	(1/1)
novoplasty	162	novoplasty	NOVOPlasty is a de novo assembler and heteroplasmy/variance caller for short circular genomes.						To update	https://github.com/ndierckx/NOVOPlasty	Assembly	novoplasty	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/novoplasty	4.3.1	novoplasty	4.3.3	(0/1)	(1/1)	(1/1)
ococo	32	ococo	Variant detection of SNVs						Up-to-date	https://github.com/karel-brinda/ococo	Variant Analysis	ococo	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ococo	0.1.2.6	ococo	0.1.2.6	(1/1)	(0/1)	(1/1)
optitype	24	optitype	Precision HLA typing from NGS data						Up-to-date	https://github.com/FRED-2/OptiType	Sequence Analysis	optitype	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/optitype1	1.3.5	optitype	1.3.5	(0/1)	(0/1)	(1/1)
orfipy	53	orfipy	Galaxy wrapper for ORFIPY	orfipy	orfipy	A fast and flexible tool for extracting ORFs.orfipy is a tool written in python/cython to extract ORFs in extremely an fast and flexible manner. Other popular ORF searching tools are OrfM and getorf. Compared to OrfM and getorf, orfipy provides the most options to fine tune ORF searches. orfipy uses multiple CPU cores and is particularly faster for data containing multiple smaller fasta sequences such as de-novo transcriptome assemblies. Please read the preprint here.	Coding region prediction, Database search, Transcriptome assembly, De-novo assembly	Computer science, RNA-Seq, Transcriptomics, Small molecules	Up-to-date	https://github.com/urmi-21/orfipy	Sequence Analysis	orfipy	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/orfipy	0.0.4	orfipy	0.0.4	(1/1)	(0/1)	(1/1)
pangolin	259	pangolin	Pangolin assigns SARS-CoV-2 genome sequences their most likely lineages under the Pango nomenclature system.						Up-to-date	https://github.com/cov-lineages/pangolin	Sequence Analysis	pangolin	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pangolin	4.3	pangolin	4.3	(1/1)	(1/1)	(1/1)
parse_mito_blast	31	parse_mito_blast	Filtering blast out from querying assembly against mitochondrial database.						Up-to-date	https://raw.githubusercontent.com/VGP/vgp-assembly/master/galaxy_tools/parse_mito_blast/parse_mito_blast.py	Sequence Analysis	parse_mito_blast	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/parse_mito_blast	1.0.2	parse_mito_blast	1.0.2	(1/1)	(1/1)	(1/1)
