Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Date of first commit of the suite	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on CIRM-CFBP	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CropGalaxy	Tools available on Dintor	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	Tools available on Viral Variant Visualizer (VVV)	No. of tool users (5 years) (usegalaxy.eu)	No. of tool users (all time) (usegalaxy.eu)	Tool usage (5 years) (usegalaxy.eu)	Tool usage (all time) (usegalaxy.eu)	No. of tool users (5 years) (usegalaxy.org)	No. of tool users (all time) (usegalaxy.org)	Tool usage (5 years) (usegalaxy.org)	Tool usage (all time) (usegalaxy.org)	No. of tool users (5 years) (usegalaxy.org.au)	No. of tool users (all time) (usegalaxy.org.au)	Tool usage (5 years) (usegalaxy.org.au)	Tool usage (all time) (usegalaxy.org.au)	No. of tool users (5 years) - all main servers	No. of tool users (all time) - all main servers	Tool usage (5 years) - all main servers	Tool usage (all time) - all main servers	Reviewed	Deprecated	To keep
fastx_collapser	cshl_fastx_collapser	Collapse sequences								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation	fastx_collapser	2017-07-10	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_collapser	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_collapser	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	64187	67981	326	349	87477	185555	781	3067	16563	17125	58	78	168227	270661	1165	3494	False		
fastx_nucleotides_distribution	cshl_fastx_nucleotides_distribution	Draw nucleotides distribution chart								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation, Graphics	fastx_nucleotides_distribution	2017-07-10	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_nucleotides_distribution	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_nucleotides_distribution	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	174	272	61	92	4295	25068	1056	4180	1127	1171	70	89	5596	26511	1187	4361	False		
fastx_quality_statistics	cshl_fastx_quality_statistics	Compute quality statistics								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation, Statistics	fastx_quality_statistics	2018-04-24	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_quality_statistics	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_quality_statistics	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2218	2344	168	206	20551	60032	3784	9866	2347	2460	234	256	25116	64836	4186	10328	False		
fastx_renamer	cshl_fastx_renamer	Rename sequences								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Fastq Manipulation	fastx_renamer	2017-07-10	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_renamer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_renamer	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2364	2526	180	214	6572	11745	303	1024	462	696	49	64	9398	14967	532	1302	False		
fastx_reverse_complement	cshl_fastx_reverse_complement	Reverse-Complement								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fastq Manipulation, Fasta Manipulation	fastx_reverse_complement	2017-07-10	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_reverse_complement	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_reverse_complement	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	10707	12597	356	415	21568	67304	574	1527	719	861	61	78	32994	80762	991	2020	False		
fastx_trimmer	cshl_fastx_trimmer	Trim sequences								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Fastq Manipulation	fastx_trimmer	2017-07-10	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fastx_trimmer	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fastx_trimmer	0.0.14	fastx_toolkit	0.0.14			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	13584	14557	550	641	123676	206733	2034	8390	2819	4757	229	267	140079	226047	2813	9298	False		
fermikit	fermi2, fermikit_variants	FermiKit is a de novo assembly based variant calling pipeline for deep Illumina resequencing data.								Up-to-date	https://github.com/lh3/fermikit	Assembly, Variant Analysis	fermikit	2017-01-05	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/fermikit	https://github.com/galaxyproject/tools-iuc/tree/main/tools/fermikit	r193	fermi2	r193			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
fetch_fasta_from_ncbi	retrieve_fasta_from_NCBI	Fetch fasta sequences from NCBI using eutils wrappers								To update	http://artbio.fr	Fasta Manipulation, Data Source	fetch_fasta_from_ncbi	2017-11-21	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/fetch_fasta_from_ncbi	https://github.com/ARTbio/tools-artbio/tree/main/tools/fetch_fasta_from_ncbi	3.1.0	urllib3	1.12			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	False		
filter_by_fasta_ids	filter_by_fasta_ids	Filter FASTA on the headers and/or the sequences								To update		Fasta Manipulation, Proteomics	filter_by_fasta_ids	2015-01-24	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/filter_by_fasta_ids	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/filter_by_fasta_ids	2.3	python				1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	26717	29932	1026	1072	42990	42990	1176	1176	9619	9619	230	230	79326	82541	2432	2478	False		
filter_spades_repeats	filter_spades_repeat	Remove short and repeat contigs/scaffolds								To update	https://github.com/phac-nml/galaxy_tools/	Assembly	filter_spades_repeats	2017-10-12	nml	https://github.com/phac-nml/galaxy_tools/	https://github.com/phac-nml/galaxy_tools/tree/master/tools/filter_spades_repeats	1.0.1	perl-bioperl	1.7.8			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
filtlong	filtlong	Filtlong - Filtering long reads by quality	filtlong	filtlong		Filtlong	Filtlong is a tool for filtering long reads by quality. It can take a set of long reads and produce a smaller, better subset. It uses both read length (longer is better) and read identity (higher is better) when choosing which reads pass the filter.	Filtering, Sequencing quality control		Up-to-date	https://github.com/rrwick/Filtlong	Fastq Manipulation, Sequence Analysis	filtlong	2018-09-14	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/filtlong	https://github.com/galaxyproject/tools-iuc/tree/main/tools/filtlong	0.2.1	filtlong	0.2.1	Filtering, Sequencing quality control		1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	53310	53944	1499	1575	25043	25043	726	726	10824	10824	593	593	89177	89811	2818	2894	False		
flair	flair_collapse, flair_correct	FLAIR (Full-Length Alternative Isoform analysis of RNA) for the correction, isoform definition, and alternative splicing analysis of noisy reads.								To update	https://github.com/BrooksLabUCSC/flair	Nanopore	flair	2020-11-19	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/flair	https://github.com/galaxyproject/tools-iuc/tree/main/tools/flair	1.5	flair	2.0.0			0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1985	1985	41	41	0	0	0	0	0	0	0	0	1985	1985	41	41	False		
flash	flash	Fast Length Adjustment of SHort reads	flash	flash		FLASH	Identifies paired-end reads which overlap in the middle, converting them to single long reads	Read pre-processing, Sequence merging, Sequence assembly	Sequencing, Sequence assembly	Up-to-date	https://ccb.jhu.edu/software/FLASH/	Assembly, Fastq Manipulation	flash	2017-09-25	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/flash	https://github.com/galaxyproject/tools-iuc/tree/main/tools/flash	1.2.11	flash	1.2.11	Read pre-processing, Sequence merging, Sequence assembly	Sequencing, Sequence assembly	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	22017	22304	239	255	9399	14886	462	709	4	4	1	1	31420	37194	702	965	False		
flye	flye	Assembly of long and error-prone reads.	Flye	Flye		Flye	Flye is a de novo assembler for single molecule sequencing reads, such as those produced by PacBio and Oxford Nanopore Technologies. It is designed for a wide range of datasets, from small bacterial projects to large mammalian-scale assemblies. The package represents a complete pipeline: it takes raw PB / ONT reads as input and outputs polished contigs.	Genome assembly, De-novo assembly, Mapping assembly, Cross-assembly	Sequence assembly, Metagenomics, Whole genome sequencing, Genomics	Up-to-date	https://github.com/fenderglass/Flye/	Assembly	flye	2018-09-24	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/flye	https://github.com/bgruening/galaxytools/tree/master/tools/flye	2.9.5	flye	2.9.5	Genome assembly, De-novo assembly, Mapping assembly, Cross-assembly	Sequence assembly, Metagenomics, Whole genome sequencing	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	32514	32675	3379	3422	19434	19434	2537	2537	9843	9843	1624	1624	61791	61952	7540	7583	False		
format_cd_hit_output	format_cd_hit_output	Format CD-hit output to rename representative sequences with cluster name and/or extract distribution inside clusters given a mapping file								To update		Fasta Manipulation	format_cd_hit_output	2022-10-19	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_cd_hit_output/	https://github.com/bgruening/galaxytools/tree/master/tools/format_cd_hit_output	1.0.0+galaxy1					0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	189	203	57	60	0	0	0	0	0	0	0	0	189	203	57	60	False		
get_pairs	get_pairs	Separate paired and unpaired reads from two fastq files								To update		Fastq Manipulation	get_pairs	2018-09-10	genouest	https://github.com/genouest/galaxy-tools/tree/master/tools/get_pairs	https://github.com/genouest/galaxy-tools/tree/master/tools/get_pairs	0.3	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
get_reference_fasta	get_fasta_reference	Obtain reference genome sequence.								To update	http://artbio.fr	Data Source, Fasta Manipulation	get_reference_fasta	2015-06-17	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/get_reference_fasta	https://github.com/ARTbio/tools-artbio/tree/main/tools/get_reference_fasta	0.3.2					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
getorganelle	get_annotated_regions_from_gb, get_organelle_from_reads	GetOrganelle - This toolkit assembles organelle genomes from genomic skimming data.	getorganelle	getorganelle		GetOrganelle	A fast and versatile toolkit for accurate de novo assembly of organelle genomes.This toolkit assemblies organelle genome from genomic skimming data.	De-novo assembly, Genome assembly, Mapping assembly, Mapping, Sequence trimming	Cell biology, Sequence assembly, Whole genome sequencing, Plant biology, Model organisms	Up-to-date	https://github.com/Kinggerm/GetOrganelle	Assembly	getorganelle	2022-05-04	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/getorganelle	https://github.com/galaxyproject/tools-iuc/tree/main/tools/getorganelle	1.7.7.1	getorganelle	1.7.7.1	De-novo assembly, Genome assembly, Mapping assembly, Mapping, Sequence trimming	Cell biology, Sequence assembly, Whole genome sequencing, Plant biology, Model organisms	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1542	1542	159	159	0	0	0	0	587	587	64	64	2129	2129	223	223	False		
graphmap	graphmap_align, graphmap_overlap	Mapper for long, error-prone reads.	graphmap	graphmap		graphmap	Splice-aware RNA-seq mapper for long reads | GraphMap - A highly sensitive and accurate mapper for long, error-prone reads http://www.nature.com/ncomms/2016/160415/ncomms11307/full/ncomms11307.html https://www.biorxiv.org/content/10.1101/720458v1	Sequence trimming, EST assembly, Read mapping	Gene transcripts, RNA-Seq, RNA splicing	To update	https://github.com/isovic/graphmap/	Assembly	graphmap	2018-09-27	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	https://github.com/bgruening/galaxytools/tree/master/tools/graphmap	0.5.2	graphmap	0.6.4	Sequence trimming, EST assembly, Read mapping	Gene transcripts, RNA-Seq, RNA splicing	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	7012	7344	323	338	0	0	0	0	0	0	0	0	7012	7344	323	338	False		
guppy	guppy-basecaller	A wrapper for the guppy basecaller tool from Oxford Nanopore Technologies								To update	http://artbio.fr	Nanopore	guppy_basecaller	2020-11-18	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/guppy	https://github.com/ARTbio/tools-artbio/tree/main/tools/guppy	6.5.7+galaxy0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	1	1	7	7	1	1	False		
hapcut2	hapcut2	Robust and accurate haplotype assembly for diverse sequencing technologies	hapcut2	hapcut2		HapCUT2	"HapCUT2 is a maximum-likelihood-based tool for assembling haplotypes from DNA sequence reads, designed to ""just work"" with excellent speed and accuracy across a range of long- and short-read sequencing technologies.The output is in Haplotype block format described here: https://github.com/vibansal/HapCUT2/blob/master/outputformat.md"	Haplotype mapping, Variant classification		Up-to-date	https://github.com/vibansal/HapCUT2	Assembly	hapcut2	2022-10-19	galaxy-australia	https://github.com/galaxyproject/tools-iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hapcut2	1.3.4	hapcut2	1.3.4	Haplotype mapping, Variant classification		0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	103	4	4	103	103	4	4	False		
hapog	hapog	Hapo-G - Haplotype-Aware Polishing of Genomes	hapog	hapog		Hapo-G	Hapo-G is a tool that aims to improve the quality of genome assemblies by polishing the consensus with accurate reads. It capable of incorporating phasing information from high-quality reads (short or long-reads) to polish genome assemblies and in particular assemblies of diploid and heterozygous genomes.	Genome assembly, Optimisation and refinement	Sequence assembly, Genomics	Up-to-date	https://github.com/institut-de-genomique/HAPO-G	Assembly	hapog	2022-09-16	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hapog	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hapog	1.3.8	hapog	1.3.8	Genome assembly, Optimisation and refinement	Sequence assembly, Genomics	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	502	502	66	66	0	0	0	0	0	0	0	0	502	502	66	66	False		
hifiasm	hifiasm	A fast haplotype-resolved de novo assembler								To update	https://github.com/chhylp123/hifiasm	Assembly	hifiasm	2024-07-11	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/hifiasm	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hifiasm	0.19.9	hifiasm	0.20.0			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1819	1819	539	539	1334	1334	389	389	2472	2472	137	137	5625	5625	1065	1065	False		
hisat	hisat	HISAT is a fast and sensitive spliced alignment program.								To update	http://ccb.jhu.edu/software/hisat/index.shtml	Assembly	hisat	2015-05-13	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/hisat	https://github.com/galaxyproject/tools-devteam/tree/main/tools/hisat	1.0.3	hisat				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	12	0	0	0	0	0	0	0	0	0	228	0	12	False		
hisat2	hisat2	HISAT2 is a fast and sensitive spliced alignment program.	hisat2	hisat2		HISAT2	Alignment program for mapping next-generation sequencing reads (both DNA and RNA) to a population of human genomes (as well as to a single reference genome).	Sequence alignment	RNA-seq	Up-to-date	http://ccb.jhu.edu/software/hisat2/	Assembly	hisat2	2020-11-24	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hisat2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hisat2	2.2.1	hisat2	2.2.1	Sequence alignment		1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	337151	353499	10046	10719	699868	896164	26656	34018	87016	94859	5302	5695	1124035	1344522	42004	50432	False		
hypo	hypo	Super Fast & Accurate Polisher for Long Read Genome Assemblies	HyPo	HyPo		HyPo	HyPo, a Hybrid Polisher, utilizes short as well as long reads within a single run to polish a long reads assembly of small and large genomes.	Optimisation and refinement, Genome assembly	Sequence assembly, Genomics	Up-to-date	https://github.com/kensung-lab/hypo	Assembly	hypo	2021-11-15	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/hypo	https://github.com/galaxyproject/tools-iuc/tree/main/tools/hypo	1.0.3	hypo	1.0.3	Optimisation and refinement, Genome assembly	Sequence assembly, Genomics	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	473	473	93	93	0	0	0	0	0	0	0	0	473	473	93	93	False		
idba_ud	idba_hybrid, idba_tran, idba_ud	Wrappers for the idba assembler variants.	idba	idba		IDBA	A short read assembler based on iterative De Bruijn graph. It is developed under 64-bit Linux, but should be suitable for all unix-like system.	Sequence assembly	Sequence assembly	To update	https://i.cs.hku.hk/~alse/hkubrg/projects/index.html	Assembly	idba	2018-04-26	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/idba_ud	https://github.com/galaxyproject/tools-iuc/tree/main/tools/idba_ud		idba	1.1.3	Sequence assembly	Sequence assembly	3	0	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	1200	1220	187	195	1588	1588	267	267	0	0	0	0	2788	2808	454	462	False		
instagraal	instagraal	Large genome reassembly based on Hi-C data	instagraal	instagraal		instaGRAAL	Chromosome-level quality scaffolding of brown algal genomes using InstaGRAAL.Large genome reassembly based on Hi-C data, continuation of GRAAL.Large genome reassembly based on Hi-C data (continuation and partial rewrite of GRAAL) and post-scaffolding polishing libraries.This work is under continuous development/improvement - see GRAAL for information about the basic principles.sudo pip3 install -e git+https://github.com/koszullab/instagraal.git@master#egg=instagraal.Note to OS X users: There is currently no CUDA support on Mojave (10.14) and it is unclear when it is going to be added, if it is to be added at all. This means instaGRAAL (or indeed any CUDA-based application) will not work on Mojave. If you wish to run it on OS X, the only solution for now is to downgrade to High Sierra (10.13)	Genome assembly, Mapping assembly, Genetic mapping, Scaffolding	Sequence assembly, Mapping, Metagenomics, Statistics and probability, DNA binding sites	To update	https://github.com/koszullab/instaGRAAL	Assembly	instagraal	2022-11-10	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/instagraal	https://github.com/bgruening/galaxytools/tree/master/tools/instagraal	0.1.6			Genome assembly, Mapping assembly, Genetic mapping, Scaffolding	Sequence assembly, Mapping, Metagenomics, Statistics and probability, DNA binding sites	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	157	157	14	14	0	0	0	0	0	0	0	0	157	157	14	14	False		
jellyfish	jellyfish	Jellyfish is a tool for fast, memory-efficient counting of k-mers in DNA	Jellyfish	Jellyfish		Jellyfish	A command-line algorithm for counting k-mers in DNA sequence.	k-mer counting	Sequence analysis, Genomics	To update	https://github.com/gmarcais/Jellyfish	Assembly	jellyfish	2021-04-07	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/jellyfish	https://github.com/galaxyproject/tools-iuc/tree/main/tools/jellyfish		kmer-jellyfish	2.3.1	k-mer counting	Sequence analysis, Genomics	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1825	1825	237	237	0	0	0	0	971	971	56	56	2796	2796	293	293	False		
khmer	khmer_abundance_distribution_single, khmer_abundance_distribution, khmer_count_median, khmer_partition, khmer_extract_partitions, khmer_filter_abundance, khmer_filter_below_abundance_cutoff, khmer_normalize_by_median	In-memory nucleotide sequence k-mer counting, filtering, graph traversal and more	khmer	khmer		khmer	khmer is a set of command-line tools for working with DNA shotgun sequencing data from genomes, transcriptomes, metagenomes, and single cells. khmer can make de novo assemblies faster, and sometimes better. khmer can also identify (and fix) problems with shotgun data.	Standardisation and normalisation, De-novo assembly	Sequence assembly	Up-to-date	https://khmer.readthedocs.org/	Assembly, Next Gen Mappers	khmer	2015-11-08	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/khmer	https://github.com/galaxyproject/tools-iuc/tree/main/tools/khmer	3.0.0a3	khmer	3.0.0a3	Standardisation and normalisation, De-novo assembly	Sequence assembly	8	8	8	0	8	8	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	8	8	8	0	1995	2091	174	193	1430	1430	389	389	1580	1580	56	56	5005	5101	619	638	False		
length_and_gc_content	length_and_gc_content	Gets gene length and gc content from a fasta and a GTF file								To update	https://github.com/galaxyproject/tools-iuc/tree/master/tools/length_and_gc_content	Fasta Manipulation, Statistics, RNA, Micro-array Analysis	length_and_gc_content	2016-11-13	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/length_and_gc_content	https://github.com/galaxyproject/tools-iuc/tree/main/tools/length_and_gc_content	0.1.2	r-optparse	1.3.2			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	4349	4466	666	698	2093	2286	928	998	201	201	77	77	6643	6953	1671	1773	False		
lighter	lighter	Lighter is a kmer-based error correction method for whole genome sequencing data	lighter	lighter		Lighter	Kmer-based error correction method for whole genome sequencing data. Lighter uses sampling (rather than counting) to obtain a set of kmers that are likely from the genome. Using this information, Lighter can correct the reads containing sequence errors.	k-mer counting, Sequence read processing, Sequencing quality control, Sequencing error detection	Sequencing, Whole genome sequencing, DNA, Genomics	To update	https://github.com/mourisl/Lighter	Sequence Analysis, Fasta Manipulation	lighter	2016-06-04	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/lighter	https://github.com/bgruening/galaxytools/tree/master/tools/lighter	1.0	lighter	1.1.3	k-mer counting, Sequence read processing, Sequencing quality control, Sequencing error detection	Whole genome sequencing, DNA, Genomics	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	149	171	27	30	0	0	0	0	0	0	0	0	149	171	27	30	False		
links	links	Scaffold genome assemblies with long reads.	links	links		LINKS	LINKS (Long Interval Nucleotide K-mer Scaffolder) is a genomics application for scaffolding genome assemblies with long reads, such as those produced by Oxford Nanopore Technologies Ltd. It can be used to scaffold high-quality draft genome assemblies with any long sequences (eg. ONT reads, PacBio reads, other draft genomes, etc). It is also used to scaffold contig pairs linked by ARCS/ARKS.	Scaffolding, Genome assembly, Read mapping, Read pre-processing, Sequence trimming	Sequence assembly, Mapping, Sequencing	Up-to-date	https://github.com/bcgsc/LINKS	Assembly	links	2022-02-23	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/links	https://github.com/galaxyproject/tools-iuc/tree/main/tools/links	2.0.1	links	2.0.1	Scaffolding, Genome assembly, Read mapping, Read pre-processing, Sequence trimming	Sequence assembly, Mapping, Sequencing	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	512	512	126	126	0	0	0	0	480	480	65	65	992	992	191	191	False		
make_nr	make_nr	Make a FASTA file non-redundant								To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/make_nr	Fasta Manipulation, Sequence Analysis	make_nr	2018-11-06	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/make_nr	https://github.com/peterjc/galaxy_blast/tree/master/tools/make_nr	0.0.3	biopython	1.70			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
